"gene_id","scer_gene_name","functional_category","category_order","name_raw","desc_raw"
"YPR041W","TIF5","Translation / Ribosome",3,"YPR041W   TIF5       PROTEIN SYNTHESIS                       TRANSLATION INITIATION FACTOR EIF5      S0006245","PROTEIN SYNTHESIS TRANSLATION INITIATION FACTOR EIF5 S0006245"
"YPR016C","TIF6","Translation / Ribosome",3,"YPR016C   TIF6       RIBOSOME BIOGENESIS (PUTATIVE)          UNKNOWN; SIMILAR TO HUMAN TRANSLATION INS0006220","RIBOSOME BIOGENESIS (PUTATIVE) UNKNOWN; SIMILAR TO HUMAN TRANSLATION INS0006220"
"YDR120C","TRM1","Translation / Ribosome",3,"YDR120C   TRM1       TRNA PROCESSING                         TRNA METHYLTRANSFERASE                  S0002527","TRNA PROCESSING TRNA METHYLTRANSFERASE S0002527"
"YGR185C","TYS1","Translation / Ribosome",3,"YGR185C   TYS1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, TYROSYL                S0003417","PROTEIN SYNTHESIS TRNA SYNTHETASE, TYROSYL S0003417"
"YGR094W","VAS1","Translation / Ribosome",3,"YGR094W   VAS1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, VALYL                  S0003326","PROTEIN SYNTHESIS TRNA SYNTHETASE, VALYL S0003326"
"YOL097C","WRS1","Translation / Ribosome",3,"YOL097C   WRS1       PROTEIN SYNTHESIS                       TRNA LIGASE, TRYPTOPHAN                 S0005457","PROTEIN SYNTHESIS TRNA LIGASE, TRYPTOPHAN S0005457"
"YLR249W","YEF3","Translation / Ribosome",3,"YLR249W   YEF3       PROTEIN SYNTHESIS                       TRANSLATION ELONGATION FACTOR EEF3      S0004239","PROTEIN SYNTHESIS TRANSLATION ELONGATION FACTOR EEF3 S0004239"
"YGR201C","YGR201C","Translation / Ribosome",3,"YGR201C              UNKNOWN                                 UNKNOWN; SIMILAR TO TRANSLATION ELONGATIS0003433","UNKNOWN; SIMILAR TO TRANSLATION ELONGATIS0003433"
"YHR020W","YHR020W","Translation / Ribosome",3,"YHR020W              UNKNOWN                                 UNKNOWN; SIMILAR TO PROLYL-TRNA SYNTHETAS0001062","UNKNOWN; SIMILAR TO PROLYL-TRNA SYNTHETAS0001062"
"YMR155W","YMR155W","Translation / Ribosome",3,"YMR155W              UNKNOWN                                 UNKNOWN; SIMILAR TO E. COLI RIBOSOMAL PRS0004764","UNKNOWN; SIMILAR TO E. COLI RIBOSOMAL PRS0004764"
"YHR143W-A","-A","Gene expression (RNA)",4,"YHR143W-A RPC10      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0001185","RPC10 TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0001185"
"YOR276W","CAF20","Gene expression (RNA)",4,"YOR276W   CAF20      PROTEIN SYNTHESIS                       MRNA CAP-BINDING PROTEIN (EIF4F) 20K SUBS0005802","PROTEIN SYNTHESIS MRNA CAP-BINDING PROTEIN (EIF4F) 20K SUBS0005802"
"YDR440W","DOT1","Gene expression (RNA)",4,"YDR440W   DOT1       MEIOSIS, CHECKPOINT; TRANSCRIPTIONAL SILUNKNOWN                                 S0002848","MEIOSIS, CHECKPOINT; TRANSCRIPTIONAL SILUNKNOWN S0002848"
"YPL037C","EGD1","Gene expression (RNA)",4,"YPL037C   EGD1       TRANSCRIPTION                           REGULATOR OF POL II TRANSCRIBED GENES; ES0005958","TRANSCRIPTION REGULATOR OF POL II TRANSCRIBED GENES; ES0005958"
"YMR277W","FCP1","Gene expression (RNA)",4,"YMR277W   FCP1       TRANSCRIPTION                           TFIIF INTERACTING COMPONENT OF CTD PHOSPS0004890","TRANSCRIPTION TFIIF INTERACTING COMPONENT OF CTD PHOSPS0004890"
"YBR142W","MAK5","Gene expression (RNA)",4,"YBR142W   MAK5       MRNA SPLICING                           RNA HELICASE                            S0000346","MRNA SPLICING RNA HELICASE S0000346"
"YKL009W","MRT4","Gene expression (RNA)",4,"YKL009W   MRT4       MRNA DECAY                              UNKNOWN                                 S0001492","MRNA DECAY UNKNOWN S0001492"
"YJL050W","MTR4","Gene expression (RNA)",4,"YJL050W   MTR4       MRNA EXPORT                             RNA HELICASE                            S0003586","MRNA EXPORT RNA HELICASE S0003586"
"YHR170W","NMD3","Gene expression (RNA)",4,"YHR170W   NMD3       MRNA DECAY, NONSENSE-MEDIATED           NAM7P/UPF1P-INTERACTING PROTEIN         S0001213","MRNA DECAY, NONSENSE-MEDIATED NAM7P/UPF1P-INTERACTING PROTEIN S0001213"
"YER165W","PAB1","Gene expression (RNA)",4,"YER165W   PAB1       MRNA 3'-END PROCESSING                  CLEAVAGE/POLYADENYLATION FACTOR CF IA COS0000967","MRNA 3'-END PROCESSING CLEAVAGE/POLYADENYLATION FACTOR CF IA COS0000967"
"YGL120C","PRP43","Gene expression (RNA)",4,"YGL120C   PRP43      MRNA SPLICING                           SPLICEOSOME DISASSEMBLY FACTOR; RNA HELIS0003088","MRNA SPLICING SPLICEOSOME DISASSEMBLY FACTOR; RNA HELIS0003088"
"YJR063W","RPA12","Gene expression (RNA)",4,"YJR063W   RPA12      TRANSCRIPTION                           RNA POLYMERASE I SUBUNIT                S0003824","TRANSCRIPTION RNA POLYMERASE I SUBUNIT S0003824"
"YPR010C","RPA135","Gene expression (RNA)",4,"YPR010C   RPA135     TRANSCRIPTION                           RNA POLYMERASE I 135 KD SUBUNIT         S0006214","TRANSCRIPTION RNA POLYMERASE I 135 KD SUBUNIT S0006214"
"YJL148W","RPA34","Gene expression (RNA)",4,"YJL148W   RPA34      TRANSCRIPTION                           RNA POLYMERASE I SUBUNIT                S0003684","TRANSCRIPTION RNA POLYMERASE I SUBUNIT S0003684"
"YNL248C","RPA49","Gene expression (RNA)",4,"YNL248C   RPA49      TRANSCRIPTION                           RNA POLYMERASE I 46 KD SUBUNIT          S0005192","TRANSCRIPTION RNA POLYMERASE I 46 KD SUBUNIT S0005192"
"YOR210W","RPB10","Gene expression (RNA)",4,"YOR210W   RPB10      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0005736","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0005736"
"YIL021W","RPB3","Gene expression (RNA)",4,"YIL021W   RPB3       TRANSCRIPTION                           RNA POLYMERASE II 45 KDA SUBUNI         S0001283","TRANSCRIPTION RNA POLYMERASE II 45 KDA SUBUNI S0001283"
"YBR154C","RPB5","Gene expression (RNA)",4,"YBR154C   RPB5       TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0000358","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0000358"
"YOR224C","RPB8","Gene expression (RNA)",4,"YOR224C   RPB8       TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0005750","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0005750"
"YGL070C","RPB9","Gene expression (RNA)",4,"YGL070C   RPB9       TRANSCRIPTION                           RNA POLYMERASE II 14.2 SUBUNIT          S0003038","TRANSCRIPTION RNA POLYMERASE II 14.2 SUBUNIT S0003038"
"YNL113W","RPC19","Gene expression (RNA)",4,"YNL113W   RPC19      TRANSCRIPTION                           SUBUNIT COMMON TO RNA POLYMERASES I AND S0005057","TRANSCRIPTION SUBUNIT COMMON TO RNA POLYMERASES I AND S0005057"
"YKL144C","RPC25","Gene expression (RNA)",4,"YKL144C   RPC25      TRANSCRIPTION                           RNA POLYMERASE III 25 KD SUBUNIT        S0001627","TRANSCRIPTION RNA POLYMERASE III 25 KD SUBUNIT S0001627"
"YNL151C","RPC31","Gene expression (RNA)",4,"YNL151C   RPC31      TRANSCRIPTION                           RNA POLYMERASE III 31 KD SUBUNIT        S0005095","TRANSCRIPTION RNA POLYMERASE III 31 KD SUBUNIT S0005095"
"YNR003C","RPC34","Gene expression (RNA)",4,"YNR003C   RPC34      TRANSCRIPTION                           RNA POLYMERASE III 34 KD SUBUNIT        S0005286","TRANSCRIPTION RNA POLYMERASE III 34 KD SUBUNIT S0005286"
"YPR110C","RPC40","Gene expression (RNA)",4,"YPR110C   RPC40      TRANSCRIPTION                           RNA POLYMERASE III 40 KD SUBUNIT        S0006314","TRANSCRIPTION RNA POLYMERASE III 40 KD SUBUNIT S0006314"
"YDL150W","RPC53","Gene expression (RNA)",4,"YDL150W   RPC53      TRANSCRIPTION                           RNA POLYMERASE III 47 KD SUBUNIT        S0002309","TRANSCRIPTION RNA POLYMERASE III 47 KD SUBUNIT S0002309"
"YPR190C","RPC82","Gene expression (RNA)",4,"YPR190C   RPC82      TRANSCRIPTION                           RNA POLYMERASE III 82 KD SUBUNIT        S0006394","TRANSCRIPTION RNA POLYMERASE III 82 KD SUBUNIT S0006394"
"YPR187W","RPO26","Gene expression (RNA)",4,"YPR187W   RPO26      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0006391","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0006391"
"YGL208W","SIP2","Gene expression (RNA)",4,"YGL208W   SIP2       TRANSCRIPTION                           COMPONENT OF  SNF1 PROTEIN COMPLEX      S0003176","TRANSCRIPTION COMPONENT OF SNF1 PROTEIN COMPLEX S0003176"
"YEL026W","SNU13","Gene expression (RNA)",4,"YEL026W   SNU13      MRNA SPLICING (PUTATIVE)                U4/U6.U5 SNRNP PROTEIN                  S0000752","MRNA SPLICING (PUTATIVE) U4/U6.U5 SNRNP PROTEIN S0000752"
"YKR092C","SRP40","Gene expression (RNA)",4,"YKR092C   SRP40      TRANSCRIPTION (PUTATIVE)                SUPPRESSOR OF MUTANT AC40 SUBUNIT OF RNAS0001800","TRANSCRIPTION (PUTATIVE) SUPPRESSOR OF MUTANT AC40 SUBUNIT OF RNAS0001800"
"YDL084W","SUB2","Gene expression (RNA)",4,"YDL084W   SUB2       MRNA SPLICING                           RNA HELICASE                            S0002242","MRNA SPLICING RNA HELICASE S0002242"
"YGR162W","TIF4631","Gene expression (RNA)",4,"YGR162W   TIF4631    PROTEIN SYNTHESIS                       MRNA CAP-BINDING PROTEIN (EIF4F) 150K SUS0003394","PROTEIN SYNTHESIS MRNA CAP-BINDING PROTEIN (EIF4F) 150K SUS0003394"
"YCR072C","YCR072C","Gene expression (RNA)",4,"YCR072C              UNKNOWN                                 UNKNOWN; SIMILAR TO NUCLEAR MRNA PROCESSS0000668","UNKNOWN; SIMILAR TO NUCLEAR MRNA PROCESSS0000668"
"YJL103C","YJL103C","Gene expression (RNA)",4,"YJL103C              UNKNOWN                                 UNKNOWN; SIMILAR TO TRANSCRIPTION FACTORS0003639","UNKNOWN; SIMILAR TO TRANSCRIPTION FACTORS0003639"
"YDL051W","YLA1","Gene expression (RNA)",4,"YDL051W   YLA1       UNKNOWN                                 RNA BINDING PROTEIN                     S0002209","UNKNOWN RNA BINDING PROTEIN S0002209"
"YPR144C","YPR144C","Gene expression (RNA)",4,"YPR144C              UNKNOWN                                 UNKNOWN; SIMILAR TO RNA POLYMERASE BETA S0006348","UNKNOWN; SIMILAR TO RNA POLYMERASE BETA S0006348"
"YLR175W","CBF5","Genome / Cell cycle",5,"YLR175W   CBF5       MITOSIS                                 CENTROMERIC MICROTUBULE BINDING PROTEIN S0004165","MITOSIS CENTROMERIC MICROTUBULE BINDING PROTEIN S0004165"
"YGL029W","CGR1","Genome / Cell cycle",5,"YGL029W   CGR1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN CHROMATIN ASSES0002997","UNKNOWN UNKNOWN; SIMILAR TO HUMAN CHROMATIN ASSES0002997"
"YDR254W","CHL4","Genome / Cell cycle",5,"YDR254W   CHL4       MITOSIS, CHROMOSOME SEGREGATION         UNKNOWN                                 S0002662","MITOSIS, CHROMOSOME SEGREGATION UNKNOWN S0002662"
"YPL086C","HPA1","Genome / Cell cycle",5,"YPL086C   HPA1       CHROMATIN STRUCTURE                     HISTONE ACETYLTRANSFERASE COMPLEX SUBUNIS0006007","CHROMATIN STRUCTURE HISTONE ACETYLTRANSFERASE COMPLEX SUBUNIS0006007"
"YER142C","MAG1","Genome / Cell cycle",5,"YER142C   MAG1       DNA REPAIR                              3-METHYLADENINE DNA GLYCOSYLASE         S0000944","DNA REPAIR 3-METHYLADENINE DNA GLYCOSYLASE S0000944"
"YGL087C","MMS2","Genome / Cell cycle",5,"YGL087C   MMS2       DNA REPAIR, POSTREPLICATION             UNKNOWN                                 S0003055","DNA REPAIR, POSTREPLICATION UNKNOWN S0003055"
"YDR097C","MSH6","Genome / Cell cycle",5,"YDR097C   MSH6       DNA REPAIR                              MUTS HOMOLOG; MISMATCH REPAIR           S0002504","DNA REPAIR MUTS HOMOLOG; MISMATCH REPAIR S0002504"
"YML060W","OGG1","Genome / Cell cycle",5,"YML060W   OGG1       DNA REPAIR                              8-OXOGUANINE DNA GLYCOSYLASE            S0004525","DNA REPAIR 8-OXOGUANINE DNA GLYCOSYLASE S0004525"
"YNL102W","POL1","Genome / Cell cycle",5,"YNL102W   POL1       DNA REPLICATION                         POLYMERASE ALPHA 180 KD SUBUNIT         S0005046","DNA REPLICATION POLYMERASE ALPHA 180 KD SUBUNIT S0005046"
"YBL035C","POL12","Genome / Cell cycle",5,"YBL035C   POL12      DNA REPLICATION                         DNA POLYMERASE ALPHA, 70 KD SUBUNIT     S0000131","DNA REPLICATION DNA POLYMERASE ALPHA, 70 KD SUBUNIT S0000131"
"YJR043C","POL32","Genome / Cell cycle",5,"YJR043C   POL32      DNA REPLICATION                         POLYMERASE DELTA 55 KD SUBUNIT          S0003804","DNA REPLICATION POLYMERASE DELTA 55 KD SUBUNIT S0003804"
"YLL036C","PRP19","Genome / Cell cycle",5,"YLL036C   PRP19      MRNA SPLICING; DNA REPAIR               NON-SNRNP SPLICEOSOME COMPONENT         S0003959","MRNA SPLICING; DNA REPAIR NON-SNRNP SPLICEOSOME COMPONENT S0003959"
"YOR217W","RFC1","Genome / Cell cycle",5,"YOR217W   RFC1       DNA REPLICATION                         DNA REPLICATION FACTOR C 95 KD SUBUNIT  S0005743","DNA REPLICATION DNA REPLICATION FACTOR C 95 KD SUBUNIT S0005743"
"YMR234W","RNH1","Genome / Cell cycle",5,"YMR234W   RNH1       DNA REPLICATION (PUTATIVE)              RIBONUCLEASE H                          S0004847","DNA REPLICATION (PUTATIVE) RIBONUCLEASE H S0004847"
"YML043C","RRN11","Genome / Cell cycle",5,"YML043C   RRN11      TRANSCRIPTION                           COMPONENT OF RDNA TRANSCRIPTION FACTOR  S0004507","TRANSCRIPTION COMPONENT OF RDNA TRANSCRIPTION FACTOR S0004507"
"YJL080C","SCP160","Genome / Cell cycle",5,"YJL080C   SCP160     MITOSIS, CHROMOSOME TRANSMISSION        UNKNOWN                                 S0003616","MITOSIS, CHROMOSOME TRANSMISSION UNKNOWN S0003616"
"YGL213C","SKI8","Genome / Cell cycle",5,"YGL213C   SKI8       MEIOSIS, RECOMBINATION                  ANTIVIRAL RNA BINDING PROTEIN           S0003181","MEIOSIS, RECOMBINATION ANTIVIRAL RNA BINDING PROTEIN S0003181"
"YLR178C","TFS1","Genome / Cell cycle",5,"YLR178C   TFS1       CELL CYCLE                              SUPPRESSES CDC25 MUTATIONS              S0004168","CELL CYCLE SUPPRESSES CDC25 MUTATIONS S0004168"
"YJR066W","TOR1","Genome / Cell cycle",5,"YJR066W   TOR1       SIGNALING, CELL CYCLE AND MEIOSIS       PHOSPHATIDYLINOSITOL 3-KINASE           S0003827","SIGNALING, CELL CYCLE AND MEIOSIS PHOSPHATIDYLINOSITOL 3-KINASE S0003827"
"YNL299W","TRF5","Genome / Cell cycle",5,"YNL299W   TRF5       MITOSIS                                 RELATED TO DNA TOPOISOMERASE I          S0005243","MITOSIS RELATED TO DNA TOPOISOMERASE I S0005243"
"YGR209C","TRX2","Genome / Cell cycle",5,"YGR209C   TRX2       DNA REPLICATION                         THIOREDOXIN II                          S0003441","DNA REPLICATION THIOREDOXIN II S0003441"
"YNL227C","YNL227C","Genome / Cell cycle",5,"YNL227C              UNKNOWN                                 UNKNOWN; SIMILAR TO E. COLI DNAJ AND OTHS0005171","UNKNOWN; SIMILAR TO E. COLI DNAJ AND OTHS0005171"
"YGR285C","ZUO1","Genome / Cell cycle",5,"YGR285C   ZUO1       UNKNOWN                                 BINDS Z-DNA                             S0003517","UNKNOWN BINDS Z-DNA S0003517"
"YGL156W","AMS1","Membrane / Trafficking",6,"YGL156W   AMS1       CELL WALL CATABOLISM                    VACUOLAR ALPHA-MANNOSIDASE              S0003124","CELL WALL CATABOLISM VACUOLAR ALPHA-MANNOSIDASE S0003124"
"YDR184C","ATC1","Membrane / Trafficking",6,"YDR184C   ATC1       CELL POLARITY                           MEMBER OF BUD6P COMPLEX                 S0002592","CELL POLARITY MEMBER OF BUD6P COMPLEX S0002592"
"YML042W","CAT2","Membrane / Trafficking",6,"YML042W   CAT2       FATTY ACID TRANSPORT                    CARNITINE O-ACETYLTRANSFERASE           S0004506","FATTY ACID TRANSPORT CARNITINE O-ACETYLTRANSFERASE S0004506"
"YAL059W","ECM1","Membrane / Trafficking",6,"YAL059W   ECM1       CELL WALL BIOGENESIS                    UNKNOWN                                 S0000055","CELL WALL BIOGENESIS UNKNOWN S0000055"
"YMR128W","ECM16","Membrane / Trafficking",6,"YMR128W   ECM16      CELL WALL BIOGENESIS                    UNKNOWN                                 S0004735","CELL WALL BIOGENESIS UNKNOWN S0004735"
"YKR076W","ECM4","Membrane / Trafficking",6,"YKR076W   ECM4       CELL WALL BIOGENESIS                    UNKNOWN                                 S0001784","CELL WALL BIOGENESIS UNKNOWN S0001784"
"YLR083C","EMP70","Membrane / Trafficking",6,"YLR083C   EMP70      SECRETION (PUTATIVE)                    ENDOSOMAL MEMBRANE PROTEIN              S0004073","SECRETION (PUTATIVE) ENDOSOMAL MEMBRANE PROTEIN S0004073"
"YCR034W","FEN1","Membrane / Trafficking",6,"YCR034W   FEN1       CELL WALL BIOGENESIS                    BETA-1,3-GLUCAN SYNTHASE SUBUNIT        S0000630","CELL WALL BIOGENESIS BETA-1,3-GLUCAN SYNTHASE SUBUNIT S0000630"
"YEL042W","GDA1","Membrane / Trafficking",6,"YEL042W   GDA1       GOLGI ORGANIZATION                      GOLGI MEMBRANE GUANOSINE DIPHOSPHATASE  S0000768","GOLGI ORGANIZATION GOLGI MEMBRANE GUANOSINE DIPHOSPHATASE S0000768"
"YEL011W","GLC3","Membrane / Trafficking",6,"YEL011W   GLC3       CELL WALL BIOGENESIS                    GLYCOGEN BRANCHING ENZYME               S0000737","CELL WALL BIOGENESIS GLYCOGEN BRANCHING ENZYME S0000737"
"YGL225W","GOG5","Membrane / Trafficking",6,"YGL225W   GOG5       PROTEIN GLYCOSYLATION                   GOLGI GDP-MANNOSE TRANSPORTER           S0003193","PROTEIN GLYCOSYLATION GOLGI GDP-MANNOSE TRANSPORTER S0003193"
"YHR096C","HXT5","Membrane / Trafficking",6,"YHR096C   HXT5       TRANSPORT                               HEXOSE PERMEASE                         S0001138","TRANSPORT HEXOSE PERMEASE S0001138"
"YKL110C","KTI12","Membrane / Trafficking",6,"YKL110C   KTI12      KILLER TOXIN RESISTANCE                 UNKNOWN                                 S0001593","KILLER TOXIN RESISTANCE UNKNOWN S0001593"
"YKL150W","MCR1","Membrane / Trafficking",6,"YKL150W   MCR1       ELECTRON CARRIER                        CYTOCHROME-B5 REDUCTASE                 S0001633","ELECTRON CARRIER CYTOCHROME-B5 REDUCTASE S0001633"
"YGR158C","MTR3","Membrane / Trafficking",6,"YGR158C   MTR3       MRNA TRANSPORT                          NUCLEOLAR PROTEIN                       S0003390","MRNA TRANSPORT NUCLEOLAR PROTEIN S0003390"
"YPR149W","NCE102","Membrane / Trafficking",6,"YPR149W   NCE102     SECRETION, NON-CLASSICAL                UNKNOWN                                 S0006353","SECRETION, NON-CLASSICAL UNKNOWN S0006353"
"YHR042W","NCP1","Membrane / Trafficking",6,"YHR042W   NCP1       MICROSOMAL ELECTRON TRANSFER            NADP-CYTOCHROME P450 REDUCTASE          S0001084","MICROSOMAL ELECTRON TRANSFER NADP-CYTOCHROME P450 REDUCTASE S0001084"
"YNL183C","NPR1","Membrane / Trafficking",6,"YNL183C   NPR1       TRANSPORT                               PROTEIN KINASE; REGULATES ACTIVITY OF NIS0005127","TRANSPORT PROTEIN KINASE; REGULATES ACTIVITY OF NIS0005127"
"YER009W","NTF2","Membrane / Trafficking",6,"YER009W   NTF2       NUCLEAR PROTEIN TARGETING               NUCLEAR TRANSPORT FACTOR                S0000811","NUCLEAR PROTEIN TARGETING NUCLEAR TRANSPORT FACTOR S0000811"
"YBR106W","PHO88","Membrane / Trafficking",6,"YBR106W   PHO88      PHOSPHATE TRANSPORT                     REGULATOR OF PHO81                      S0000310","PHOSPHATE TRANSPORT REGULATOR OF PHO81 S0000310"
"YGL008C","PMA1","Membrane / Trafficking",6,"YGL008C   PMA1       H+ HOMEOSTASIS                          PLASMA MEMBRANE H+-ATPASE               S0002976","H+ HOMEOSTASIS PLASMA MEMBRANE H+-ATPASE S0002976"
"YGL006W","PMC1","Membrane / Trafficking",6,"YGL006W   PMC1       TRANSPORT                               VACUOLAR CA(2+)-ATPASE                  S0002974","TRANSPORT VACUOLAR CA(2+)-ATPASE S0002974"
"YHR026W","PPA1","Membrane / Trafficking",6,"YHR026W   PPA1       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE PROTEOLIPID PROTEIN  S0001068","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE PROTEOLIPID PROTEIN S0001068"
"YJR059W","PTK2","Membrane / Trafficking",6,"YJR059W   PTK2       POLYAMINE TRANSPORT                     SER/THR PROTEIN KINASE                  S0003820","POLYAMINE TRANSPORT SER/THR PROTEIN KINASE S0003820"
"YKL188C","PXA2","Membrane / Trafficking",6,"YKL188C   PXA2       TRANSPORT                               PEROXISOMAL FATTY ACID TRANSPORTER, ABC S0001671","TRANSPORT PEROXISOMAL FATTY ACID TRANSPORTER, ABC S0001671"
"YMR079W","SEC14","Membrane / Trafficking",6,"YMR079W   SEC14      SECRETION                               PI/PC TRANSFER PROTEIN                  S0004684","SECRETION PI/PC TRANSFER PROTEIN S0004684"
"YGR229C","SMI1","Membrane / Trafficking",6,"YGR229C   SMI1       CELL WALL BIOGENESIS                    MAY REGULATE GLUCAN AND CHITIN SYNTHESISS0003461","CELL WALL BIOGENESIS MAY REGULATE GLUCAN AND CHITIN SYNTHESISS0003461"
"YJR104C","SOD1","Membrane / Trafficking",6,"YJR104C   SOD1       OXIDATIVE STRESS RESPONSE               COPPER-ZINC SUPEROXIDE DISMUTASE        S0003865","OXIDATIVE STRESS RESPONSE COPPER-ZINC SUPEROXIDE DISMUTASE S0003865"
"YKL154W","SRP102","Membrane / Trafficking",6,"YKL154W   SRP102     SECRETION                               SIGNAL RECOGNITION PARTICLE SUBUNIT     S0001637","SECRETION SIGNAL RECOGNITION PARTICLE SUBUNIT S0001637"
"YKL122C","SRP21","Membrane / Trafficking",6,"YKL122C   SRP21      SECRETION                               SIGNAL RECOGNITION PARTICLE SUBUNIT     S0001605","SECRETION SIGNAL RECOGNITION PARTICLE SUBUNIT S0001605"
"YBR283C","SSH1","Membrane / Trafficking",6,"YBR283C   SSH1       SECRETION                               ER PROTEIN TRANSLOCATION COMPLEX SUBUNITS0000487","SECRETION ER PROTEIN TRANSLOCATION COMPLEX SUBUNITS0000487"
"YLR250W","SSP120","Membrane / Trafficking",6,"YLR250W   SSP120     SECRETION                               UNKNOWN                                 S0004240","SECRETION UNKNOWN S0004240"
"YER118C","SSU81","Membrane / Trafficking",6,"YER118C   SSU81      SIGNALING, HIGH OSMOLARITY PATHWAY      TRANSMEMBRANE OSMOSENSOR                S0000920","SIGNALING, HIGH OSMOLARITY PATHWAY TRANSMEMBRANE OSMOSENSOR S0000920"
"YDR513W","TTR1","Membrane / Trafficking",6,"YDR513W   TTR1       ELECTRON CARRIER                        GLUTAREDOXIN                            S0002921","ELECTRON CARRIER GLUTAREDOXIN S0002921"
"YMR197C","VTI1","Membrane / Trafficking",6,"YMR197C   VTI1       SECRETION                               CIS-GOLGI V-SNARE                       S0004810","SECRETION CIS-GOLGI V-SNARE S0004810"
"YKL065C","YET1","Membrane / Trafficking",6,"YKL065C   YET1       UNKNOWN                                 ER 25 KDA TRANSMEMBRANE PROTEIN         S0001548","UNKNOWN ER 25 KDA TRANSMEMBRANE PROTEIN S0001548"
"YGL104C","YGL104C","Membrane / Trafficking",6,"YGL104C              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUCOSE TRANSPORT PRS0003072","UNKNOWN; SIMILAR TO GLUCOSE TRANSPORT PRS0003072"
"YJL198W","YJL198W","Membrane / Trafficking",6,"YJL198W              UNKNOWN                                 UNKNOWN; SIMILAR TO PHO87P, MEMBER OF THS0003734","UNKNOWN; SIMILAR TO PHO87P, MEMBER OF THS0003734"
"YOR374W","ALD4","Mitochondria / Respiration",7,"YOR374W   ALD4       ETHANOL UTILIZATION                     MITOCHONDRIAL ALDEHYDE DEHYDROGENASE    S0005901","ETHANOL UTILIZATION MITOCHONDRIAL ALDEHYDE DEHYDROGENASE S0005901"
"YER141W","COX15","Mitochondria / Respiration",7,"YER141W   COX15      RESPIRATION                             CYTOCHROME OXIDASE ASSEMBLY FACTOR      S0000943","RESPIRATION CYTOCHROME OXIDASE ASSEMBLY FACTOR S0000943"
"YEL039C","CYC7","Mitochondria / Respiration",7,"YEL039C   CYC7       RESPIRATION                             CYTOCHROME C (ISOFORM 2)                S0000765","RESPIRATION CYTOCHROME C (ISOFORM 2) S0000765"
"YMR081C","ISF1","Mitochondria / Respiration",7,"YMR081C   ISF1       RNA SPLICING, MITOCHONDRIAL             INTERACTS WITH NAM7P                    S0004686","RNA SPLICING, MITOCHONDRIAL INTERACTS WITH NAM7P S0004686"
"YKL093W","MBR1","Mitochondria / Respiration",7,"YKL093W   MBR1       MITOCHONDRIAL BIOGENESIS                UNKNOWN                                 S0001576","MITOCHONDRIAL BIOGENESIS UNKNOWN S0001576"
"YBR026C","MRF1","Mitochondria / Respiration",7,"YBR026C   MRF1'      MITOCHONDRIAL RESPIRATION               ARS-BINDING PROTEIN                     S0000230","' MITOCHONDRIAL RESPIRATION ARS-BINDING PROTEIN S0000230"
"YJL208C","NUC1","Mitochondria / Respiration",7,"YJL208C   NUC1       MITOCHONDRIAL RECOMBINATION             ENDONUCLEASE                            S0003744","MITOCHONDRIAL RECOMBINATION ENDONUCLEASE S0003744"
"YIL136W","OM45","Mitochondria / Respiration",7,"YIL136W   OM45       (PUTATIVE) MITOCHONDRIAL ORGANIZATION   OUTER MITOCHONDRIAL MEMBRANE PROTEIN    S0001398","(PUTATIVE) MITOCHONDRIAL ORGANIZATION OUTER MITOCHONDRIAL MEMBRANE PROTEIN S0001398"
"YNL055C","POR1","Mitochondria / Respiration",7,"YNL055C   POR1       TRANSPORT                               MITOCHONDRIAL OUTER MEMBRANE PORIN      S0005000","TRANSPORT MITOCHONDRIAL OUTER MEMBRANE PORIN S0005000"
"YGR008C","STF2","Mitochondria / Respiration",7,"YGR008C   STF2       ATP SYNTHESIS                           ATPASE STABILIZING FACTOR               S0003240","ATP SYNTHESIS ATPASE STABILIZING FACTOR S0003240"
"YER053C","YER053C","Mitochondria / Respiration",7,"YER053C              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS MITOCHONDS0000855","UNKNOWN; SIMILAR TO C. ELEGANS MITOCHONDS0000855"
"YNL141W","AAH1","Carbon metabolism",8,"YNL141W   AAH1       PURINE METABOLISM                       ADENINE DEAMINASE                       S0005085","PURINE METABOLISM ADENINE DEAMINASE S0005085"
