"gene_id","name_raw","gene_name","desc_raw","scer_gene_name","functional_category","category_order"
"YPR016C","YPR016C   TIF6       RIBOSOME BIOGENESIS (PUTATIVE)          UNKNOWN; SIMILAR TO HUMAN TRANSLATION INS0006220","TIF6","RIBOSOME BIOGENESIS (PUTATIVE) UNKNOWN; SIMILAR TO HUMAN TRANSLATION INS0006220","TIF6","Translation / Ribosome",3
"YDR120C","YDR120C   TRM1       TRNA PROCESSING                         TRNA METHYLTRANSFERASE                  S0002527","TRM1","TRNA PROCESSING TRNA METHYLTRANSFERASE S0002527","TRM1","Translation / Ribosome",3
"YGR185C","YGR185C   TYS1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, TYROSYL                S0003417","TYS1","PROTEIN SYNTHESIS TRNA SYNTHETASE, TYROSYL S0003417","TYS1","Translation / Ribosome",3
"YGR094W","YGR094W   VAS1       PROTEIN SYNTHESIS                       TRNA SYNTHETASE, VALYL                  S0003326","VAS1","PROTEIN SYNTHESIS TRNA SYNTHETASE, VALYL S0003326","VAS1","Translation / Ribosome",3
"YOL097C","YOL097C   WRS1       PROTEIN SYNTHESIS                       TRNA LIGASE, TRYPTOPHAN                 S0005457","WRS1","PROTEIN SYNTHESIS TRNA LIGASE, TRYPTOPHAN S0005457","WRS1","Translation / Ribosome",3
"YLR249W","YLR249W   YEF3       PROTEIN SYNTHESIS                       TRANSLATION ELONGATION FACTOR EEF3      S0004239","YEF3","PROTEIN SYNTHESIS TRANSLATION ELONGATION FACTOR EEF3 S0004239","YEF3","Translation / Ribosome",3
"YGR201C","YGR201C              UNKNOWN                                 UNKNOWN; SIMILAR TO TRANSLATION ELONGATIS0003433","YGR201C","UNKNOWN; SIMILAR TO TRANSLATION ELONGATIS0003433","YGR201C","Translation / Ribosome",3
"YHR020W","YHR020W              UNKNOWN                                 UNKNOWN; SIMILAR TO PROLYL-TRNA SYNTHETAS0001062","YHR020W","UNKNOWN; SIMILAR TO PROLYL-TRNA SYNTHETAS0001062","YHR020W","Translation / Ribosome",3
"YMR155W","YMR155W              UNKNOWN                                 UNKNOWN; SIMILAR TO E. COLI RIBOSOMAL PRS0004764","YMR155W","UNKNOWN; SIMILAR TO E. COLI RIBOSOMAL PRS0004764","YMR155W","Translation / Ribosome",3
"YHR143W-A","YHR143W-A RPC10      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0001185","-A","RPC10 TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0001185","-A.4","Gene expression (RNA)",4
"YOR276W","YOR276W   CAF20      PROTEIN SYNTHESIS                       MRNA CAP-BINDING PROTEIN (EIF4F) 20K SUBS0005802","CAF20","PROTEIN SYNTHESIS MRNA CAP-BINDING PROTEIN (EIF4F) 20K SUBS0005802","CAF20","Gene expression (RNA)",4
"YDR440W","YDR440W   DOT1       MEIOSIS, CHECKPOINT; TRANSCRIPTIONAL SILUNKNOWN                                 S0002848","DOT1","MEIOSIS, CHECKPOINT; TRANSCRIPTIONAL SILUNKNOWN S0002848","DOT1","Gene expression (RNA)",4
"YPL037C","YPL037C   EGD1       TRANSCRIPTION                           REGULATOR OF POL II TRANSCRIBED GENES; ES0005958","EGD1","TRANSCRIPTION REGULATOR OF POL II TRANSCRIBED GENES; ES0005958","EGD1","Gene expression (RNA)",4
"YMR277W","YMR277W   FCP1       TRANSCRIPTION                           TFIIF INTERACTING COMPONENT OF CTD PHOSPS0004890","FCP1","TRANSCRIPTION TFIIF INTERACTING COMPONENT OF CTD PHOSPS0004890","FCP1","Gene expression (RNA)",4
"YBR142W","YBR142W   MAK5       MRNA SPLICING                           RNA HELICASE                            S0000346","MAK5","MRNA SPLICING RNA HELICASE S0000346","MAK5","Gene expression (RNA)",4
"YKL009W","YKL009W   MRT4       MRNA DECAY                              UNKNOWN                                 S0001492","MRT4","MRNA DECAY UNKNOWN S0001492","MRT4","Gene expression (RNA)",4
"YJL050W","YJL050W   MTR4       MRNA EXPORT                             RNA HELICASE                            S0003586","MTR4","MRNA EXPORT RNA HELICASE S0003586","MTR4","Gene expression (RNA)",4
"YHR170W","YHR170W   NMD3       MRNA DECAY, NONSENSE-MEDIATED           NAM7P/UPF1P-INTERACTING PROTEIN         S0001213","NMD3","MRNA DECAY, NONSENSE-MEDIATED NAM7P/UPF1P-INTERACTING PROTEIN S0001213","NMD3","Gene expression (RNA)",4
"YER165W","YER165W   PAB1       MRNA 3'-END PROCESSING                  CLEAVAGE/POLYADENYLATION FACTOR CF IA COS0000967","PAB1","MRNA 3'-END PROCESSING CLEAVAGE/POLYADENYLATION FACTOR CF IA COS0000967","PAB1","Gene expression (RNA)",4
"YGL120C","YGL120C   PRP43      MRNA SPLICING                           SPLICEOSOME DISASSEMBLY FACTOR; RNA HELIS0003088","PRP43","MRNA SPLICING SPLICEOSOME DISASSEMBLY FACTOR; RNA HELIS0003088","PRP43","Gene expression (RNA)",4
"YJR063W","YJR063W   RPA12      TRANSCRIPTION                           RNA POLYMERASE I SUBUNIT                S0003824","RPA12","TRANSCRIPTION RNA POLYMERASE I SUBUNIT S0003824","RPA12","Gene expression (RNA)",4
"YPR010C","YPR010C   RPA135     TRANSCRIPTION                           RNA POLYMERASE I 135 KD SUBUNIT         S0006214","RPA135","TRANSCRIPTION RNA POLYMERASE I 135 KD SUBUNIT S0006214","RPA135","Gene expression (RNA)",4
"YJL148W","YJL148W   RPA34      TRANSCRIPTION                           RNA POLYMERASE I SUBUNIT                S0003684","RPA34","TRANSCRIPTION RNA POLYMERASE I SUBUNIT S0003684","RPA34","Gene expression (RNA)",4
"YNL248C","YNL248C   RPA49      TRANSCRIPTION                           RNA POLYMERASE I 46 KD SUBUNIT          S0005192","RPA49","TRANSCRIPTION RNA POLYMERASE I 46 KD SUBUNIT S0005192","RPA49","Gene expression (RNA)",4
"YOR210W","YOR210W   RPB10      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0005736","RPB10","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0005736","RPB10","Gene expression (RNA)",4
"YIL021W","YIL021W   RPB3       TRANSCRIPTION                           RNA POLYMERASE II 45 KDA SUBUNI         S0001283","RPB3","TRANSCRIPTION RNA POLYMERASE II 45 KDA SUBUNI S0001283","RPB3","Gene expression (RNA)",4
"YBR154C","YBR154C   RPB5       TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0000358","RPB5","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0000358","RPB5","Gene expression (RNA)",4
"YOR224C","YOR224C   RPB8       TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0005750","RPB8","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASE I,II, AS0005750","RPB8","Gene expression (RNA)",4
"YGL070C","YGL070C   RPB9       TRANSCRIPTION                           RNA POLYMERASE II 14.2 SUBUNIT          S0003038","RPB9","TRANSCRIPTION RNA POLYMERASE II 14.2 SUBUNIT S0003038","RPB9","Gene expression (RNA)",4
"YNL113W","YNL113W   RPC19      TRANSCRIPTION                           SUBUNIT COMMON TO RNA POLYMERASES I AND S0005057","RPC19","TRANSCRIPTION SUBUNIT COMMON TO RNA POLYMERASES I AND S0005057","RPC19","Gene expression (RNA)",4
"YKL144C","YKL144C   RPC25      TRANSCRIPTION                           RNA POLYMERASE III 25 KD SUBUNIT        S0001627","RPC25","TRANSCRIPTION RNA POLYMERASE III 25 KD SUBUNIT S0001627","RPC25","Gene expression (RNA)",4
"YNL151C","YNL151C   RPC31      TRANSCRIPTION                           RNA POLYMERASE III 31 KD SUBUNIT        S0005095","RPC31","TRANSCRIPTION RNA POLYMERASE III 31 KD SUBUNIT S0005095","RPC31","Gene expression (RNA)",4
"YNR003C","YNR003C   RPC34      TRANSCRIPTION                           RNA POLYMERASE III 34 KD SUBUNIT        S0005286","RPC34","TRANSCRIPTION RNA POLYMERASE III 34 KD SUBUNIT S0005286","RPC34","Gene expression (RNA)",4
"YPR110C","YPR110C   RPC40      TRANSCRIPTION                           RNA POLYMERASE III 40 KD SUBUNIT        S0006314","RPC40","TRANSCRIPTION RNA POLYMERASE III 40 KD SUBUNIT S0006314","RPC40","Gene expression (RNA)",4
"YDL150W","YDL150W   RPC53      TRANSCRIPTION                           RNA POLYMERASE III 47 KD SUBUNIT        S0002309","RPC53","TRANSCRIPTION RNA POLYMERASE III 47 KD SUBUNIT S0002309","RPC53","Gene expression (RNA)",4
"YPR190C","YPR190C   RPC82      TRANSCRIPTION                           RNA POLYMERASE III 82 KD SUBUNIT        S0006394","RPC82","TRANSCRIPTION RNA POLYMERASE III 82 KD SUBUNIT S0006394","RPC82","Gene expression (RNA)",4
"YPR187W","YPR187W   RPO26      TRANSCRIPTION                           SHARED SUBUNIT OF RNA POLYMERASES I, II,S0006391","RPO26","TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0006391","RPO26","Gene expression (RNA)",4
"YGL208W","YGL208W   SIP2       TRANSCRIPTION                           COMPONENT OF  SNF1 PROTEIN COMPLEX      S0003176","SIP2","TRANSCRIPTION COMPONENT OF SNF1 PROTEIN COMPLEX S0003176","SIP2","Gene expression (RNA)",4
"YEL026W","YEL026W   SNU13      MRNA SPLICING (PUTATIVE)                U4/U6.U5 SNRNP PROTEIN                  S0000752","SNU13","MRNA SPLICING (PUTATIVE) U4/U6.U5 SNRNP PROTEIN S0000752","SNU13","Gene expression (RNA)",4
"YKR092C","YKR092C   SRP40      TRANSCRIPTION (PUTATIVE)                SUPPRESSOR OF MUTANT AC40 SUBUNIT OF RNAS0001800","SRP40","TRANSCRIPTION (PUTATIVE) SUPPRESSOR OF MUTANT AC40 SUBUNIT OF RNAS0001800","SRP40","Gene expression (RNA)",4
"YDL084W","YDL084W   SUB2       MRNA SPLICING                           RNA HELICASE                            S0002242","SUB2","MRNA SPLICING RNA HELICASE S0002242","SUB2","Gene expression (RNA)",4
"YGR162W","YGR162W   TIF4631    PROTEIN SYNTHESIS                       MRNA CAP-BINDING PROTEIN (EIF4F) 150K SUS0003394","TIF4631","PROTEIN SYNTHESIS MRNA CAP-BINDING PROTEIN (EIF4F) 150K SUS0003394","TIF4631","Gene expression (RNA)",4
"YCR072C","YCR072C              UNKNOWN                                 UNKNOWN; SIMILAR TO NUCLEAR MRNA PROCESSS0000668","YCR072C","UNKNOWN; SIMILAR TO NUCLEAR MRNA PROCESSS0000668","YCR072C","Gene expression (RNA)",4
"YJL103C","YJL103C              UNKNOWN                                 UNKNOWN; SIMILAR TO TRANSCRIPTION FACTORS0003639","YJL103C","UNKNOWN; SIMILAR TO TRANSCRIPTION FACTORS0003639","YJL103C","Gene expression (RNA)",4
"YDL051W","YDL051W   YLA1       UNKNOWN                                 RNA BINDING PROTEIN                     S0002209","YLA1","UNKNOWN RNA BINDING PROTEIN S0002209","YLA1","Gene expression (RNA)",4
"YPR144C","YPR144C              UNKNOWN                                 UNKNOWN; SIMILAR TO RNA POLYMERASE BETA S0006348","YPR144C","UNKNOWN; SIMILAR TO RNA POLYMERASE BETA S0006348","YPR144C","Gene expression (RNA)",4
"YLR175W","YLR175W   CBF5       MITOSIS                                 CENTROMERIC MICROTUBULE BINDING PROTEIN S0004165","CBF5","MITOSIS CENTROMERIC MICROTUBULE BINDING PROTEIN S0004165","CBF5","Genome / Cell cycle",5
"YGL029W","YGL029W   CGR1       UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN CHROMATIN ASSES0002997","CGR1","UNKNOWN UNKNOWN; SIMILAR TO HUMAN CHROMATIN ASSES0002997","CGR1","Genome / Cell cycle",5
"YDR254W","YDR254W   CHL4       MITOSIS, CHROMOSOME SEGREGATION         UNKNOWN                                 S0002662","CHL4","MITOSIS, CHROMOSOME SEGREGATION UNKNOWN S0002662","CHL4","Genome / Cell cycle",5
"YPL086C","YPL086C   HPA1       CHROMATIN STRUCTURE                     HISTONE ACETYLTRANSFERASE COMPLEX SUBUNIS0006007","HPA1","CHROMATIN STRUCTURE HISTONE ACETYLTRANSFERASE COMPLEX SUBUNIS0006007","HPA1","Genome / Cell cycle",5
"YER142C","YER142C   MAG1       DNA REPAIR                              3-METHYLADENINE DNA GLYCOSYLASE         S0000944","MAG1","DNA REPAIR 3-METHYLADENINE DNA GLYCOSYLASE S0000944","MAG1","Genome / Cell cycle",5
"YGL087C","YGL087C   MMS2       DNA REPAIR, POSTREPLICATION             UNKNOWN                                 S0003055","MMS2","DNA REPAIR, POSTREPLICATION UNKNOWN S0003055","MMS2","Genome / Cell cycle",5
"YDR097C","YDR097C   MSH6       DNA REPAIR                              MUTS HOMOLOG; MISMATCH REPAIR           S0002504","MSH6","DNA REPAIR MUTS HOMOLOG; MISMATCH REPAIR S0002504","MSH6","Genome / Cell cycle",5
"YML060W","YML060W   OGG1       DNA REPAIR                              8-OXOGUANINE DNA GLYCOSYLASE            S0004525","OGG1","DNA REPAIR 8-OXOGUANINE DNA GLYCOSYLASE S0004525","OGG1","Genome / Cell cycle",5
"YNL102W","YNL102W   POL1       DNA REPLICATION                         POLYMERASE ALPHA 180 KD SUBUNIT         S0005046","POL1","DNA REPLICATION POLYMERASE ALPHA 180 KD SUBUNIT S0005046","POL1","Genome / Cell cycle",5
"YBL035C","YBL035C   POL12      DNA REPLICATION                         DNA POLYMERASE ALPHA, 70 KD SUBUNIT     S0000131","POL12","DNA REPLICATION DNA POLYMERASE ALPHA, 70 KD SUBUNIT S0000131","POL12","Genome / Cell cycle",5
"YJR043C","YJR043C   POL32      DNA REPLICATION                         POLYMERASE DELTA 55 KD SUBUNIT          S0003804","POL32","DNA REPLICATION POLYMERASE DELTA 55 KD SUBUNIT S0003804","POL32","Genome / Cell cycle",5
"YLL036C","YLL036C   PRP19      MRNA SPLICING; DNA REPAIR               NON-SNRNP SPLICEOSOME COMPONENT         S0003959","PRP19","MRNA SPLICING; DNA REPAIR NON-SNRNP SPLICEOSOME COMPONENT S0003959","PRP19","Genome / Cell cycle",5
"YOR217W","YOR217W   RFC1       DNA REPLICATION                         DNA REPLICATION FACTOR C 95 KD SUBUNIT  S0005743","RFC1","DNA REPLICATION DNA REPLICATION FACTOR C 95 KD SUBUNIT S0005743","RFC1","Genome / Cell cycle",5
"YMR234W","YMR234W   RNH1       DNA REPLICATION (PUTATIVE)              RIBONUCLEASE H                          S0004847","RNH1","DNA REPLICATION (PUTATIVE) RIBONUCLEASE H S0004847","RNH1","Genome / Cell cycle",5
"YML043C","YML043C   RRN11      TRANSCRIPTION                           COMPONENT OF RDNA TRANSCRIPTION FACTOR  S0004507","RRN11","TRANSCRIPTION COMPONENT OF RDNA TRANSCRIPTION FACTOR S0004507","RRN11","Genome / Cell cycle",5
"YJL080C","YJL080C   SCP160     MITOSIS, CHROMOSOME TRANSMISSION        UNKNOWN                                 S0003616","SCP160","MITOSIS, CHROMOSOME TRANSMISSION UNKNOWN S0003616","SCP160","Genome / Cell cycle",5
"YGL213C","YGL213C   SKI8       MEIOSIS, RECOMBINATION                  ANTIVIRAL RNA BINDING PROTEIN           S0003181","SKI8","MEIOSIS, RECOMBINATION ANTIVIRAL RNA BINDING PROTEIN S0003181","SKI8","Genome / Cell cycle",5
"YLR178C","YLR178C   TFS1       CELL CYCLE                              SUPPRESSES CDC25 MUTATIONS              S0004168","TFS1","CELL CYCLE SUPPRESSES CDC25 MUTATIONS S0004168","TFS1","Genome / Cell cycle",5
"YJR066W","YJR066W   TOR1       SIGNALING, CELL CYCLE AND MEIOSIS       PHOSPHATIDYLINOSITOL 3-KINASE           S0003827","TOR1","SIGNALING, CELL CYCLE AND MEIOSIS PHOSPHATIDYLINOSITOL 3-KINASE S0003827","TOR1","Genome / Cell cycle",5
"YNL299W","YNL299W   TRF5       MITOSIS                                 RELATED TO DNA TOPOISOMERASE I          S0005243","TRF5","MITOSIS RELATED TO DNA TOPOISOMERASE I S0005243","TRF5","Genome / Cell cycle",5
"YGR209C","YGR209C   TRX2       DNA REPLICATION                         THIOREDOXIN II                          S0003441","TRX2","DNA REPLICATION THIOREDOXIN II S0003441","TRX2","Genome / Cell cycle",5
"YNL227C","YNL227C              UNKNOWN                                 UNKNOWN; SIMILAR TO E. COLI DNAJ AND OTHS0005171","YNL227C","UNKNOWN; SIMILAR TO E. COLI DNAJ AND OTHS0005171","YNL227C","Genome / Cell cycle",5
"YGR285C","YGR285C   ZUO1       UNKNOWN                                 BINDS Z-DNA                             S0003517","ZUO1","UNKNOWN BINDS Z-DNA S0003517","ZUO1","Genome / Cell cycle",5
"YGL156W","YGL156W   AMS1       CELL WALL CATABOLISM                    VACUOLAR ALPHA-MANNOSIDASE              S0003124","AMS1","CELL WALL CATABOLISM VACUOLAR ALPHA-MANNOSIDASE S0003124","AMS1","Membrane / Trafficking",6
"YDR184C","YDR184C   ATC1       CELL POLARITY                           MEMBER OF BUD6P COMPLEX                 S0002592","ATC1","CELL POLARITY MEMBER OF BUD6P COMPLEX S0002592","ATC1","Membrane / Trafficking",6
"YML042W","YML042W   CAT2       FATTY ACID TRANSPORT                    CARNITINE O-ACETYLTRANSFERASE           S0004506","CAT2","FATTY ACID TRANSPORT CARNITINE O-ACETYLTRANSFERASE S0004506","CAT2","Membrane / Trafficking",6
"YAL059W","YAL059W   ECM1       CELL WALL BIOGENESIS                    UNKNOWN                                 S0000055","ECM1","CELL WALL BIOGENESIS UNKNOWN S0000055","ECM1","Membrane / Trafficking",6
"YMR128W","YMR128W   ECM16      CELL WALL BIOGENESIS                    UNKNOWN                                 S0004735","ECM16","CELL WALL BIOGENESIS UNKNOWN S0004735","ECM16","Membrane / Trafficking",6
"YKR076W","YKR076W   ECM4       CELL WALL BIOGENESIS                    UNKNOWN                                 S0001784","ECM4","CELL WALL BIOGENESIS UNKNOWN S0001784","ECM4","Membrane / Trafficking",6
"YLR083C","YLR083C   EMP70      SECRETION (PUTATIVE)                    ENDOSOMAL MEMBRANE PROTEIN              S0004073","EMP70","SECRETION (PUTATIVE) ENDOSOMAL MEMBRANE PROTEIN S0004073","EMP70","Membrane / Trafficking",6
"YCR034W","YCR034W   FEN1       CELL WALL BIOGENESIS                    BETA-1,3-GLUCAN SYNTHASE SUBUNIT        S0000630","FEN1","CELL WALL BIOGENESIS BETA-1,3-GLUCAN SYNTHASE SUBUNIT S0000630","FEN1","Membrane / Trafficking",6
"YEL042W","YEL042W   GDA1       GOLGI ORGANIZATION                      GOLGI MEMBRANE GUANOSINE DIPHOSPHATASE  S0000768","GDA1","GOLGI ORGANIZATION GOLGI MEMBRANE GUANOSINE DIPHOSPHATASE S0000768","GDA1","Membrane / Trafficking",6
"YEL011W","YEL011W   GLC3       CELL WALL BIOGENESIS                    GLYCOGEN BRANCHING ENZYME               S0000737","GLC3","CELL WALL BIOGENESIS GLYCOGEN BRANCHING ENZYME S0000737","GLC3","Membrane / Trafficking",6
"YGL225W","YGL225W   GOG5       PROTEIN GLYCOSYLATION                   GOLGI GDP-MANNOSE TRANSPORTER           S0003193","GOG5","PROTEIN GLYCOSYLATION GOLGI GDP-MANNOSE TRANSPORTER S0003193","GOG5","Membrane / Trafficking",6
"YHR096C","YHR096C   HXT5       TRANSPORT                               HEXOSE PERMEASE                         S0001138","HXT5","TRANSPORT HEXOSE PERMEASE S0001138","HXT5","Membrane / Trafficking",6
"YKL110C","YKL110C   KTI12      KILLER TOXIN RESISTANCE                 UNKNOWN                                 S0001593","KTI12","KILLER TOXIN RESISTANCE UNKNOWN S0001593","KTI12","Membrane / Trafficking",6
"YKL150W","YKL150W   MCR1       ELECTRON CARRIER                        CYTOCHROME-B5 REDUCTASE                 S0001633","MCR1","ELECTRON CARRIER CYTOCHROME-B5 REDUCTASE S0001633","MCR1","Membrane / Trafficking",6
"YGR158C","YGR158C   MTR3       MRNA TRANSPORT                          NUCLEOLAR PROTEIN                       S0003390","MTR3","MRNA TRANSPORT NUCLEOLAR PROTEIN S0003390","MTR3","Membrane / Trafficking",6
"YPR149W","YPR149W   NCE102     SECRETION, NON-CLASSICAL                UNKNOWN                                 S0006353","NCE102","SECRETION, NON-CLASSICAL UNKNOWN S0006353","NCE102","Membrane / Trafficking",6
"YHR042W","YHR042W   NCP1       MICROSOMAL ELECTRON TRANSFER            NADP-CYTOCHROME P450 REDUCTASE          S0001084","NCP1","MICROSOMAL ELECTRON TRANSFER NADP-CYTOCHROME P450 REDUCTASE S0001084","NCP1","Membrane / Trafficking",6
"YNL183C","YNL183C   NPR1       TRANSPORT                               PROTEIN KINASE; REGULATES ACTIVITY OF NIS0005127","NPR1","TRANSPORT PROTEIN KINASE; REGULATES ACTIVITY OF NIS0005127","NPR1","Membrane / Trafficking",6
"YER009W","YER009W   NTF2       NUCLEAR PROTEIN TARGETING               NUCLEAR TRANSPORT FACTOR                S0000811","NTF2","NUCLEAR PROTEIN TARGETING NUCLEAR TRANSPORT FACTOR S0000811","NTF2","Membrane / Trafficking",6
"YBR106W","YBR106W   PHO88      PHOSPHATE TRANSPORT                     REGULATOR OF PHO81                      S0000310","PHO88","PHOSPHATE TRANSPORT REGULATOR OF PHO81 S0000310","PHO88","Membrane / Trafficking",6
"YGL008C","YGL008C   PMA1       H+ HOMEOSTASIS                          PLASMA MEMBRANE H+-ATPASE               S0002976","PMA1","H+ HOMEOSTASIS PLASMA MEMBRANE H+-ATPASE S0002976","PMA1","Membrane / Trafficking",6
"YGL006W","YGL006W   PMC1       TRANSPORT                               VACUOLAR CA(2+)-ATPASE                  S0002974","PMC1","TRANSPORT VACUOLAR CA(2+)-ATPASE S0002974","PMC1","Membrane / Trafficking",6
"YHR026W","YHR026W   PPA1       VACUOLAR ACIDIFICATION                  VACUOLAR H+-ATPASE PROTEOLIPID PROTEIN  S0001068","PPA1","VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE PROTEOLIPID PROTEIN S0001068","PPA1","Membrane / Trafficking",6
"YJR059W","YJR059W   PTK2       POLYAMINE TRANSPORT                     SER/THR PROTEIN KINASE                  S0003820","PTK2","POLYAMINE TRANSPORT SER/THR PROTEIN KINASE S0003820","PTK2","Membrane / Trafficking",6
"YKL188C","YKL188C   PXA2       TRANSPORT                               PEROXISOMAL FATTY ACID TRANSPORTER, ABC S0001671","PXA2","TRANSPORT PEROXISOMAL FATTY ACID TRANSPORTER, ABC S0001671","PXA2","Membrane / Trafficking",6
"YMR079W","YMR079W   SEC14      SECRETION                               PI/PC TRANSFER PROTEIN                  S0004684","SEC14","SECRETION PI/PC TRANSFER PROTEIN S0004684","SEC14","Membrane / Trafficking",6
"YGR229C","YGR229C   SMI1       CELL WALL BIOGENESIS                    MAY REGULATE GLUCAN AND CHITIN SYNTHESISS0003461","SMI1","CELL WALL BIOGENESIS MAY REGULATE GLUCAN AND CHITIN SYNTHESISS0003461","SMI1","Membrane / Trafficking",6
"YJR104C","YJR104C   SOD1       OXIDATIVE STRESS RESPONSE               COPPER-ZINC SUPEROXIDE DISMUTASE        S0003865","SOD1","OXIDATIVE STRESS RESPONSE COPPER-ZINC SUPEROXIDE DISMUTASE S0003865","SOD1","Membrane / Trafficking",6
"YKL154W","YKL154W   SRP102     SECRETION                               SIGNAL RECOGNITION PARTICLE SUBUNIT     S0001637","SRP102","SECRETION SIGNAL RECOGNITION PARTICLE SUBUNIT S0001637","SRP102","Membrane / Trafficking",6
"YKL122C","YKL122C   SRP21      SECRETION                               SIGNAL RECOGNITION PARTICLE SUBUNIT     S0001605","SRP21","SECRETION SIGNAL RECOGNITION PARTICLE SUBUNIT S0001605","SRP21","Membrane / Trafficking",6
"YBR283C","YBR283C   SSH1       SECRETION                               ER PROTEIN TRANSLOCATION COMPLEX SUBUNITS0000487","SSH1","SECRETION ER PROTEIN TRANSLOCATION COMPLEX SUBUNITS0000487","SSH1","Membrane / Trafficking",6
"YLR250W","YLR250W   SSP120     SECRETION                               UNKNOWN                                 S0004240","SSP120","SECRETION UNKNOWN S0004240","SSP120","Membrane / Trafficking",6
"YER118C","YER118C   SSU81      SIGNALING, HIGH OSMOLARITY PATHWAY      TRANSMEMBRANE OSMOSENSOR                S0000920","SSU81","SIGNALING, HIGH OSMOLARITY PATHWAY TRANSMEMBRANE OSMOSENSOR S0000920","SSU81","Membrane / Trafficking",6
"YDR513W","YDR513W   TTR1       ELECTRON CARRIER                        GLUTAREDOXIN                            S0002921","TTR1","ELECTRON CARRIER GLUTAREDOXIN S0002921","TTR1","Membrane / Trafficking",6
"YMR197C","YMR197C   VTI1       SECRETION                               CIS-GOLGI V-SNARE                       S0004810","VTI1","SECRETION CIS-GOLGI V-SNARE S0004810","VTI1","Membrane / Trafficking",6
"YKL065C","YKL065C   YET1       UNKNOWN                                 ER 25 KDA TRANSMEMBRANE PROTEIN         S0001548","YET1","UNKNOWN ER 25 KDA TRANSMEMBRANE PROTEIN S0001548","YET1","Membrane / Trafficking",6
"YGL104C","YGL104C              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUCOSE TRANSPORT PRS0003072","YGL104C","UNKNOWN; SIMILAR TO GLUCOSE TRANSPORT PRS0003072","YGL104C","Membrane / Trafficking",6
"YJL198W","YJL198W              UNKNOWN                                 UNKNOWN; SIMILAR TO PHO87P, MEMBER OF THS0003734","YJL198W","UNKNOWN; SIMILAR TO PHO87P, MEMBER OF THS0003734","YJL198W","Membrane / Trafficking",6
"YOR374W","YOR374W   ALD4       ETHANOL UTILIZATION                     MITOCHONDRIAL ALDEHYDE DEHYDROGENASE    S0005901","ALD4","ETHANOL UTILIZATION MITOCHONDRIAL ALDEHYDE DEHYDROGENASE S0005901","ALD4","Mitochondria / Respiration",7
"YER141W","YER141W   COX15      RESPIRATION                             CYTOCHROME OXIDASE ASSEMBLY FACTOR      S0000943","COX15","RESPIRATION CYTOCHROME OXIDASE ASSEMBLY FACTOR S0000943","COX15","Mitochondria / Respiration",7
"YEL039C","YEL039C   CYC7       RESPIRATION                             CYTOCHROME C (ISOFORM 2)                S0000765","CYC7","RESPIRATION CYTOCHROME C (ISOFORM 2) S0000765","CYC7","Mitochondria / Respiration",7
"YMR081C","YMR081C   ISF1       RNA SPLICING, MITOCHONDRIAL             INTERACTS WITH NAM7P                    S0004686","ISF1","RNA SPLICING, MITOCHONDRIAL INTERACTS WITH NAM7P S0004686","ISF1","Mitochondria / Respiration",7
"YKL093W","YKL093W   MBR1       MITOCHONDRIAL BIOGENESIS                UNKNOWN                                 S0001576","MBR1","MITOCHONDRIAL BIOGENESIS UNKNOWN S0001576","MBR1","Mitochondria / Respiration",7
"YBR026C","YBR026C   MRF1'      MITOCHONDRIAL RESPIRATION               ARS-BINDING PROTEIN                     S0000230","MRF1","' MITOCHONDRIAL RESPIRATION ARS-BINDING PROTEIN S0000230","MRF1","Mitochondria / Respiration",7
"YJL208C","YJL208C   NUC1       MITOCHONDRIAL RECOMBINATION             ENDONUCLEASE                            S0003744","NUC1","MITOCHONDRIAL RECOMBINATION ENDONUCLEASE S0003744","NUC1","Mitochondria / Respiration",7
"YIL136W","YIL136W   OM45       (PUTATIVE) MITOCHONDRIAL ORGANIZATION   OUTER MITOCHONDRIAL MEMBRANE PROTEIN    S0001398","OM45","(PUTATIVE) MITOCHONDRIAL ORGANIZATION OUTER MITOCHONDRIAL MEMBRANE PROTEIN S0001398","OM45","Mitochondria / Respiration",7
"YNL055C","YNL055C   POR1       TRANSPORT                               MITOCHONDRIAL OUTER MEMBRANE PORIN      S0005000","POR1","TRANSPORT MITOCHONDRIAL OUTER MEMBRANE PORIN S0005000","POR1","Mitochondria / Respiration",7
"YGR008C","YGR008C   STF2       ATP SYNTHESIS                           ATPASE STABILIZING FACTOR               S0003240","STF2","ATP SYNTHESIS ATPASE STABILIZING FACTOR S0003240","STF2","Mitochondria / Respiration",7
