"gene_id","name_raw","gene_name","desc_raw","scer_gene_name","functional_category","category_order"
"YER049W","YER049W              UNKNOWN                                 UNKNOWN                                 S0000851","YER049W","UNKNOWN S0000851","YER049W","Unknown",12
"YER079W","YER079W              UNKNOWN                                 UNKNOWN                                 S0000881","YER079W","UNKNOWN S0000881","YER079W","Unknown",12
"YER082C","YER082C              UNKNOWN                                 UNKNOWN                                 S0000884","YER082C","UNKNOWN S0000884","YER082C","Unknown",12
"YER119C","YER119C              UNKNOWN                                 UNKNOWN; SIMILAR TO MEMBERS OF THE MAJORS0000921","YER119C","UNKNOWN; SIMILAR TO MEMBERS OF THE MAJORS0000921","YER119C","Unknown",12
"YER126C","YER126C              UNKNOWN                                 UNKNOWN                                 S0000928","YER126C","UNKNOWN S0000928","YER126C","Unknown",12
"YER158C","YER158C              UNKNOWN                                 UNKNOWN; SIMILAR TO AFR1P               S0000960","YER158C","UNKNOWN; SIMILAR TO AFR1P S0000960","YER158C","Unknown",12
"YFL023W","YFL023W              UNKNOWN                                 UNKNOWN                                 S0001871","YFL023W","UNKNOWN S0001871","YFL023W","Unknown",12
"YFL044C","YFL044C              UNKNOWN                                 UNKNOWN                                 S0001850","YFL044C","UNKNOWN S0001850","YFL044C","Unknown",12
"YFR001W","YFR001W              UNKNOWN                                 UNKNOWN; SIMILAR TO S.POMBE PAD1 PROTEINS0001897","YFR001W","UNKNOWN; SIMILAR TO S.POMBE PAD1 PROTEINS0001897","YFR001W","Unknown",12
"YGL010W","YGL010W              UNKNOWN                                 UNKNOWN                                 S0002978","YGL010W","UNKNOWN S0002978","YGL010W","Unknown",12
"YGL037C","YGL037C              UNKNOWN                                 UNKNOWN                                 S0003005","YGL037C","UNKNOWN S0003005","YGL037C","Unknown",12
"YGL059W","YGL059W              UNKNOWN                                 UNKNOWN; SIMILAR TO RAT BRANCHED-CHAIN AS0003027","YGL059W","UNKNOWN; SIMILAR TO RAT BRANCHED-CHAIN AS0003027","YGL059W","Unknown",12
"YGL096W","YGL096W              UNKNOWN                                 UNKNOWN; SIMILAR TO CUP9P               S0003064","YGL096W","UNKNOWN; SIMILAR TO CUP9P S0003064","YGL096W","Unknown",12
"YGL099W","YGL099W              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN POSSIBLE GTP-BS0003067","YGL099W","UNKNOWN; SIMILAR TO HUMAN POSSIBLE GTP-BS0003067","YGL099W","Unknown",12
"YGL102C","YGL102C              UNKNOWN                                 UNKNOWN                                 S0003070","YGL102C","UNKNOWN S0003070","YGL102C","Unknown",12
"YGL111W","YGL111W              UNKNOWN                                 UNKNOWN                                 S0003079","YGL111W","UNKNOWN S0003079","YGL111W","Unknown",12
"YGL121C","YGL121C              UNKNOWN                                 UNKNOWN                                 S0003089","YGL121C","UNKNOWN S0003089","YGL121C","Unknown",12
"YNL160W","YNL160W   YGP1       DIAUXIC SHIFT                           UNKNOWN; RESPONSE TO NUTRIENT LIMITATIONS0005104","YGP1","DIAUXIC SHIFT UNKNOWN; RESPONSE TO NUTRIENT LIMITATIONS0005104","YGP1","Unknown",12
"YGR043C","YGR043C              UNKNOWN                                 UNKNOWN; SIMILAR TO TAL1P               S0003275","YGR043C","UNKNOWN; SIMILAR TO TAL1P S0003275","YGR043C","Unknown",12
"YGR054W","YGR054W              UNKNOWN                                 UNKNOWN; SIMILAR TO C. ELEGANS C14B9.6 PS0003286","YGR054W","UNKNOWN; SIMILAR TO C. ELEGANS C14B9.6 PS0003286","YGR054W","Unknown",12
"YGR081C","YGR081C              UNKNOWN                                 UNKNOWN; SIMILAR TO CHICKEN MYOSIN HEAVYS0003313","YGR081C","UNKNOWN; SIMILAR TO CHICKEN MYOSIN HEAVYS0003313","YGR081C","Unknown",12
"YGR103W","YGR103W              UNKNOWN                                 UNKNOWN                                 S0003335","YGR103W","UNKNOWN S0003335","YGR103W","Unknown",12
"YGR127W","YGR127W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE T10 PROTEIN PIS0003359","YGR127W","UNKNOWN; SIMILAR TO MOUSE T10 PROTEIN PIS0003359","YGR127W","Unknown",12
"YGR128C","YGR128C              UNKNOWN                                 UNKNOWN; SIMILAR TO HAEMOPHILUS GLUTAMATS0003360","YGR128C","UNKNOWN; SIMILAR TO HAEMOPHILUS GLUTAMATS0003360","YGR128C","Unknown",12
"YGR145W","YGR145W              UNKNOWN                                 UNKNOWN; SIMILAR TO MESA GENE OF PLASMODS0003377","YGR145W","UNKNOWN; SIMILAR TO MESA GENE OF PLASMODS0003377","YGR145W","Unknown",12
"YGR149W","YGR149W              UNKNOWN                                 UNKNOWN; SIMILAR TO HYPOTHETICAL PROTEINS0003381","YGR149W","UNKNOWN; SIMILAR TO HYPOTHETICAL PROTEINS0003381","YGR149W","Unknown",12
"YGR151C","YGR151C              UNKNOWN                                 UNKNOWN                                 S0003383","YGR151C","UNKNOWN S0003383","YGR151C","Unknown",12
"YGR160W","YGR160W              UNKNOWN                                 UNKNOWN                                 S0003392","YGR160W","UNKNOWN S0003392","YGR160W","Unknown",12
"YGR161C","YGR161C              UNKNOWN                                 UNKNOWN                                 S0003393","YGR161C","UNKNOWN S0003393","YGR161C","Unknown",12
"YGR173W","YGR173W              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN GTP-BINDING PRS0003405","YGR173W","UNKNOWN; SIMILAR TO HUMAN GTP-BINDING PRS0003405","YGR173W","Unknown",12
"YGR200C","YGR200C              UNKNOWN                                 UNKNOWN                                 S0003432","YGR200C","UNKNOWN S0003432","YGR200C","Unknown",12
"YGR228W","YGR228W              UNKNOWN                                 UNKNOWN                                 S0003460","YGR228W","UNKNOWN S0003460","YGR228W","Unknown",12
"YGR237C","YGR237C              UNKNOWN                                 UNKNOWN                                 S0003469","YGR237C","UNKNOWN S0003469","YGR237C","Unknown",12
"YGR245C","YGR245C              UNKNOWN                                 UNKNOWN                                 S0003477","YGR245C","UNKNOWN S0003477","YGR245C","Unknown",12
"YGR250C","YGR250C              UNKNOWN                                 UNKNOWN                                 S0003482","YGR250C","UNKNOWN S0003482","YGR250C","Unknown",12
"YGR251W","YGR251W              UNKNOWN                                 UNKNOWN                                 S0003483","YGR251W","UNKNOWN S0003483","YGR251W","Unknown",12
"YGR265W","YGR265W              UNKNOWN                                 UNKNOWN                                 S0003497","YGR265W","UNKNOWN S0003497","YGR265W","Unknown",12
"YGR272C","YGR272C              UNKNOWN                                 UNKNOWN                                 S0003504","YGR272C","UNKNOWN S0003504","YGR272C","Unknown",12
"YGR280C","YGR280C              UNKNOWN                                 UNKNOWN                                 S0003512","YGR280C","UNKNOWN S0003512","YGR280C","Unknown",12
"YGR283C","YGR283C              UNKNOWN                                 UNKNOWN                                 S0003515","YGR283C","UNKNOWN S0003515","YGR283C","Unknown",12
"YHL013C","YHL013C              UNKNOWN                                 UNKNOWN                                 S0001005","YHL013C","UNKNOWN S0001005","YHL013C","Unknown",12
"YHL021C","YHL021C              UNKNOWN                                 UNKNOWN                                 S0001013","YHL021C","UNKNOWN S0001013","YHL021C","Unknown",12
"YHL039W","YHL039W              UNKNOWN                                 UNKNOWN                                 S0001031","YHL039W","UNKNOWN S0001031","YHL039W","Unknown",12
"YHR052W","YHR052W              UNKNOWN                                 UNKNOWN                                 S0001094","YHR052W","UNKNOWN S0001094","YHR052W","Unknown",12
"YHR087W","YHR087W              UNKNOWN                                 UNKNOWN                                 S0001129","YHR087W","UNKNOWN S0001129","YHR087W","Unknown",12
"YHR088W","YHR088W              UNKNOWN                                 UNKNOWN                                 S0001130","YHR088W","UNKNOWN S0001130","YHR088W","Unknown",12
"YHR097C","YHR097C              UNKNOWN                                 UNKNOWN                                 S0001139","YHR097C","UNKNOWN S0001139","YHR097C","Unknown",12
"YHR112C","YHR112C              UNKNOWN                                 UNKNOWN; SIMILAR TO CYSTATHIONINE GAMMA-S0001154","YHR112C","UNKNOWN; SIMILAR TO CYSTATHIONINE GAMMA-S0001154","YHR112C","Unknown",12
"YHR133C","YHR133C              UNKNOWN                                 UNKNOWN                                 S0001175","YHR133C","UNKNOWN S0001175","YHR133C","Unknown",12
"YHR138C","YHR138C              UNKNOWN                                 UNKNOWN                                 S0001180","YHR138C","UNKNOWN S0001180","YHR138C","Unknown",12
"YHR196W","YHR196W              UNKNOWN                                 UNKNOWN                                 S0001239","YHR196W","UNKNOWN S0001239","YHR196W","Unknown",12
"YHR197W","YHR197W              UNKNOWN                                 UNKNOWN                                 S0001240","YHR197W","UNKNOWN S0001240","YHR197W","Unknown",12
"YIL019W","YIL019W              UNKNOWN                                 UNKNOWN                                 S0001281","YIL019W","UNKNOWN S0001281","YIL019W","Unknown",12
"YIL079C","YIL079C              UNKNOWN                                 UNKNOWN; SIMILAR TO GAG POLYPROTEIN     S0001341","YIL079C","UNKNOWN; SIMILAR TO GAG POLYPROTEIN S0001341","YIL079C","Unknown",12
"YIL096C","YIL096C              UNKNOWN                                 UNKNOWN                                 S0001358","YIL096C","UNKNOWN S0001358","YIL096C","Unknown",12
"YIL097W","YIL097W              UNKNOWN                                 UNKNOWN                                 S0001359","YIL097W","UNKNOWN S0001359","YIL097W","Unknown",12
"YIL104C","YIL104C              UNKNOWN                                 UNKNOWN                                 S0001366","YIL104C","UNKNOWN S0001366","YIL104C","Unknown",12
"YIL110W","YIL110W              UNKNOWN                                 UNKNOWN                                 S0001372","YIL110W","UNKNOWN S0001372","YIL110W","Unknown",12
"YIL124W","YIL124W              UNKNOWN                                 UNKNOWN; SIMILAR TO INSECT-TYPE ALCOHOL/S0001386","YIL124W","UNKNOWN; SIMILAR TO INSECT-TYPE ALCOHOL/S0001386","YIL124W","Unknown",12
"YIL127C","YIL127C              UNKNOWN                                 UNKNOWN                                 S0001389","YIL127C","UNKNOWN S0001389","YIL127C","Unknown",12
"YJL015C","YJL015C              UNKNOWN                                 UNKNOWN                                 S0003552","YJL015C","UNKNOWN S0003552","YJL015C","Unknown",12
"YJL017W","YJL017W              UNKNOWN                                 UNKNOWN                                 S0003554","YJL017W","UNKNOWN S0003554","YJL017W","Unknown",12
"YJL021C","YJL021C              UNKNOWN                                 UNKNOWN                                 S0003558","YJL021C","UNKNOWN S0003558","YJL021C","Unknown",12
"YJL048C","YJL048C              UNKNOWN                                 UNKNOWN                                 S0003584","YJL048C","UNKNOWN S0003584","YJL048C","Unknown",12
"YJL066C","YJL066C              UNKNOWN                                 UNKNOWN                                 S0003602","YJL066C","UNKNOWN S0003602","YJL066C","Unknown",12
"YJL068C","YJL068C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN ESTERASE D    S0003604","YJL068C","UNKNOWN; SIMILAR TO HUMAN ESTERASE D S0003604","YJL068C","Unknown",12
"YJL069C","YJL069C              UNKNOWN                                 UNKNOWN                                 S0003605","YJL069C","UNKNOWN S0003605","YJL069C","Unknown",12
"YJL109C","YJL109C              UNKNOWN                                 UNKNOWN                                 S0003645","YJL109C","UNKNOWN S0003645","YJL109C","Unknown",12
"YJL122W","YJL122W              UNKNOWN                                 UNKNOWN                                 S0003658","YJL122W","UNKNOWN S0003658","YJL122W","Unknown",12
"YJL132W","YJL132W              UNKNOWN                                 UNKNOWN; SIMILAR TO PHOSPHOLIPASE D     S0003668","YJL132W","UNKNOWN; SIMILAR TO PHOSPHOLIPASE D S0003668","YJL132W","Unknown",12
"YJL142C","YJL142C              UNKNOWN                                 UNKNOWN                                 S0003678","YJL142C","UNKNOWN S0003678","YJL142C","Unknown",12
"YJL144W","YJL144W              UNKNOWN                                 UNKNOWN                                 S0003680","YJL144W","UNKNOWN S0003680","YJL144W","Unknown",12
"YJL161W","YJL161W              UNKNOWN                                 UNKNOWN                                 S0003697","YJL161W","UNKNOWN S0003697","YJL161W","Unknown",12
"YJL188C","YJL188C              UNKNOWN                                 UNKNOWN                                 S0003724","YJL188C","UNKNOWN S0003724","YJL188C","Unknown",12
"YJR003C","YJR003C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN COLLAGEN ALPHAS0003763","YJR003C","UNKNOWN; SIMILAR TO HUMAN COLLAGEN ALPHAS0003763","YJR003C","Unknown",12
"YJR008W","YJR008W              UNKNOWN                                 UNKNOWN                                 S0003768","YJR008W","UNKNOWN S0003768","YJR008W","Unknown",12
"YJR014W","YJR014W              UNKNOWN                                 UNKNOWN                                 S0003775","YJR014W","UNKNOWN S0003775","YJR014W","Unknown",12
"YJR041C","YJR041C              UNKNOWN                                 UNKNOWN; SIMILAR TO PODOSPORA ANSERINA NS0003802","YJR041C","UNKNOWN; SIMILAR TO PODOSPORA ANSERINA NS0003802","YJR041C","Unknown",12
"YJR070C","YJR070C              UNKNOWN                                 UNKNOWN                                 S0003831","YJR070C","UNKNOWN S0003831","YJR070C","Unknown",12
"YJR071W","YJR071W              UNKNOWN                                 UNKNOWN                                 S0003832","YJR071W","UNKNOWN S0003832","YJR071W","Unknown",12
"YJR096W","YJR096W              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDOLASE REDUCTASE  S0003857","YJR096W","UNKNOWN; SIMILAR TO ALDOLASE REDUCTASE S0003857","YJR096W","Unknown",12
"YJR124C","YJR124C              UNKNOWN                                 UNKNOWN; SIMILAR TO MULTIDRUG RESISTANCES0003885","YJR124C","UNKNOWN; SIMILAR TO MULTIDRUG RESISTANCES0003885","YJR124C","Unknown",12
"YKL026C","YKL026C              UNKNOWN                                 UNKNOWN; SIMILAR TO HYR1P, YBR244P, AND S0001509","YKL026C","UNKNOWN; SIMILAR TO HYR1P, YBR244P, AND S0001509","YKL026C","Unknown",12
"YKL056C","YKL056C              UNKNOWN                                 UNKNOWN                                 S0001539","YKL056C","UNKNOWN S0001539","YKL056C","Unknown",12
"YKL082C","YKL082C              UNKNOWN                                 UNKNOWN                                 S0001565","YKL082C","UNKNOWN S0001565","YKL082C","Unknown",12
"YKL091C","YKL091C              UNKNOWN                                 UNKNOWN; SIMILAR TO SEC14P              S0001574","YKL091C","UNKNOWN; SIMILAR TO SEC14P S0001574","YKL091C","Unknown",12
"YKL099C","YKL099C              UNKNOWN                                 UNKNOWN; SIMILAR TO HUMAN KINESIN HEAVY S0001582","YKL099C","UNKNOWN; SIMILAR TO HUMAN KINESIN HEAVY S0001582","YKL099C","Unknown",12
"YKL100C","YKL100C              UNKNOWN                                 UNKNOWN                                 S0001583","YKL100C","UNKNOWN S0001583","YKL100C","Unknown",12
"YKL121W","YKL121W              UNKNOWN                                 UNKNOWN                                 S0001604","YKL121W","UNKNOWN S0001604","YKL121W","Unknown",12
"YKL133C","YKL133C              UNKNOWN                                 UNKNOWN                                 S0001616","YKL133C","UNKNOWN S0001616","YKL133C","Unknown",12
"YKL151C","YKL151C              UNKNOWN                                 UNKNOWN                                 S0001634","YKL151C","UNKNOWN S0001634","YKL151C","Unknown",12
"YKR011C","YKR011C              UNKNOWN                                 UNKNOWN                                 S0001719","YKR011C","UNKNOWN S0001719","YKR011C","Unknown",12
"YKR025W","YKR025W              UNKNOWN                                 UNKNOWN                                 S0001733","YKR025W","UNKNOWN S0001733","YKR025W","Unknown",12
"YKR043C","YKR043C              UNKNOWN                                 UNKNOWN                                 S0001751","YKR043C","UNKNOWN S0001751","YKR043C","Unknown",12
"YKR049C","YKR049C              UNKNOWN                                 UNKNOWN                                 S0001757","YKR049C","UNKNOWN S0001757","YKR049C","Unknown",12
"YKR060W","YKR060W              UNKNOWN                                 UNKNOWN                                 S0001768","YKR060W","UNKNOWN S0001768","YKR060W","Unknown",12
"YKR067W","YKR067W              UNKNOWN                                 UNKNOWN; SIMILAR TO SCT1P               S0001775","YKR067W","UNKNOWN; SIMILAR TO SCT1P S0001775","YKR067W","Unknown",12
"YKR079C","YKR079C              UNKNOWN                                 UNKNOWN                                 S0001787","YKR079C","UNKNOWN S0001787","YKR079C","Unknown",12
"YKR081C","YKR081C              UNKNOWN                                 UNKNOWN                                 S0001789","YKR081C","UNKNOWN S0001789","YKR081C","Unknown",12
"YLL020C","YLL020C              UNKNOWN                                 UNKNOWN                                 S0003943","YLL020C","UNKNOWN S0003943","YLL020C","Unknown",12
"YLL034C","YLL034C              UNKNOWN                                 UNKNOWN; SIMILAR TO MAMMALIAN VALOSIN-COS0003957","YLL034C","UNKNOWN; SIMILAR TO MAMMALIAN VALOSIN-COS0003957","YLL034C","Unknown",12
"YLL035W","YLL035W              UNKNOWN                                 UNKNOWN                                 S0003958","YLL035W","UNKNOWN S0003958","YLL035W","Unknown",12
"YLL044W","YLL044W              UNKNOWN                                 UNKNOWN                                 S0003967","YLL044W","UNKNOWN S0003967","YLL044W","Unknown",12
"YLR001C","YLR001C              UNKNOWN                                 UNKNOWN                                 S0003991","YLR001C","UNKNOWN S0003991","YLR001C","Unknown",12
"YLR002C","YLR002C              UNKNOWN                                 UNKNOWN                                 S0003992","YLR002C","UNKNOWN S0003992","YLR002C","Unknown",12
"YLR003C","YLR003C              UNKNOWN                                 UNKNOWN                                 S0003993","YLR003C","UNKNOWN S0003993","YLR003C","Unknown",12
"YLR051C","YLR051C              UNKNOWN                                 UNKNOWN                                 S0004041","YLR051C","UNKNOWN S0004041","YLR051C","Unknown",12
"YLR062C","YLR062C              UNKNOWN                                 UNKNOWN                                 S0004052","YLR062C","UNKNOWN S0004052","YLR062C","Unknown",12
"YLR063W","YLR063W              UNKNOWN                                 UNKNOWN                                 S0004053","YLR063W","UNKNOWN S0004053","YLR063W","Unknown",12
"YLR065C","YLR065C              UNKNOWN                                 UNKNOWN                                 S0004055","YLR065C","UNKNOWN S0004055","YLR065C","Unknown",12
"YLR073C","YLR073C              UNKNOWN                                 UNKNOWN                                 S0004063","YLR073C","UNKNOWN S0004063","YLR073C","Unknown",12
"YLR074C","YLR074C              UNKNOWN                                 UNKNOWN                                 S0004064","YLR074C","UNKNOWN S0004064","YLR074C","Unknown",12
"YLR076C","YLR076C              UNKNOWN                                 UNKNOWN                                 S0004066","YLR076C","UNKNOWN S0004066","YLR076C","Unknown",12
"YLR080W","YLR080W              UNKNOWN                                 UNKNOWN                                 S0004070","YLR080W","UNKNOWN S0004070","YLR080W","Unknown",12
"YLR149C","YLR149C              UNKNOWN                                 UNKNOWN                                 S0004139","YLR149C","UNKNOWN S0004139","YLR149C","Unknown",12
"YLR152C","YLR152C              UNKNOWN                                 UNKNOWN; SIMILAR TO ECM3P               S0004142","YLR152C","UNKNOWN; SIMILAR TO ECM3P S0004142","YLR152C","Unknown",12
"YLR183C","YLR183C              UNKNOWN                                 UNKNOWN                                 S0004173","YLR183C","UNKNOWN S0004173","YLR183C","Unknown",12
"YLR186W","YLR186W              UNKNOWN                                 UNKNOWN                                 S0004176","YLR186W","UNKNOWN S0004176","YLR186W","Unknown",12
"YLR198C","YLR198C              UNKNOWN                                 UNKNOWN                                 S0004188","YLR198C","UNKNOWN S0004188","YLR198C","Unknown",12
"YLR221C","YLR221C              UNKNOWN                                 UNKNOWN                                 S0004211","YLR221C","UNKNOWN S0004211","YLR221C","Unknown",12
"YLR222C","YLR222C              UNKNOWN                                 UNKNOWN                                 S0004212","YLR222C","UNKNOWN S0004212","YLR222C","Unknown",12
"YLR243W","YLR243W              UNKNOWN                                 UNKNOWN                                 S0004233","YLR243W","UNKNOWN S0004233","YLR243W","Unknown",12
"YLR251W","YLR251W              UNKNOWN                                 UNKNOWN; SIMILAR TO MOUSE MPV17 PROTEIN S0004241","YLR251W","UNKNOWN; SIMILAR TO MOUSE MPV17 PROTEIN S0004241","YLR251W","Unknown",12
"YLR252W","YLR252W              UNKNOWN                                 UNKNOWN                                 S0004242","YLR252W","UNKNOWN S0004242","YLR252W","Unknown",12
"YLR270W","YLR270W              UNKNOWN                                 UNKNOWN                                 S0004260","YLR270W","UNKNOWN S0004260","YLR270W","Unknown",12
"YLR290C","YLR290C              UNKNOWN                                 UNKNOWN                                 S0004281","YLR290C","UNKNOWN S0004281","YLR290C","Unknown",12
"YLR312C","YLR312C              UNKNOWN                                 UNKNOWN                                 S0004303","YLR312C","UNKNOWN S0004303","YLR312C","Unknown",12
"YLR327C","YLR327C              UNKNOWN                                 UNKNOWN; SIMILAR TO STF2P               S0004319","YLR327C","UNKNOWN; SIMILAR TO STF2P S0004319","YLR327C","Unknown",12
"YLR339C","YLR339C              UNKNOWN                                 UNKNOWN                                 S0004331","YLR339C","UNKNOWN S0004331","YLR339C","Unknown",12
"YLR345W","YLR345W              UNKNOWN                                 UNKNOWN                                 S0004337","YLR345W","UNKNOWN S0004337","YLR345W","Unknown",12
"YLR356W","YLR356W              UNKNOWN                                 UNKNOWN; SIMILAR TO SCM4P, POSSIBLE CDC4S0004348","YLR356W","UNKNOWN; SIMILAR TO SCM4P, POSSIBLE CDC4S0004348","YLR356W","Unknown",12
"YLR400W","YLR400W              UNKNOWN                                 UNKNOWN                                 S0004392","YLR400W","UNKNOWN S0004392","YLR400W","Unknown",12
"YLR401C","YLR401C              UNKNOWN                                 UNKNOWN; SIMILAR TO R. CAPSULATUS PROTEIS0004393","YLR401C","UNKNOWN; SIMILAR TO R. CAPSULATUS PROTEIS0004393","YLR401C","Unknown",12
"YLR405W","YLR405W              UNKNOWN                                 UNKNOWN                                 S0004397","YLR405W","UNKNOWN S0004397","YLR405W","Unknown",12
"YLR409C","YLR409C              UNKNOWN                                 UNKNOWN                                 S0004401","YLR409C","UNKNOWN S0004401","YLR409C","Unknown",12
"YLR412W","YLR412W              UNKNOWN                                 UNKNOWN                                 S0004404","YLR412W","UNKNOWN S0004404","YLR412W","Unknown",12
"YLR413W","YLR413W              UNKNOWN                                 UNKNOWN                                 S0004405","YLR413W","UNKNOWN S0004405","YLR413W","Unknown",12
"YLR432W","YLR432W              UNKNOWN                                 UNKNOWN; SIMILAR TO PUR5P AND INOSINE-5'S0004424","YLR432W","UNKNOWN; SIMILAR TO PUR5P AND INOSINE-5'S0004424","YLR432W","Unknown",12
"YLR435W","YLR435W              UNKNOWN                                 UNKNOWN                                 S0004427","YLR435W","UNKNOWN S0004427","YLR435W","Unknown",12
"YML018C","YML018C              UNKNOWN                                 UNKNOWN                                 S0004480","YML018C","UNKNOWN S0004480","YML018C","Unknown",12
"YML056C","YML056C              UNKNOWN                                 UNKNOWN; SIMILAR TO INOSINE-5'-MONOPHOSPS0004520","YML056C","UNKNOWN; SIMILAR TO INOSINE-5'-MONOPHOSPS0004520","YML056C","Unknown",12
"YML080W","YML080W              UNKNOWN                                 UNKNOWN; SIMILAR TO AZOSPIRILLUM BRASILES0004545","YML080W","UNKNOWN; SIMILAR TO AZOSPIRILLUM BRASILES0004545","YML080W","Unknown",12
"YML082W","YML082W              UNKNOWN                                 UNKNOWN; SIMILAR TO O-SUCCINYLHOMOSERINES0004547","YML082W","UNKNOWN; SIMILAR TO O-SUCCINYLHOMOSERINES0004547","YML082W","Unknown",12
"YML093W","YML093W              UNKNOWN                                 UNKNOWN                                 S0004558","YML093W","UNKNOWN S0004558","YML093W","Unknown",12
"YML128C","YML128C              UNKNOWN                                 UNKNOWN                                 S0004597","YML128C","UNKNOWN S0004597","YML128C","Unknown",12
"YML131W","YML131W              UNKNOWN                                 UNKNOWN                                 S0004600","YML131W","UNKNOWN S0004600","YML131W","Unknown",12
"YMR014W","YMR014W              UNKNOWN                                 UNKNOWN                                 S0004616","YMR014W","UNKNOWN S0004616","YMR014W","Unknown",12
"YMR041C","YMR041C              UNKNOWN                                 UNKNOWN                                 S0004644","YMR041C","UNKNOWN S0004644","YMR041C","Unknown",12
"YMR049C","YMR049C              UNKNOWN                                 UNKNOWN                                 S0004652","YMR049C","UNKNOWN S0004652","YMR049C","Unknown",12
"YMR090W","YMR090W              UNKNOWN                                 UNKNOWN; SIMILAR TO MALATE DEHYDROGENASES0004696","YMR090W","UNKNOWN; SIMILAR TO MALATE DEHYDROGENASES0004696","YMR090W","Unknown",12
"YMR093W","YMR093W              UNKNOWN                                 UNKNOWN                                 S0004699","YMR093W","UNKNOWN S0004699","YMR093W","Unknown",12
"YMR110C","YMR110C              UNKNOWN                                 UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0004716","YMR110C","UNKNOWN; SIMILAR TO ALDEHYDE DEHYDROGENAS0004716","YMR110C","Unknown",12
"YMR131C","YMR131C              UNKNOWN                                 UNKNOWN                                 S0004738","YMR131C","UNKNOWN S0004738","YMR131C","Unknown",12
"YMR181C","YMR181C              UNKNOWN                                 UNKNOWN                                 S0004793","YMR181C","UNKNOWN S0004793","YMR181C","Unknown",12
"YMR196W","YMR196W              UNKNOWN                                 UNKNOWN                                 S0004809","YMR196W","UNKNOWN S0004809","YMR196W","Unknown",12
"YMR212C","YMR212C              UNKNOWN                                 UNKNOWN; SIMILAR TO MYOSIN HEAVY CHAINS S0004825","YMR212C","UNKNOWN; SIMILAR TO MYOSIN HEAVY CHAINS S0004825","YMR212C","Unknown",12
"YMR215W","YMR215W              UNKNOWN                                 UNKNOWN; SIMILAR TO GAS1P               S0004828","YMR215W","UNKNOWN; SIMILAR TO GAS1P S0004828","YMR215W","Unknown",12
"YMR250W","YMR250W              UNKNOWN                                 UNKNOWN; SIMILAR TO GLUTAMATE DECARBOXYLS0004862","YMR250W","UNKNOWN; SIMILAR TO GLUTAMATE DECARBOXYLS0004862","YMR250W","Unknown",12
"YMR251W","YMR251W              UNKNOWN                                 UNKNOWN                                 S0004863","YMR251W","UNKNOWN S0004863","YMR251W","Unknown",12
"YMR269W","YMR269W              UNKNOWN                                 UNKNOWN                                 S0004882","YMR269W","UNKNOWN S0004882","YMR269W","Unknown",12
"YMR291W","YMR291W              UNKNOWN                                 UNKNOWN                                 S0004905","YMR291W","UNKNOWN S0004905","YMR291W","Unknown",12
"YMR310C","YMR310C              UNKNOWN                                 UNKNOWN                                 S0004927","YMR310C","UNKNOWN S0004927","YMR310C","Unknown",12
"YMR315W","YMR315W              UNKNOWN                                 UNKNOWN                                 S0004932","YMR315W","UNKNOWN S0004932","YMR315W","Unknown",12
"YMR321C","YMR321C              UNKNOWN                                 UNKNOWN                                 S0004940","YMR321C","UNKNOWN S0004940","YMR321C","Unknown",12
"YNL010W","YNL010W              UNKNOWN                                 UNKNOWN                                 S0004955","YNL010W","UNKNOWN S0004955","YNL010W","Unknown",12
"YNL022C","YNL022C              UNKNOWN                                 UNKNOWN                                 S0004967","YNL022C","UNKNOWN S0004967","YNL022C","Unknown",12
"YNL110C","YNL110C              UNKNOWN                                 UNKNOWN                                 S0005054","YNL110C","UNKNOWN S0005054","YNL110C","Unknown",12
"YNL114C","YNL114C              UNKNOWN                                 UNKNOWN                                 S0005058","YNL114C","UNKNOWN S0005058","YNL114C","Unknown",12
"YNL115C","YNL115C              UNKNOWN                                 UNKNOWN                                 S0005059","YNL115C","UNKNOWN S0005059","YNL115C","Unknown",12
"YNL119W","YNL119W              UNKNOWN                                 UNKNOWN                                 S0005063","YNL119W","UNKNOWN S0005063","YNL119W","Unknown",12
"YNL120C","YNL120C              UNKNOWN                                 UNKNOWN                                 S0005064","YNL120C","UNKNOWN S0005064","YNL120C","Unknown",12
"YNL124W","YNL124W              UNKNOWN                                 UNKNOWN                                 S0005068","YNL124W","UNKNOWN S0005068","YNL124W","Unknown",12
"YNL132W","YNL132W              UNKNOWN                                 UNKNOWN; SIMILAR TO ACHLYA AMBISEXUALIS S0005076","YNL132W","UNKNOWN; SIMILAR TO ACHLYA AMBISEXUALIS S0005076","YNL132W","Unknown",12
"YNL174W","YNL174W              UNKNOWN                                 UNKNOWN                                 S0005118","YNL174W","UNKNOWN S0005118","YNL174W","Unknown",12
"YNL175C","YNL175C              UNKNOWN                                 UNKNOWN; SIMILAR TO NSR1P, HAS TWO RNA RS0005119","YNL175C","UNKNOWN; SIMILAR TO NSR1P, HAS TWO RNA RS0005119","YNL175C","Unknown",12
