"","GSM578408","GSM578409","GSM578410","GSM578411","GSM578412","GSM578413","GSM578414","GSM578415","GSM578416","GSM578417","GSM578418","GSM578419","GSM578420","GSM578421","GSM578422","GSM578423","GSM578424","GSM578425","GSM578426","GSM578427","GSM578428","GSM578429","GSM578430","GSM578431","GSM578432","GSM578433","GSM578434","GSM578435","GSM578436","GSM578437","GSM578438","GSM578439","GSM578440","GSM578441","GSM578442","GSM578443","GSM578444","GSM578445","GSM578446","GSM578447","GSM578448","GSM578449","GSM578450","GSM578451","GSM578452","GSM578453","GSM578454","GSM578455","GSM578456","GSM578457","GSM578458","GSM578459","GSM578460","GSM578461","GSM578462","GSM578463","GSM578464","GSM578465","GSM578466","GSM578467","GSM578468","GSM578469","GSM578470","GSM578471","GSM578472","GSM578473"
"A_06_P1009",0.419629964,0.254026538,0.449479466,0.212764461,0.523843294,0.414709789,0.449739881,0.323817899,0.115766426,0.793995671,0.297522024,0.007067012,0.75440144,0.160829278,0.439960193,0.256091521,0.169102053,-0.119533421,0.256457649,0.131768871,0.303379744,0.1902137,0.045995718,-0.395944867,-0.162667536,0.305245569,-0.054235054,-0.244115408,0.270311982,-0.105889129,-0.120055791,-0.326173158,-0.654271102,0.753388152,1.187099892,0.062454022,0.915014732,1.016552173,1.885806812,-0.107426466,-0.191176821,0.732002143,0.640430833,0.394578043,1.107729934,0.895951091,-0.197080485,0.318387804,-0.022868165,-0.025370629,-0.191594469,-0.256485273,0.297710328,0.492753062,-0.03646943,0.456645752,1.346284368,0.763679907,1.024854006,1.254560577,-0.014301433,0.006617978,-0.320351249,-0.333564647,-0.85497521,-0.533869344
"A_06_P1010",0.636928,0.092185959,0.597657743,0.24516188,0.438790241,0.500380159,0.585586276,0.913103846,0.521314567,0.738184394,0.618781352,0.767439337,0.656530882,0.781984544,0.787387267,0.654643775,0.593571851,0.476440055,0.700769195,0.330374,0.582283305,0.441485676,0.385284217,0.836704701,0.708003254,0.533993651,0.34531593,0.577609025,0.548992226,0.29171757,0.834262787,0.561536705,-0.289902568,0.415311733,0.98631488,0.712177213,0.848472561,1.789592525,1.847597498,0.307979797,0.21321061,1.214756542,0.784716154,0.192423979,1.024718963,1.008971481,-0.199953079,0.218113416,0.234725729,0.128441804,0.150385739,0.212834513,0.999461559,0.91561242,0.49733117,0.751516689,1.23776681,1.04336979,1.226291584,1.271855842,0.702621562,0.419852847,-0.184446946,-0.074433706,-0.481189677,-0.170733067
"A_06_P1011",0.114110907,0.01621328,0.145959636,-0.465445357,0.036484136,0.032534335,0.220549102,-0.039189004,-0.12330302,-0.00214676,-0.078291437,0.038698572,-0.056781726,0.014843706,0.046912817,-0.090144124,0.133162925,0.011229658,0.065541319,0.011369636,0.106972219,0.079049463,0.096349967,0.138291296,0.160119693,-0.042537584,0.106092607,0.093013384,0.313343724,0.093275609,0.066889047,-0.080322551,-0.009948125,0.039799695,-0.050207692,-0.041535595,-0.052474633,0.000438068,-0.075595929,-0.067833382,0.007293741,-0.014504589,-0.039616493,-0.096250297,-0.033527032,0.015443911,-0.015443002,4.33e-05,-0.061752062,-0.084049693,-0.006960327,-0.028187156,-0.031627267,-0.003629246,0.048712637,-0.081582825,-0.056791554,-0.174927092,-0.03285351,-0.149077859,-0.087075877,-0.063150691,-0.008704836,0.017970541,0.021496375,0.049794082
"A_06_P1012",0.066435079,-0.146397694,-0.069661734,-0.108978385,0.452443739,0.16697077,0.258002987,0.203085294,-0.140931297,0.644312758,0.268124626,-0.083699199,0.379196708,0.052103149,0.272731762,0.102806285,-0.229590325,0.918744253,0.661906798,0.372317866,0.178031061,0.11432483,0.161016239,0.103169531,0.042081028,0.106802168,-0.496430779,-0.319150864,-0.292207268,-0.302324473,-0.223824336,-0.270359849,0.324217775,-0.61419315,-0.303884625,-1.8709367,-0.659258909,-0.712825206,-0.358692979,0.652864763,0.819842962,-0.140608261,0.036689008,2.103009211,0.958214162,0.037607368,1.125137431,2.20261932,-0.145577496,-0.012507146,-0.144733156,-0.248547494,-0.422670102,-0.606539727,-0.50819602,-0.426703517,-0.88130975,-0.793286272,-0.920338055,-0.772053439,-0.476365417,-0.726596581,-0.07670363,-0.121984682,0.027043978,-0.542367489
"A_06_P1013",0.328357644,-0.095693224,0.408487351,0.186633151,0.488803155,0.576502421,0.520545879,0.271605583,-0.105249458,0.863423874,0.317528251,0.144242699,0.709648341,0.489660737,0.32947198,0.395126379,0.166655561,0.143998367,0.371371777,0.271820306,0.485462936,0.365367776,0.285247576,-0.119587619,-0.181880069,0.579547156,0.215395505,0.080077318,0.378233409,0.069827152,0.298190105,-0.012138491,-0.180712272,-0.330554748,0.215259224,-0.734225131,0.066242378,-0.339769655,0.10502295,0.042221448,0.024104842,0.235917162,0.12287333,0.325377981,0.449799791,0.488577541,-0.069510479,0.34944629,-0.274278813,-0.492681839,-0.446491906,-0.494882754,-0.265371329,-0.375750077,-0.396352271,-0.381162806,0.057367365,-0.012585916,-0.22898695,-0.178374344,-0.24774213,-0.260774611,-0.37643671,-0.32759025,-0.108530789,0.274046404
"A_06_P1014",0.286689352,-0.161531562,0.310403138,-0.007817081,0.639454587,0.439280681,0.501056651,0.131560195,-0.232971352,1.092915472,0.814025122,0.008879038,0.669097098,0.42629225,0.277339042,0.581739336,0.093735483,0.044191651,0.135018668,0.127210055,0.544612161,0.331251374,0.15391522,-0.042039272,-0.002851449,0.515285472,0.191694763,-0.034752445,0.347477733,0.123334371,0.13789855,-0.116973319,-0.044085301,0.003921874,-0.305890938,-1.207813367,-0.579288006,-0.044090331,0.077390837,-0.357640298,0.000989485,-0.21577421,-0.479179195,0.765785272,1.015131746,0.586029388,0.223217891,0.59797588,-0.326139079,-0.394663911,-0.349263154,-0.420067314,-0.259196247,-0.39316973,-0.576160698,-0.330060881,0.135602014,0.02630607,-0.223733025,0.036697283,-0.469516383,-0.545421827,-0.37743319,-0.145069216,-0.053310552,0.3148534
"A_06_P1015",0.476758451,-0.238546525,0.306808431,0.228924675,0.47664159,0.516243055,0.563922934,0.240312477,-0.199596003,0.999587948,0.59411802,0.074836198,0.637834377,0.353005541,0.28622799,0.391450481,0.062144941,0.15283191,0.429592815,0.350616645,0.602516388,0.296886812,0.3263924,0.116541884,0.109007288,0.400032977,0.328061781,0.02682175,0.3707144,0.08599129,0.248271055,0.046256057,0.008360873,0.07833304,0.217659967,-0.277773688,0.053126465,-0.210333068,0.144470962,0.076987063,0.024513753,-0.016288166,0.228461261,0.161649889,0.309085805,0.067630612,0.00911182,0.281299089,-0.323075775,-0.267129913,-0.286079401,-0.346238454,-0.374084607,-0.415910163,-0.50480946,-0.297781393,-0.339786735,-0.285137461,-0.433610959,-0.290619675,-0.587597459,-0.660687985,-0.411525023,-0.323055724,-0.143517906,0.255474267
"A_06_P1016",0.117950838,-0.022580136,-0.343076792,-0.121884611,0.354657827,-0.102505371,0.372313782,0.384083183,0.388036159,-0.170286209,0.235929906,0.111161522,0.09729693,-0.44079847,0.235599485,-0.152198823,0.290927663,-0.125444336,0.103875241,-0.09226812,0.110260644,0.173359289,-0.046946134,0.036605234,0.139962638,0.717962293,0.121574359,0.065602067,0.192911819,-0.082641203,0.295200542,-0.124026022,-0.07838494,0.099741265,0.292098944,1.251344123,-0.020988982,1.797011428,0.500263781,-0.057248738,-0.258273646,0.655422013,-0.087983882,-0.957149744,-0.1561038,0.519211583,-1.731885176,-0.439740812,0.250342583,0.363122028,0.091388568,0.277254379,0.558317452,0.456434706,0.160852807,0.469483765,0.407472118,0.17574911,0.605773265,0.682994557,1.157387154,1.239450134,-0.209487329,-0.003752089,0.016019023,0.26222315
"A_06_P1017",0.393947303,0.050696149,0.370649244,0.295355582,0.589041175,0.692901496,0.638315893,0.387023022,0.150858701,1.236792297,0.547974279,0.257001032,0.774180749,0.484860838,0.646563321,0.507571048,0.224078578,-0.004956706,0.360651341,0.510923185,0.713943486,0.118705771,-0.124186597,-0.033882696,-0.241369137,0.196142935,-0.018574748,-0.070454747,-0.179769746,-0.491009803,0.109038415,-0.08625768,-0.302886518,0.572940952,1.732945175,-1.158008969,1.409563078,0.300795279,2.526741427,0.714330061,0.486282292,0.052242632,0.896571547,2.046813439,1.783982128,1.397282869,1.406822415,2.088942797,-0.389958431,-0.334266527,-0.198038241,-0.255270536,0.253400316,0.614234074,0.375282076,0.381646474,0.188643295,-0.013415254,-0.031844336,-0.069019694,-0.435023075,-0.597526056,-0.313356512,-0.391203793,-0.289138942,0.160037586
"A_06_P1018",0.255251829,0.281880662,0.536533478,0.255540163,0.550362775,0.579692931,0.394578673,0.348042007,-0.120641011,0.790092988,0.124757182,0.158497602,0.798321993,0.226588288,0.617903337,0.293746056,0.270425939,0.237103879,0.486586824,0.269999796,0.402537071,0.313769065,0.320448366,0.041626912,0.167483705,0.575962458,0.057574888,0.065516392,0.490044169,0.070380925,0.239851061,0.052845311,-0.28600977,-0.226537885,0.101957888,-1.23616329,-0.30815022,-0.481663275,0.268634007,0.002993137,0.142554071,0.053636588,0.254720718,0.911465871,0.718950002,0.496715556,0.350130341,0.899338174,-0.125966565,-0.226307774,-0.230634192,-0.280178431,-0.219986634,-0.165566399,-0.161473051,-0.310208351,-0.132899208,-0.280250574,-0.379758548,-0.445708631,0.082631586,-0.067001038,-0.826139643,-0.61844426,-0.074841003,0.079918737
"A_06_P1019",0.052753169,0.024801066,0.091825409,0.00470712,0.039141074,0.306982199,0.185485913,-0.087799786,-0.211473901,0.538198309,0.06775736,0.083562945,0.311805338,0.152553279,0.11078534,0.234626247,-0.167505052,-0.153662173,0.036897977,0.153372218,0.281252104,-0.060975725,0.011845804,-0.232072012,-0.26206924,0.347398577,-0.209233216,-0.14517047,0.115759112,-0.011859734,-0.102763486,-0.273525424,0.100449471,0.069003285,0.133016092,-0.056814435,0.074843447,0.036755162,0.240405424,-0.202565508,0.058302976,0.083984404,-0.029991542,0.134719806,0.057071349,0.091672324,0.105451364,0.035596579,-0.188410575,-0.258852476,-0.197855243,-0.188021678,-0.144680253,-0.250321627,-0.281661917,-0.308707319,-0.449820062,-0.532923122,-0.445657125,-0.500990355,-0.210040623,-0.381375483,-0.129782195,-0.289400782,-0.042030828,0.197045437
"A_06_P1020",0.438711068,-0.108172872,0.319183118,0.033409351,0.138900913,0.388941163,0.314501274,0.271774857,-0.14335921,0.768709717,0.112743537,0.124121671,0.619770914,0.09657799,0.620830819,0.273428397,0.391828546,-0.307534628,0.257659518,0.003236394,0.558021581,-0.003428369,0.109684496,0.046370696,-0.04375704,0.184339093,-0.024978474,0.129820862,0.134099367,0.049586748,0.243230519,0.198696191,-0.003042201,0.012510093,0.416779231,-1.509140518,0.063577582,-0.102568195,0.13370783,0.413930462,0.356378194,-0.065688535,-0.290139182,1.963304734,1.521851127,-0.088267934,0.178595456,1.98528525,-0.092749025,-0.118259852,-0.14209659,-0.281190576,0.237549194,0.503086326,-0.062906795,0.321030342,0.757707336,0.318194836,0.514808182,0.624778907,-0.030410472,0.005046693,-0.269911564,-0.235831363,-0.428075465,-0.044989328
"A_06_P1021",-0.049594659,-0.464497757,-0.116898168,-0.447988333,-0.073874648,-0.034993729,-0.179872591,0.179530792,-0.163247548,0.23455748,-0.032815203,-0.12136016,0.160709459,-0.08724742,0.266214561,-0.082746696,0.022176967,-0.55380861,-0.139905203,-0.380797675,0.00413893,-0.322395346,-0.17953888,-0.163838937,-0.291634696,-0.09840072,-0.394300531,-0.266290836,-0.219062838,-0.44716614,0.046634263,-0.152954703,-0.009137065,0.042911476,-8.11e-05,-0.385051786,-0.062103201,0.114924999,0.242622853,0.141620626,0.038164426,-0.023378063,0.129731833,0.172947923,0.061790323,0.201743615,0.299341868,0.225022414,0.143769998,0.035356616,-0.136844637,-0.067631769,0.54614378,0.570690306,0.251221995,0.488710794,1.174070806,0.636106158,0.859558431,0.866052158,0.189735238,0.222080919,-0.532190415,-0.284321517,-0.482712052,0.003993847
"A_06_P1022",0.167160659,-0.362914374,0.168239657,-0.094466986,0.108600805,0.218451156,0.125567027,0.149706103,-0.255850893,0.495118682,0.074478195,0.074442719,0.386398275,0.108444418,0.273693952,0.152467113,0.299881611,-0.221601873,0.167573942,0.041892603,0.652583213,-0.188156145,0.119061631,0.070447355,-0.073985676,0.184915025,-0.082679616,0.079428694,-0.069296833,-0.072066666,0.210699748,0.001376688,0.014602756,-0.148222238,0.065950683,-0.348643693,-0.274414351,0.317625329,0.340988456,-0.196648084,-0.120397253,0.305069829,0.331441601,0.043577475,0.667808092,0.558651692,-0.09099774,0.01663265,-0.161703122,-0.166145847,-0.178633807,-0.338798763,0.436598393,0.515376178,0.30266537,0.435860231,0.719885205,0.357907567,0.447432561,0.358087988,-0.158926026,-0.357496442,-0.396369909,-0.285895376,-0.502024505,-0.150648878
"A_06_P1023",0.2155337,-0.427411892,0.178580031,0.029088127,0.347813968,0.456578005,0.289596113,0.057177201,-0.113706165,0.557291323,0.525697569,-0.089177176,0.399997712,0.330332753,0.311929674,0.354078737,-0.152150916,0.021876513,0.160434378,0.025476595,0.411445346,-0.009538035,0.05961258,-0.237900361,-0.120002126,0.215227801,-0.113074768,-0.19962143,0.05885623,-0.140330143,0.215522146,-0.073859319,0.028370631,-0.197448053,0.34561056,-0.7321453,0.033129178,0.025364674,0.310983597,-0.015391911,-0.089113712,0.13123356,0.205178682,0.252851565,0.588081258,0.510027957,0.293217167,0.33570906,-0.232182595,-0.34975151,-0.376476753,-0.209436843,0.169408625,0.168375893,-0.229271751,0.192228344,0.138828698,0.002545956,0.054608564,0.159894789,-0.425589866,-0.519775994,-0.582823933,-0.368203941,-0.445151607,-0.172485812
"A_06_P1024",0.139649632,0.107416172,0.049203681,0.111142661,0.149005149,-0.006343027,0.080986703,-0.033135248,0.208947847,-0.033582974,0.054303678,0.124711551,0.088407518,-0.011267739,0.007104567,0.025030193,0.135150903,-0.024331306,0.191192561,0.099205278,0.047070888,0.00534398,0.240481739,0.105712735,0.097311874,0.024316259,0.254346202,-0.102807974,0.102524836,0.018373758,0.113800586,0.120874046,0.070937775,0.160359754,0.121549838,0.186214388,0.058657739,0.186528049,0.075093878,-0.092200036,0.036145082,0.032106499,0.073528922,-0.020405685,-0.064064092,0.078762753,-0.04764915,-0.058294902,-0.075672951,-0.001357493,0.104948456,0.010984824,-0.01702227,0.157266327,-0.192158803,0.123615191,0.173286539,-0.266409071,0.121151262,0.124750944,0.439245504,0.357282882,-0.010277333,-0.307130347,0.106921464,-0.072374989
"A_06_P1025",0.135969664,-0.177177534,0.057706485,0.035665951,0.140493306,-0.080697271,0.149028078,0.129916948,-0.289622073,-0.156597964,-0.041866728,-0.348095072,-0.338602414,-0.069507753,-0.362104926,0.036686819,-0.026152628,-0.194363914,0.020942697,0.017207734,0.179914224,-0.274941722,0.09631112,-0.135886073,-0.088475033,-0.261334346,-0.090010922,-0.129715535,-0.234162809,-0.101826273,-0.158343496,-0.160771667,-0.057160956,-0.158598516,0.07940356,-0.079416005,-0.339317526,0.195519202,-0.190935848,-0.307184813,-0.224652857,-0.129371401,-0.18828862,-0.140601804,-0.018623737,0.087042872,-0.344158164,-0.195331933,0.117558059,0.151880472,0.082643788,0.10052833,0.074512146,0.014954128,-0.012298679,0.081777246,0.057868701,-0.012743219,0.069220681,0.094260834,0.26127745,0.282641463,0.171533708,0.150410314,-0.03438564,-0.151917454
"A_06_P1026",0.292997997,0.117826834,0.146529113,-0.008156129,0.057072832,0.083682968,0.209316085,0.306448142,0.435233781,0.187661147,0.202697084,0.081986039,0.274843036,-0.103724987,0.370081189,0.152628493,0.192074368,0.184227936,0.034372369,0.08952119,-0.04128379,0.134452211,0.094178972,0.203094285,0.224378838,0.191697674,-0.017623115,0.069401674,0.05067668,-0.181185617,0.085190623,-0.062116809,0.536752035,0.178910275,0.084117839,-0.173288762,0.215908035,-0.281872764,-0.023965737,0.108886193,1.142370331,0.699391582,0.631267164,0.599474007,0.897884729,0.602851622,1.118332993,0.727055409,0.301499483,0.139141192,0.160543504,0.164455402,-0.193556386,-0.143069167,0.031877196,-0.07321324,-0.485840955,-0.412192259,-0.413427098,-0.48928547,-0.297528121,-0.290587677,0.195820312,0.225458141,0.144141574,0.201756418
"A_06_P1027",0.286064552,0.263525752,0.120127001,0.203744712,0.008542092,0.163488658,0.070917087,0.106805357,0.161099283,0.09960773,0.096778621,0.117752021,0.130792854,-0.057229476,0.02037199,0.046727051,0.227001612,0.046653595,0.018236207,0.018091752,0.113769508,-0.029762018,0.204726772,0.117229934,0.066676375,0.071660972,0.083246436,0.072285851,0.213705239,-0.023177942,-0.059472633,0.03126181,0.125931785,-0.284659877,0.092336657,-0.062218153,0.042891959,0.074483754,0.173319956,-0.045232813,0.022168493,0.028910545,0.055766587,0.101461413,0.090252929,0.074090729,0.117041925,-0.060809917,-0.018352101,-0.108058304,-0.024315973,-0.003696151,-0.066244103,0.124169644,-0.098337183,-0.036259478,-0.03184067,0.003945857,-0.187475147,-0.078510203,-0.11525942,-0.034304335,0.031295988,0.044258856,0.034941618,-0.038898538
"A_06_P1028",1.805356593,0.014416284,1.103616619,0.383327878,0.817806497,0.305950896,0.668665816,1.856676113,1.135922218,0.338793862,0.23983568,1.470981735,0.132067437,0.31174609,1.566105884,0.860421153,1.43289529,0.133226308,0.677329209,0.481283878,0.885925841,0.027095255,0.930166776,1.104568622,1.253320989,0.202749936,0.34540942,1.168309053,-0.284273852,0.232450981,1.041148121,1.397992214,0.831561928,0.361558436,0.03364756,0.122302136,-0.503274741,0.536621725,-0.061324988,0.737908092,0.604750565,-0.035779438,-0.235110471,0.783589488,0.470006159,0.122708084,0.474080719,0.946277915,2.120107453,1.847236849,2.074432297,1.847236849,0.781696701,0.287862949,0.202693921,0.719295358,0.237991178,0.264699049,0.530904782,0.704049748,1.50181722,1.351442664,0.33264243,0.140685838,0.005144779,0.235647766
"A_06_P1029",0.054115563,0.056206492,0.136758749,0.157077266,0.123755277,0.139431676,0.20681209,0.00325871,0.027434029,0.017870176,-0.074595575,0.20473094,-0.005057063,0.193919126,0.036027099,0.083811058,0.150671397,0.092589863,0.188950926,0.165245964,0.147255232,0.033700338,0.005345048,0.166337933,0.107236708,0.087140335,0.033589136,0.117935752,-0.051491161,0.061258132,0.133014041,0.195084158,0.484957718,0.217411038,-0.124424843,0.125390041,-0.125938192,0.203639463,0.120882471,0.451118747,0.370523712,-0.00677626,0.076380313,0.302761985,-0.00067659,0.092427184,0.502367114,0.349517403,-0.039400951,0.023143099,-0.039103297,0.04591246,0.054431833,-0.125951319,0.158290564,-0.15517928,-0.528257812,-0.218087885,-0.367450574,-0.370926256,-0.275013076,-0.2135903,0.15573738,0.075257236,0.376561009,0.327112547
"A_06_P1030",0.15679569,-0.112399718,-0.225788788,0.112534483,-0.101331444,-0.075222483,-0.142933923,-0.017057621,0.075067231,-0.190233023,-0.183360759,0.30945326,-0.248049507,-0.102740357,0.174816167,-0.155508411,0.012176092,-0.216120657,-0.210453314,0.071021491,-0.106749877,-0.039177091,-0.245864253,0.078205932,0.015775553,-0.088695847,-0.155574268,0.246104988,-0.258322406,-0.162599975,0.21910594,0.360327395,0.317055763,-0.110484822,-0.310711933,-0.278238388,-0.485445353,-0.277408016,-0.484163245,0.182330488,0.26291382,-0.6641437,-0.635064458,0.396365721,-0.578086279,-0.483900449,0.330317033,0.392564307,0.227957391,0.270595298,0.250901462,0.291448077,0.170931709,0.171083173,0.061411869,0.295303552,0.034084113,-0.021262526,0.015531068,0.017180352,0.63893028,0.717786965,-0.565107265,-0.444821895,0.058029394,0.105172744
"A_06_P1031",-0.175447182,-0.107076471,-0.048161708,-0.070065975,-0.181762486,0.005905861,-0.043379159,0.04011182,-0.035183875,-0.111170025,-0.052193357,-0.066814598,-0.097377074,-0.011441786,-0.139099733,0.100011385,-0.178681268,0.011604901,-0.00041688,0.010569355,-0.10496606,-0.104958462,0.000258916,-0.114214183,-0.160652164,0.036359915,-0.142956694,-0.080166544,-0.169603967,-0.051715705,-0.086566953,-0.145157059,0.237428058,0.093106158,-0.150487309,-0.002964198,-0.225429936,-0.032628944,-0.38615743,0.049230402,0.234859197,-0.142965321,-0.234742326,0.272304579,-0.323967687,-0.226071914,0.132804128,0.219139927,0.086739911,-0.024283266,-0.038570168,0.021725292,0.072326318,-0.044576303,-0.223197646,-0.006957526,0.101565598,0.06374105,0.164204737,0.203965974,0.062698101,0.086684115,-0.028109467,0.099572501,-0.317861982,-0.163771006
"A_06_P1032",0.062287943,0.261676862,0.038229448,0.029908091,-0.088462078,0.021778507,-0.226451105,0.227926167,0.051441702,0.117436394,-0.095407833,0.190445074,-0.031521809,-0.03420792,-0.041607098,0.10809719,0.093254189,0.17148293,-0.019439523,0.134884651,-0.043555386,0.149094185,0.191983549,0.234874414,0.196658005,0.027359036,0.109607684,0.164957588,-0.008651262,0.135633352,0.15273894,0.019424081,0.222565664,0.087905888,-0.102303266,0.101565672,-0.245999022,0.300004042,-0.004687811,0.162979245,0.299293493,0.263736409,-0.144889331,0.365254476,0.118740057,0.084461884,0.055833395,0.255197567,0.130263493,0.16548283,0.091024601,0.04574227,0.038608073,0.02231502,-0.020408166,-0.031100779,-0.064030735,-0.053462173,-0.017176778,0.031748949,-0.028331841,-0.010310921,0.121790355,0.200553949,0.021721837,0.005563856
"A_06_P1033",-0.232933336,-0.024767466,-0.047618448,-0.106618142,-0.208840155,-0.106698699,-0.149673749,-0.244856748,-0.150842743,0.030770232,0.078719573,-0.119397596,-0.131793723,-0.087457214,-0.117784524,-0.106142955,-0.145950436,0.066966983,-0.015742596,0.027350379,0.038643605,-0.241107494,0.029983979,0.064142972,-0.056562909,0.058444611,0.002006817,-0.175347142,0.062094576,-0.019144258,-0.0473154,-0.144092664,-0.352749176,-0.033654841,-0.110712809,0.082526976,0.075268236,0.145977141,0.317813782,-0.204985986,-0.098847928,0.260425013,0.380115224,-0.318998998,0.178743017,0.267466261,-0.095542943,-0.418902026,-0.07238833,-0.085872049,-0.159880725,-0.25373571,-0.128372628,-0.027570867,-0.162819907,-0.087592623,-0.04165362,-0.151097164,-0.060900302,-0.082671671,-0.084545977,-0.05187304,0.140032275,-0.048515973,-0.009856839,-0.05470345
"A_06_P1034",0.194430096,0.013286378,-0.05823918,-0.116073531,-0.192572188,-0.162905257,-0.056416658,0.184084762,0.355986028,-0.110501814,0.140478563,0.301237882,-0.068376468,0.10106038,0.093051309,-0.100581488,0.321009026,0.042303292,-0.108568065,0.035718181,-0.156819145,0.007857693,-0.096565716,0.282169241,0.272805535,-0.083406808,-0.045880064,0.330068721,-0.015229872,-0.033034632,0.221161632,0.234151142,-0.454530003,-0.426597526,-0.067089923,-0.241208434,0.262147487,0.039664819,0.017282676,-0.372252181,-0.272288304,0.52889886,0.02390663,-0.100530905,0.336558598,-0.269726469,-0.779238683,-0.240352394,0.224648303,0.263936336,0.274121619,0.238372807,-0.363291447,-0.499604735,-0.41508712,-0.432393437,-0.39126041,-0.16602765,-0.186787661,-0.218043141,0.077781911,0.171039338,-0.271894512,-0.092718789,-0.679158276,-0.706133596
"A_06_P1035",0.304732853,-0.021896772,0.286822651,0.003445821,0.145515805,0.231494437,0.223244613,0.266915419,0.118661137,0.147671023,0.122863974,0.153044263,0.214450725,0.274438536,0.208149994,0.228595836,0.228513448,0.032935987,0.044134205,-0.00348049,0.175146615,0.148707355,0.199655653,0.227931542,0.169979734,-0.082898271,0.132357369,0.161599274,0.143318529,0.058387866,0.220473661,0.167235563,-0.458127041,-0.335463598,0.034555603,-0.005767202,0.408170741,-0.043191128,0.153649925,-0.049831484,0.014602578,0.72445128,0.322001977,-0.501722189,0.475654236,0.067903056,-0.304588964,-0.277397977,0.061891334,0.03157759,0.112999841,0.050690198,-0.108800846,-0.049601686,-0.198746607,0.025481245,0.286507852,0.048019121,0.14299524,0.219892003,0.211631449,0.112394033,0.04462323,0.105975541,-0.172548783,-0.126620847
"A_06_P1036",0.24986035,-0.117145247,0.262494902,0.064103073,0.19941924,-0.046167222,0.201033369,0.118067846,-0.087362808,-0.023989148,0.161788372,0.147023141,0.047842283,0.231629252,0.181647209,0.260618466,0.190130285,0.067707365,0.120785714,0.052710698,0.313753449,-0.032581204,0.184889001,0.238771025,0.246977922,0.15901336,0.255510802,-0.079375209,0.012003436,0.031191405,0.293025144,0.117470048,0.211898262,0.020957579,-0.181950295,-0.143288309,-0.379095598,-0.018898198,-0.570497572,-0.07819209,0.148638851,-0.151788424,-0.460904746,0.206120399,-0.179624616,-0.447087103,-0.374978153,0.262763426,-0.074129641,0.136138943,0.135834402,0.085698791,-0.067046651,-0.133361979,-0.177820042,-0.028736654,-0.060774826,-0.04052599,-0.050477535,0.081620593,-0.102419063,-0.079508163,0.130948009,0.222176869,0.012555105,-0.042481159
"A_06_P1037",-0.268360825,-0.021623062,-0.153153651,-0.194323744,-0.258683631,-0.193696497,-0.305174075,-0.094802029,-0.037747696,-0.159382027,-0.167503719,0.082170822,-0.193621031,-0.088291031,-0.167212132,-0.254504859,-0.091721027,-0.143209191,-0.234266093,-0.03638016,-0.266796735,-0.05067609,-0.327947083,0.029843435,-0.020463882,-0.012558606,-0.172164854,0.033802505,-0.181676658,0.023648489,-0.09469209,0.030779021,0.104629712,-0.027350274,-0.006581727,-0.228018115,0.108204553,-0.195228459,0.010209964,0.230160292,0.169928894,-0.003415649,0.063706318,0.421249714,0.185188446,0.010996574,0.257734879,0.309876351,-0.002847313,-0.042860064,0.015385056,-0.042559413,0.049963572,0.086576934,0.030516313,0.258803547,0.061364718,-0.05100873,0.128146713,0.257655765,0.175102376,0.169457283,-0.043721581,-0.016649684,-0.14857576,-0.104791473
"A_06_P1038",0.196616774,0.11401054,0.162388612,0.166671417,0.14056961,0.145541256,0.109703394,0.249164307,0.101866395,0.058114492,0.186552613,0.317654826,0.051976765,0.181165015,0.206033724,0.180085233,0.214409856,0.091457414,0.015006549,0.197859857,0.041995017,0.118374676,0.040498762,0.328014528,0.440062688,0.185172823,0.20299213,0.234510708,0.118511005,0.112258457,0.325354761,0.254149239,0.251998471,0.231204222,0.086533444,0.277636723,-0.073889778,0.275491679,0.179400412,0.251466558,0.140654016,0.008255135,0.018598443,0.259213403,-0.136916923,-0.101446612,0.287079575,0.224012716,0.184213895,0.117030598,0.219744574,0.09914959,0.113292547,-0.058938916,-0.084669988,-0.112514945,0.165369065,0.229023196,0.108780333,0.227929922,0.19525605,0.172448413,0.040042909,-0.024643983,-0.041553449,-0.039422959
"A_06_P1039",0.313337134,0.111063359,0.10046976,0.191371661,0.145220704,0.103937176,0.001552852,0.340681628,0.336835989,0.138970984,0.040367001,0.358387728,-0.005019875,0.112459761,0.144515255,0.163005209,0.175271202,0.093691546,-0.079723884,0.231069921,-0.040789128,0.173478604,-0.042002791,0.310272769,0.208795792,0.120642072,0.04560383,0.41396356,-0.0253699,0.190170458,0.178703857,0.351357802,0.403615489,0.308973511,0.374557134,0.227737115,0.013554414,0.126059049,0.171269977,0.440912457,0.408253601,0.113207466,0.023907522,0.493113076,0.201874614,0.299457658,0.359187284,0.454011522,0.191854754,0.194516232,0.17838793,0.213552862,0.188911545,-0.183362535,-0.178352709,0.113420154,0.292461461,-0.115083344,0.193677224,0.282247515,0.761020201,0.773103318,-0.156114609,-0.159357499,0.167626588,0.290046982
