gene_id,scer_gene_name,functional_category,category_order,desc_raw
YGL070C,RPB9,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE II 14.2 SUBUNIT S0003038
YNL113W,RPC19,Gene expression (RNA),4,TRANSCRIPTION SUBUNIT COMMON TO RNA POLYMERASES I AND S0005057
YKL144C,RPC25,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 25 KD SUBUNIT S0001627
YNL151C,RPC31,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 31 KD SUBUNIT S0005095
YNR003C,RPC34,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 34 KD SUBUNIT S0005286
YPR110C,RPC40,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 40 KD SUBUNIT S0006314
YDL150W,RPC53,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 47 KD SUBUNIT S0002309
YPR190C,RPC82,Gene expression (RNA),4,TRANSCRIPTION RNA POLYMERASE III 82 KD SUBUNIT S0006394
YPR187W,RPO26,Gene expression (RNA),4,"TRANSCRIPTION SHARED SUBUNIT OF RNA POLYMERASES I, II,S0006391"
YGL208W,SIP2,Gene expression (RNA),4,TRANSCRIPTION COMPONENT OF SNF1 PROTEIN COMPLEX S0003176
YEL026W,SNU13,Gene expression (RNA),4,MRNA SPLICING (PUTATIVE) U4/U6.U5 SNRNP PROTEIN S0000752
YKR092C,SRP40,Gene expression (RNA),4,TRANSCRIPTION (PUTATIVE) SUPPRESSOR OF MUTANT AC40 SUBUNIT OF RNAS0001800
YDL084W,SUB2,Gene expression (RNA),4,MRNA SPLICING RNA HELICASE S0002242
YGR162W,TIF4631,Gene expression (RNA),4,PROTEIN SYNTHESIS MRNA CAP-BINDING PROTEIN (EIF4F) 150K SUS0003394
YCR072C,YCR072C,Gene expression (RNA),4,UNKNOWN; SIMILAR TO NUCLEAR MRNA PROCESSS0000668
YJL103C,YJL103C,Gene expression (RNA),4,UNKNOWN; SIMILAR TO TRANSCRIPTION FACTORS0003639
YDL051W,YLA1,Gene expression (RNA),4,UNKNOWN RNA BINDING PROTEIN S0002209
YPR144C,YPR144C,Gene expression (RNA),4,UNKNOWN; SIMILAR TO RNA POLYMERASE BETA S0006348
YLR175W,CBF5,Genome / Cell cycle,5,MITOSIS CENTROMERIC MICROTUBULE BINDING PROTEIN S0004165
YGL029W,CGR1,Genome / Cell cycle,5,UNKNOWN UNKNOWN; SIMILAR TO HUMAN CHROMATIN ASSES0002997
YDR254W,CHL4,Genome / Cell cycle,5,"MITOSIS, CHROMOSOME SEGREGATION UNKNOWN S0002662"
YPL086C,HPA1,Genome / Cell cycle,5,CHROMATIN STRUCTURE HISTONE ACETYLTRANSFERASE COMPLEX SUBUNIS0006007
YER142C,MAG1,Genome / Cell cycle,5,DNA REPAIR 3-METHYLADENINE DNA GLYCOSYLASE S0000944
YGL087C,MMS2,Genome / Cell cycle,5,"DNA REPAIR, POSTREPLICATION UNKNOWN S0003055"
YDR097C,MSH6,Genome / Cell cycle,5,DNA REPAIR MUTS HOMOLOG; MISMATCH REPAIR S0002504
YML060W,OGG1,Genome / Cell cycle,5,DNA REPAIR 8-OXOGUANINE DNA GLYCOSYLASE S0004525
YNL102W,POL1,Genome / Cell cycle,5,DNA REPLICATION POLYMERASE ALPHA 180 KD SUBUNIT S0005046
YBL035C,POL12,Genome / Cell cycle,5,"DNA REPLICATION DNA POLYMERASE ALPHA, 70 KD SUBUNIT S0000131"
YJR043C,POL32,Genome / Cell cycle,5,DNA REPLICATION POLYMERASE DELTA 55 KD SUBUNIT S0003804
YLL036C,PRP19,Genome / Cell cycle,5,MRNA SPLICING; DNA REPAIR NON-SNRNP SPLICEOSOME COMPONENT S0003959
YOR217W,RFC1,Genome / Cell cycle,5,DNA REPLICATION DNA REPLICATION FACTOR C 95 KD SUBUNIT S0005743
YMR234W,RNH1,Genome / Cell cycle,5,DNA REPLICATION (PUTATIVE) RIBONUCLEASE H S0004847
YML043C,RRN11,Genome / Cell cycle,5,TRANSCRIPTION COMPONENT OF RDNA TRANSCRIPTION FACTOR S0004507
YJL080C,SCP160,Genome / Cell cycle,5,"MITOSIS, CHROMOSOME TRANSMISSION UNKNOWN S0003616"
YGL213C,SKI8,Genome / Cell cycle,5,"MEIOSIS, RECOMBINATION ANTIVIRAL RNA BINDING PROTEIN S0003181"
YLR178C,TFS1,Genome / Cell cycle,5,CELL CYCLE SUPPRESSES CDC25 MUTATIONS S0004168
YJR066W,TOR1,Genome / Cell cycle,5,"SIGNALING, CELL CYCLE AND MEIOSIS PHOSPHATIDYLINOSITOL 3-KINASE S0003827"
YNL299W,TRF5,Genome / Cell cycle,5,MITOSIS RELATED TO DNA TOPOISOMERASE I S0005243
YGR209C,TRX2,Genome / Cell cycle,5,DNA REPLICATION THIOREDOXIN II S0003441
YNL227C,YNL227C,Genome / Cell cycle,5,UNKNOWN; SIMILAR TO E. COLI DNAJ AND OTHS0005171
YGR285C,ZUO1,Genome / Cell cycle,5,UNKNOWN BINDS Z-DNA S0003517
YGL156W,AMS1,Membrane / Trafficking,6,CELL WALL CATABOLISM VACUOLAR ALPHA-MANNOSIDASE S0003124
YDR184C,ATC1,Membrane / Trafficking,6,CELL POLARITY MEMBER OF BUD6P COMPLEX S0002592
YML042W,CAT2,Membrane / Trafficking,6,FATTY ACID TRANSPORT CARNITINE O-ACETYLTRANSFERASE S0004506
YAL059W,ECM1,Membrane / Trafficking,6,CELL WALL BIOGENESIS UNKNOWN S0000055
YMR128W,ECM16,Membrane / Trafficking,6,CELL WALL BIOGENESIS UNKNOWN S0004735
YKR076W,ECM4,Membrane / Trafficking,6,CELL WALL BIOGENESIS UNKNOWN S0001784
YLR083C,EMP70,Membrane / Trafficking,6,SECRETION (PUTATIVE) ENDOSOMAL MEMBRANE PROTEIN S0004073
YCR034W,FEN1,Membrane / Trafficking,6,"CELL WALL BIOGENESIS BETA-1,3-GLUCAN SYNTHASE SUBUNIT S0000630"
YEL042W,GDA1,Membrane / Trafficking,6,GOLGI ORGANIZATION GOLGI MEMBRANE GUANOSINE DIPHOSPHATASE S0000768
YEL011W,GLC3,Membrane / Trafficking,6,CELL WALL BIOGENESIS GLYCOGEN BRANCHING ENZYME S0000737
YGL225W,GOG5,Membrane / Trafficking,6,PROTEIN GLYCOSYLATION GOLGI GDP-MANNOSE TRANSPORTER S0003193
YHR096C,HXT5,Membrane / Trafficking,6,TRANSPORT HEXOSE PERMEASE S0001138
YKL110C,KTI12,Membrane / Trafficking,6,KILLER TOXIN RESISTANCE UNKNOWN S0001593
YKL150W,MCR1,Membrane / Trafficking,6,ELECTRON CARRIER CYTOCHROME-B5 REDUCTASE S0001633
YGR158C,MTR3,Membrane / Trafficking,6,MRNA TRANSPORT NUCLEOLAR PROTEIN S0003390
YPR149W,NCE102,Membrane / Trafficking,6,"SECRETION, NON-CLASSICAL UNKNOWN S0006353"
YHR042W,NCP1,Membrane / Trafficking,6,MICROSOMAL ELECTRON TRANSFER NADP-CYTOCHROME P450 REDUCTASE S0001084
YNL183C,NPR1,Membrane / Trafficking,6,TRANSPORT PROTEIN KINASE; REGULATES ACTIVITY OF NIS0005127
YER009W,NTF2,Membrane / Trafficking,6,NUCLEAR PROTEIN TARGETING NUCLEAR TRANSPORT FACTOR S0000811
YBR106W,PHO88,Membrane / Trafficking,6,PHOSPHATE TRANSPORT REGULATOR OF PHO81 S0000310
YGL008C,PMA1,Membrane / Trafficking,6,H+ HOMEOSTASIS PLASMA MEMBRANE H+-ATPASE S0002976
YGL006W,PMC1,Membrane / Trafficking,6,TRANSPORT VACUOLAR CA(2+)-ATPASE S0002974
YHR026W,PPA1,Membrane / Trafficking,6,VACUOLAR ACIDIFICATION VACUOLAR H+-ATPASE PROTEOLIPID PROTEIN S0001068
YJR059W,PTK2,Membrane / Trafficking,6,POLYAMINE TRANSPORT SER/THR PROTEIN KINASE S0003820
YKL188C,PXA2,Membrane / Trafficking,6,"TRANSPORT PEROXISOMAL FATTY ACID TRANSPORTER, ABC S0001671"
YMR079W,SEC14,Membrane / Trafficking,6,SECRETION PI/PC TRANSFER PROTEIN S0004684
YGR229C,SMI1,Membrane / Trafficking,6,CELL WALL BIOGENESIS MAY REGULATE GLUCAN AND CHITIN SYNTHESISS0003461
YJR104C,SOD1,Membrane / Trafficking,6,OXIDATIVE STRESS RESPONSE COPPER-ZINC SUPEROXIDE DISMUTASE S0003865
YKL154W,SRP102,Membrane / Trafficking,6,SECRETION SIGNAL RECOGNITION PARTICLE SUBUNIT S0001637
