Orthogroup,gene_id,original_id,cagl_id,scer_gene_name,functional_category,category_order
NA,YMR217W,NA,NA,GUA1,Carbon metabolism,8
NA,YDR454C,NA,NA,GUK1,Carbon metabolism,8
NA,YFR053C,NA,NA,HXK1,Carbon metabolism,8
NA,YNL009W,NA,NA,IDP3,Carbon metabolism,8
NA,YBR084W,NA,NA,MIS1,Carbon metabolism,8
NA,YNR043W,NA,NA,MVD1,Carbon metabolism,8
NA,YDR001C,NA,NA,NTH1,Carbon metabolism,8
NA,YLR044C,NA,NA,PDC1,Carbon metabolism,8
NA,YLR134W,NA,NA,PDC5,Carbon metabolism,8
NA,YGL248W,NA,NA,PDE1,Carbon metabolism,8
NA,YIL107C,NA,NA,PFK26,Carbon metabolism,8
NA,YMR105C,NA,NA,PGM2,Carbon metabolism,8
NA,YDR465C,NA,NA,RMT2,Carbon metabolism,8
NA,YLR372W,NA,NA,SUR4,Carbon metabolism,8
NA,YBR126C,NA,NA,TPS1,Carbon metabolism,8
NA,YDR074W,NA,NA,TPS2,Carbon metabolism,8
NA,YML100W,NA,NA,TSL1,Carbon metabolism,8
NA,YGR019W,NA,NA,UGA1,Carbon metabolism,8
NA,YKL035W,NA,NA,UGP1,Carbon metabolism,8
NA,YKL067W,NA,NA,YNK1,Carbon metabolism,8
NA,YNL134C,NA,NA,YNL134C,Carbon metabolism,8
NA,YML022W,NA,NA,APT1,Biosynthesis (AA/Nuc),9
NA,YGL148W,NA,NA,ARO2,Biosynthesis (AA/Nuc),9
NA,YBR249C,NA,NA,ARO4,Biosynthesis (AA/Nuc),9
NA,YPR060C,NA,NA,ARO7,Biosynthesis (AA/Nuc),9
NA,YPR145W,NA,NA,ASN1,Biosynthesis (AA/Nuc),9
NA,YGR124W,NA,NA,ASN2,Biosynthesis (AA/Nuc),9
NA,YJR025C,NA,NA,BNA1,Biosynthesis (AA/Nuc),9
NA,YDR204W,NA,NA,COQ4,Biosynthesis (AA/Nuc),9
NA,YML110C,NA,NA,COQ5,Biosynthesis (AA/Nuc),9
NA,YLR172C,NA,NA,DPH5,Biosynthesis (AA/Nuc),9
NA,YHR068W,NA,NA,DYS1,Biosynthesis (AA/Nuc),9
NA,YLR299W,NA,NA,ECM38,Biosynthesis (AA/Nuc),9
NA,YHR128W,NA,NA,FUR1,Biosynthesis (AA/Nuc),9
NA,YIL020C,NA,NA,HIS6,Biosynthesis (AA/Nuc),9
NA,YOR209C,NA,NA,NPT1,Biosynthesis (AA/Nuc),9
NA,YDR300C,NA,NA,PRO1,Biosynthesis (AA/Nuc),9
NA,YKL181W,NA,NA,PRS1,Biosynthesis (AA/Nuc),9
NA,YHL011C,NA,NA,PRS3,Biosynthesis (AA/Nuc),9
NA,YHR216W,NA,NA,PUR5,Biosynthesis (AA/Nuc),9
NA,YER070W,NA,NA,RNR1,Biosynthesis (AA/Nuc),9
NA,YER043C,NA,NA,SAH1,Biosynthesis (AA/Nuc),9
NA,YLR146C,NA,NA,SPE4,Biosynthesis (AA/Nuc),9
NA,YHR025W,NA,NA,THR1,Biosynthesis (AA/Nuc),9
NA,YCR053W,NA,NA,THR4,Biosynthesis (AA/Nuc),9
NA,YMR271C,NA,NA,URA10,Biosynthesis (AA/Nuc),9
NA,YML106W,NA,NA,URA5,Biosynthesis (AA/Nuc),9
NA,YBL039C,NA,NA,URA7,Biosynthesis (AA/Nuc),9
NA,YGL180W,NA,NA,APG1,Autophagy / Vacuole,10
NA,YBL078C,NA,NA,AUT7,Autophagy / Vacuole,10
NA,YEL005C,NA,NA,VAB31,Autophagy / Vacuole,10
NA,YKL080W,NA,NA,VMA5,Autophagy / Vacuole,10
NA,YLR447C,NA,NA,VMA6,Autophagy / Vacuole,10
NA,YBR204C,NA,NA,YBR204C,Autophagy / Vacuole,10
