tx	gene_id	Cgla.t0000.b1.L001	Cgla.t0000.b1.L002	Cgla.t0000.b4.L001	Cgla.t0000.b4.L002	Cgla.t0015.b1.L001	Cgla.t0015.b1.L002	Cgla.t0015.b2.L001	Cgla.t0015.b2.L002	Cgla.t0030.b1.L001	Cgla.t0030.b1.L002	Cgla.t0030.b2.L001	Cgla.t0030.b2.L002	Cgla.t0045.b1.L001	Cgla.t0045.b1.L002	Cgla.t0045.b2.L001	Cgla.t0045.b2.L002	Cgla.t0060.b1.L001	Cgla.t0060.b1.L002	Cgla.t0060.b2.L001	Cgla.t0060.b2.L002	Cgla.t0090.b1.L001	Cgla.t0090.b1.L002	Cgla.t0090.b2.L001	Cgla.t0090.b2.L002	Cgla.t0120.b1.L001	Cgla.t0120.b1.L002	Cgla.t0120.b2.L001	Cgla.t0120.b2.L002	Cgla.t0180.b1.L001	Cgla.t0180.b1.L002	Cgla.t0180.b2.L001	Cgla.t0180.b2.L002	Cgla.t0240.b1.L001	Cgla.t0240.b1.L002	Cgla.t0240.b2.L001	Cgla.t0240.b2.L002	Cgla.t0360.b1.L001	Cgla.t0360.b1.L002	Cgla.t0360.b2.L001	Cgla.t0360.b2.L002	Cgla.t0480.b1.L001	Cgla.t0480.b1.L002	Cgla.t0480.b2.L001	Cgla.t0480.b2.L002
rna-gnl|PRJNA600925|mrna.GWK60_A01155	gene-GWK60_A01155	19.037176	20.653684	22.884435	23.88931	525.391529	521.457366	554.042632	540.256095	1301.9336	1317.528692	1045.400822	1048.750795	2812.323959	2828.776282	2824.373033	2821.626808	3859.055936	3827.045816	3852.198914	3834.229295	4827.640179	4790.845374	4520.789379	4568.527682	4407.914854	4384.508735	4297.913651	4230.574144	2975.010001	2931.307606	4231.240146	4257.192763	4288.726373	4236.298589	3990.251433	4033.660723	4217.143743	4164.979057	5051.747689	5031.81155	5583.590045	5555.526417	5298.659149	5332.001317
rna-gnl|PRJNA600925|mrna.GWK60_A01177	gene-GWK60_A01177	5.386088	5.37572	6.020027	5.262481	8.442358	8.728529	7.729493	7.845391	4.887324	4.775886	4.157393	4.482802	6.376098	6.303583	7.800532	7.801861	10.745768	10.191828	11.308936	10.516923	13.97296	15.299715	14.662552	14.713914	14.446399	16.748734	16.800681	15.929852	20.645211	20.985104	21.150365	20.894005	19.637888	22.039451	22.759571	22.372584	25.652875	26.590153	28.754945	28.400755	34.666408	35.050188	29.868956	29.317856
rna-gnl|PRJNA600925|mrna.GWK60_A01199	gene-GWK60_A01199	10.237652	10.560276	10.435725	11.894819	22.423827	24.189042	21.517101	19.86142	14.748535	9.695063	6.84782	9.557132	25.078783	20.322659	24.224838	32.460404	38.204845	38.41418	32.918671	39.793326	29.713141	29.338708	36.803615	33.957997	31.710052	27.831369	31.142583	31.703689	15.168487	22.841461	27.634808	36.713702	30.883478	29.907455	24.419252	33.618586	25.365211	31.03855	30.077717	27.845047	31.544261	30.675594	24.661541	22.56059
rna-gnl|PRJNA600925|mrna.GWK60_A01221	gene-GWK60_A01221	2.983464	3.104159	4.023588	4.187829	4.508808	4.617833	4.346953	4.515892	5.012517	4.834116	4.738937	5.872238	11.031794	11.316099	10.257755	11.181885	22.716205	21.345385	21.762966	22.854925	31.751532	32.170978	32.760655	31.931591	34.297207	34.207985	33.731013	34.201896	26.085553	26.89501	29.433394	31.449765	27.632137	26.994847	26.158671	27.783895	33.448287	32.868423	35.906403	36.187206	43.396063	46.215022	38.790995	39.353866
rna-gnl|PRJNA600925|mrna.GWK60_A01243	gene-GWK60_A01243	13.208442	12.407031	15.544841	14.001052	26.418322	18.823794	15.826312	19.867943	10.194056	12.576269	11.636841	9.150925	27.881956	26.852741	28.706442	21.906421	27.116482	30.463513	37.914757	32.251242	36.292996	33.489565	27.432155	24.733163	27.231593	29.030209	26.146532	26.919195	21.008486	14.511345	28.544038	24.363806	22.275588	22.780096	27.391386	17.271606	26.312346	21.101736	29.084714	27.852676	30.324207	31.158105	21.821398	23.023608
rna-gnl|PRJNA600925|mrna.GWK60_A01265	gene-GWK60_A01265	231.098171	224.210655	229.974464	229.659488	206.428073	210.9874	194.554209	198.875236	183.717341	184.752221	192.907274	198.24779	220.508436	216.152616	218.10658	219.715107	126.701857	126.243835	128.34813	132.5893	89.602967	85.508124	82.799251	83.187221	101.45158	100.314425	101.663158	102.594568	176.498679	172.826332	143.247293	144.442784	167.145626	174.006687	177.087824	176.29307	165.850293	168.596842	172.584706	172.903634	155.250085	159.868371	163.784849	163.640615
rna-gnl|PRJNA600925|mrna.GWK60_A01287	gene-GWK60_A01287	30.038062	27.503191	28.474603	29.184634	28.435042	28.739673	26.967134	29.402607	24.562659	25.161814	23.965277	23.401377	34.430194	32.97481	37.6421	36.955549	35.408386	34.781209	39.480288	37.279091	24.431729	24.030282	25.110548	24.185449	19.700782	20.836673	21.152253	20.434884	23.388254	24.704132	20.843811	22.165435	21.545286	22.961029	22.410066	22.745807	19.845423	19.117712	18.955756	18.261206	18.200505	18.052045	18.989497	18.832914
rna-gnl|PRJNA600925|mrna.GWK60_A01309	gene-GWK60_A01309	81.918102	86.445708	88.301557	91.572018	76.470807	73.351654	80.712567	84.824608	73.320642	68.297344	61.017169	56.621249	75.856689	79.143478	79.741271	81.612153	88.524515	84.287193	89.526878	90.490487	105.379154	99.979339	103.998868	104.506442	74.351085	77.973324	85.855604	84.804511	45.328367	46.501838	84.253254	85.579179	111.238067	119.622388	113.360381	118.11349	123.034039	125.353582	129.157025	137.928539	130.676918	129.029085	127.690244	127.806267
rna-GWK60_A01331	gene-GWK60_A01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_A01353	gene-GWK60_A01353	4340.744786	4438.158846	4180.390241	4161.346882	3125.957916	3140.077697	3201.118219	3242.511182	3940.21592	4006.986379	4294.299721	4262.709572	2624.704341	2670.442248	2447.98926	2467.814726	235.960982	273.623335	257.64393	250.193553	44.11123	35.61662	27.523465	47.670744	43.464813	37.010389	30.378356	39.088796	49.981833	57.246841	70.868327	79.921134	191.746744	177.567922	195.750118	246.397522	390.112449	387.590399	375.571013	364.167277	356.415188	376.292221	393.38353	410.918879
rna-gnl|PRJNA600925|mrna.GWK60_A01375	gene-GWK60_A01375	5061.080786	5100.694728	4178.706791	4555.928972	3646.043979	4329.025559	4598.928274	4519.930654	5519.767791	5811.152663	5622.318392	5504.350074	3965.603546	4054.683556	4334.726718	3950.078677	1180.273336	1054.943795	1129.346851	1122.566022	59.810873	73.340339	72.264792	72.991397	76.98905	70.811289	71.914472	70.509525	159.812244	145.203568	150.20685	139.928349	338.845319	364.688275	350.958501	355.913833	599.060995	608.074486	550.137713	564.867498	586.526299	600.997413	611.721982	568.293692
rna-gnl|PRJNA600925|mrna.GWK60_A01397	gene-GWK60_A01397	8.888666	4.951954	9.493193	4.793393	18.236291	31.85918	21.670476	22.878803	15.682703	26.135688	16.112581	22.036208	23.708564	32.497025	22.848183	31.248767	45.651496	24.743825	44.13	45.032701	68.947055	70.831534	66.134498	90.046886	107.040695	101.671066	93.83085	71.599882	145.15565	146.331677	99.345183	137.370966	154.516683	128.964976	132.080773	113.238544	137.217916	148.289032	131.767483	94.497327	187.909702	144.763792	176.980172	148.536898
rna-gnl|PRJNA600925|mrna.GWK60_A01419	gene-GWK60_A01419	10.675073	7.975681	11.136413	13.145811	53.474765	52.181435	51.666101	55.568727	28.750629	33.817796	34.284218	36.856967	46.26344	51.913178	53.793127	44.60038	84.593137	86.083924	79.735362	85.218749	100.848445	121.363828	115.639804	126.250319	147.497302	153.863721	135.62852	137.994468	201.799148	198.876632	152.060051	153.117144	191.439952	199.699163	162.590088	170.822875	190.120416	194.152279	179.291296	178.425395	199.648672	213.054887	239.318605	233.843711
rna-gnl|PRJNA600925|mrna.GWK60_A01441	gene-GWK60_A01441	55.636633	60.106256	60.377023	60.402618	121.022986	130.377634	135.987743	134.157653	123.391184	113.361053	92.972429	89.342857	102.94949	106.185162	100.936357	106.691417	69.844476	71.076155	65.854407	68.492793	64.548911	58.66866	61.564518	61.521726	50.381769	50.728339	63.580093	59.95419	28.496339	26.349606	65.397592	65.486373	62.26849	61.661136	65.155611	64.258368	75.624898	67.797119	83.038337	80.408761	85.501148	84.788358	69.888456	75.224502
rna-gnl|PRJNA600925|mrna.GWK60_A01463	gene-GWK60_A01463	142.419478	131.648161	139.572056	121.761311	275.418344	274.419412	262.730512	253.415751	190.48711	195.445016	180.788258	187.754241	482.187925	460.978292	482.095767	495.233379	1119.912322	1083.357081	1063.99218	1116.822849	1561.882985	1561.17765	1539.602123	1592.544479	1634.061052	1618.425647	1641.868253	1683.011447	1278.011586	1312.347419	1559.124878	1503.908031	1663.395983	1702.304417	1646.39249	1627.767815	1878.287878	1777.247045	1929.319641	1842.59831	2516.614689	2525.371526	2133.788959	2229.574152
rna-gnl|PRJNA600925|mrna.GWK60_A01485	gene-GWK60_A01485	76.319326	79.161547	77.203785	77.654137	89.877994	98.360915	96.167342	90.194795	55.054302	57.963982	58.425327	56.657277	99.471587	100.7695	103.653003	102.877599	124.101808	125.679078	123.578111	128.650333	112.212448	104.927247	109.488495	113.99918	112.987485	110.539281	103.672396	107.918671	120.666931	120.349966	119.072929	118.103526	130.226161	129.236872	117.285978	124.858321	125.118385	117.881318	123.868661	123.002983	121.740174	126.498534	121.215728	124.014266
rna-gnl|PRJNA600925|mrna.GWK60_A01507	gene-GWK60_A01507	18.434236	18.799464	16.77416	15.872234	15.616672	15.894392	13.244398	16.248928	11.808412	11.983394	9.985808	10.692891	19.904101	19.774578	21.397393	19.606393	28.59263	33.274896	33.092987	31.921025	33.972645	33.962671	35.399095	41.036699	40.631448	41.565381	44.025833	45.333282	40.167616	38.561439	46.819158	38.993867	64.594349	60.478728	46.131836	41.546215	46.615003	46.582278	40.075012	41.665657	46.446223	49.829647	47.260292	50.376802
rna-gnl|PRJNA600925|mrna.GWK60_A01529	gene-GWK60_A01529	223.718277	227.024648	231.761728	222.117056	1667.896865	1688.864113	1796.834549	1788.806333	611.359723	588.627369	521.48432	506.98006	526.978125	525.18271	523.063806	544.878463	1544.497469	1559.996213	1499.040251	1478.427491	2183.856303	2180.954616	2169.971035	2113.926816	1990.757353	1980.761341	2342.911116	2300.278628	958.188993	951.960985	1932.37257	1920.245721	1203.499826	1217.674586	1479.624506	1470.368774	1623.754827	1610.99084	1923.585737	1920.922563	1875.076719	1884.251235	1473.940622	1446.772514
rna-gnl|PRJNA600925|mrna.GWK60_A01551	gene-GWK60_A01551	211.092066	217.063722	206.832824	212.187331	300.323416	294.412004	303.07219	308.076707	195.73394	195.431642	195.854315	194.910736	289.183826	287.909539	278.099829	283.387895	326.706932	319.590009	317.814267	327.979849	257.723398	257.684385	252.973264	261.259966	286.445055	282.174504	285.492225	294.222791	307.020223	306.056047	303.886341	304.081515	330.515097	330.955951	320.963641	319.030417	257.350362	265.75812	253.213658	263.603438	212.725635	222.928483	220.788246	224.349703
rna-gnl|PRJNA600925|mrna.GWK60_A01573	gene-GWK60_A01573	15.365331	16.557201	15.305775	15.282909	15.227033	14.134837	15.593248	13.982321	16.324283	17.174014	14.885259	17.469704	31.426458	30.786436	33.983983	33.887829	46.715052	46.807587	47.003461	47.78973	37.714277	37.332989	38.492869	34.898773	30.91965	29.980303	32.158615	30.884409	20.839764	19.96912	21.499698	24.994661	19.645999	20.673037	19.278367	22.129206	18.767553	17.317962	17.465963	17.487685	13.88657	16.780509	15.734877	16.848547
rna-gnl|PRJNA600925|mrna.GWK60_A01595	gene-GWK60_A01595	654.718745	644.982105	678.30794	679.122583	648.305807	647.74045	556.789288	558.122149	228.597652	236.743483	211.902776	210.903727	506.929156	504.173386	480.277989	489.783846	282.370768	286.495318	278.017252	274.10132	390.653144	392.560841	384.136354	393.451994	485.069328	489.472678	518.184859	511.212706	456.356714	461.361637	456.206487	469.455395	513.809219	517.478136	397.28922	395.01214	400.023959	386.212101	371.10716	360.559576	427.926637	432.017196	455.473219	460.210354
rna-gnl|PRJNA600925|mrna.GWK60_A01617	gene-GWK60_A01617	86.188475	87.464609	92.292804	90.675389	65.02088	65.768446	60.211903	60.470956	58.994792	56.002027	55.331929	52.849938	55.069182	54.510092	55.338231	54.003051	44.951225	42.81503	45.229211	44.195998	80.651882	81.064506	77.907829	80.720793	106.482018	110.979372	112.597942	110.52685	131.375993	127.373421	139.661496	141.270947	179.521129	175.361352	174.022159	181.619808	306.630966	299.075909	371.481727	382.597012	497.739871	484.237326	466.6378	465.111686
rna-gnl|PRJNA600925|mrna.GWK60_A01639	gene-GWK60_A01639	2.35733	2.826385	3.413332	3.252366	2.391245	2.233134	2.539349	2.360357	1.631027	1.83267	1.472482	2.289672	1.940172	1.962243	2.522636	1.521171	4.913659	5.252701	5.163851	6.70635	31.62109	30.678042	29.161842	26.591659	67.3683	70.820995	60.305273	55.957684	126.888119	122.747011	114.542728	123.388493	132.155283	131.261731	160.856954	166.135767	190.043426	192.842876	244.088665	244.509835	245.387809	246.204375	248.718907	240.909249
rna-gnl|PRJNA600925|mrna.GWK60_A01661	gene-GWK60_A01661	48.873876	49.120723	48.204774	50.062499	52.36458	56.904193	48.302841	49.467772	36.891604	36.401078	34.923919	33.507039	60.218814	65.866137	67.206869	71.506734	74.944537	75.480006	84.821321	83.17728	68.256012	70.538462	67.621656	70.176037	61.955154	63.488277	60.287476	61.277597	52.420691	53.67486	61.684007	63.394538	59.402201	59.858164	57.439567	58.816784	49.213171	50.897445	56.244521	58.105481	57.513594	56.975973	53.728194	50.950834
rna-gnl|PRJNA600925|mrna.GWK60_A01683	gene-GWK60_A01683	10.688813	10.593224	10.116629	12.109788	17.601569	16.105575	15.616921	13.824454	6.146315	7.33434	6.140526	6.94127	13.600695	13.33397	13.453651	13.439939	30.671461	31.066485	35.296927	32.325162	100.651979	105.974034	103.545621	105.771721	139.545374	139.703991	144.554287	145.566274	138.997613	139.127719	151.45796	147.466853	138.259355	139.986582	122.843637	125.175902	158.965295	161.15623	160.504662	166.644128	210.553016	213.24729	202.846707	205.182451
rna-gnl|PRJNA600925|mrna.GWK60_A01705	gene-GWK60_A01705	0	0	0	0	0	0.824299	0	0.886557	0	0	0	0	0	0	0	0	0	1.045371	0	1.903755	0.904347	0.916226	1.118222	0	0	0.901222	0	0	1.119025	0	0	0	0	0	0	0	0	0.780517	0	1.011341	0	0.922442	0.548335	0
rna-gnl|PRJNA600925|mrna.GWK60_A01727	gene-GWK60_A01727	10.698768	10.076028	11.594104	11.939222	8.693682	8.723213	7.774952	8.283261	11.568892	11.421826	10.568621	11.025736	13.90176	14.180839	15.9593	15.369896	10.244364	10.040908	10.488569	11.116157	9.290065	8.34757	8.017582	7.957572	7.931334	7.774185	7.912667	8.228684	8.367954	8.021135	9.625721	9.276584	8.490631	8.877994	8.631584	8.712908	8.552607	7.570093	8.934259	9.066919	8.420755	7.934811	7.307754	7.476946
rna-GWK60_A01749	gene-GWK60_A01749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_A01771	gene-GWK60_A01771	42.984797	42.150157	42.261529	42.545738	50.90982	48.689078	48.498929	47.891693	64.353224	61.838772	67.393214	65.614343	31.118992	33.803662	29.969821	32.086959	14.367814	13.373663	13.12688	11.557309	14.52572	16.011273	16.154557	12.997315	22.656106	21.081018	19.642074	22.866276	37.123377	35.899487	34.478967	34.035185	44.447231	41.640823	44.57037	40.346678	44.394365	42.378273	48.810118	46.256813	39.422034	39.698705	38.713126	40.031506
rna-gnl|PRJNA600925|mrna.GWK60_A01793	gene-GWK60_A01793	16.704223	17.788124	16.104173	16.537276	15.271054	13.629403	13.987774	16.755584	15.502958	15.677638	17.872259	16.227935	32.514199	31.791602	34.167823	33.769693	43.134758	46.404836	44.587335	46.168025	35.799625	37.005841	36.113805	33.45041	31.122289	26.965349	28.32776	31.411049	25.828747	25.479677	22.969548	23.641943	24.572117	22.805186	23.983214	25.530373	23.957045	24.269066	22.840157	22.811846	27.271942	25.192178	24.944285	25.248548
rna-gnl|PRJNA600925|mrna.GWK60_A01815	gene-GWK60_A01815	100.818738	83.408153	75.77424	88.903066	187.609724	211.594229	177.869296	194.007178	12.068856	13.675418	15.383926	13.293068	16.254176	23.232734	29.30868	19.816243	381.13359	388.058306	411.99207	404.663558	884.579361	918.72952	914.108115	907.341574	1136.824777	1124.569926	1160.499281	1111.347154	671.444692	643.291369	1162.789196	1202.254471	899.631532	895.99368	896.681568	855.491755	1044.017082	1014.252156	928.587561	937.19385	1191.524805	1161.705558	1118.302379	1117.28389
rna-gnl|PRJNA600925|mrna.GWK60_A01837	gene-GWK60_A01837	28.32011	26.737397	27.787783	28.844848	18.226757	18.519729	18.579133	15.480821	9.063698	9.089565	9.665095	11.45867	27.715609	28.565313	31.14121	30.952696	49.0273	51.944839	51.426962	55.488051	47.773862	50.528415	47.183843	51.991253	47.462516	47.084856	44.439369	45.284995	39.718592	37.693749	40.527349	39.953887	33.811061	38.259518	35.861234	36.258012	27.746241	28.578635	29.150563	29.272576	33.236707	30.795864	28.423495	28.225972
rna-gnl|PRJNA600925|mrna.GWK60_A01859	gene-GWK60_A01859	32.314143	34.459112	35.479529	32.590791	57.210073	59.208538	54.196299	50.680258	53.114437	53.009059	50.94316	47.892787	41.479443	42.242003	43.57558	42.975261	49.906333	51.087867	53.161132	57.249529	65.951886	69.237586	65.360213	68.573604	68.562582	68.862178	74.895153	68.976652	62.359891	61.214337	72.886436	76.531872	75.653542	74.1349	72.187793	74.163244	69.862698	70.775811	76.157416	73.145413	74.262297	72.652946	69.78418	70.512711
rna-GWK60_A01881	gene-GWK60_A01881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.629401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_A01903	gene-GWK60_A01903	160.266131	156.519093	162.612324	160.556337	132.375306	132.406893	130.161373	129.876073	208.671425	213.357368	207.730918	216.118823	157.635437	158.679809	153.002798	156.263424	29.81516	31.358254	29.955129	30.604938	9.93667	9.465835	9.924404	10.032328	15.262862	14.866771	15.354166	14.652253	30.343872	30.270049	30.587165	29.179363	40.556415	40.212082	44.319593	43.805725	41.568842	38.053051	40.475925	40.407906	31.668947	31.805569	32.528181	30.825396
rna-gnl|PRJNA600925|mrna.GWK60_A01925	gene-GWK60_A01925	376.961696	382.66994	385.491539	369.863568	304.391009	306.645243	293.882633	294.265828	373.96563	371.621643	399.847471	393.265763	346.574893	351.202463	347.500439	352.869259	103.389737	110.17406	104.82451	106.312523	16.294531	17.747534	15.90301	17.29259	17.426672	17.729778	19.2263	20.196889	65.375809	68.237395	70.681448	67.558123	115.104403	119.009894	128.876324	117.118339	129.053276	133.110654	136.233012	131.78522	104.784782	109.161178	104.787249	100.890013
rna-gnl|PRJNA600925|mrna.GWK60_A01947	gene-GWK60_A01947	21.202418	21.205612	22.236231	21.221939	15.694731	14.72307	17.682141	18.495328	31.631371	27.271429	27.501153	25.974039	54.731727	50.538078	58.124973	49.178726	47.511127	46.137755	44.664585	44.76938	19.025788	22.35437	26.037657	25.029073	19.047816	18.918681	21.171319	20.48836	19.508487	19.809798	25.192303	24.791933	28.344259	25.565942	24.821395	25.115465	19.938186	20.309439	20.495264	22.352641	19.541709	19.994374	17.617088	17.456034
rna-gnl|PRJNA600925|mrna.GWK60_A01969	gene-GWK60_A01969	3.998269	4.812446	3.865852	5.029716	5.024777	5.29276	4.826898	3.850071	3.680391	2.772641	3.228063	3.127577	4.335324	6.418646	7.309292	5.776438	24.72171	22.576678	24.674263	24.885534	73.892113	77.773718	75.371277	76.537654	109.25755	103.660069	106.833711	102.122598	108.623615	106.639064	89.670837	87.384818	50.504715	51.836996	49.294288	51.728655	29.523094	29.83882	31.66952	31.059928	23.029779	25.481541	24.785296	20.999064
rna-GWK60_A01991	gene-GWK60_A01991	0	0	0	0	0	0	0	0	20.995116	0	0	0	0	0	0	0	0	0	0	0	0	0.50352	0	0	0	0	0.494357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-gnl|PRJNA600925|mrna.GWK60_A02013	gene-GWK60_A02013	191.978838	196.846671	202.127755	189.952103	163.555089	167.455524	162.368621	156.676431	258.29229	257.255195	262.18567	265.530444	234.594513	222.01391	234.22294	228.82785	71.074509	79.242193	74.512137	74.410466	34.596579	34.185089	33.267892	31.872868	44.611837	41.64247	40.357997	41.539801	91.590342	93.305504	78.517707	83.383827	120.32494	119.063429	115.438633	121.416362	122.382982	121.933553	122.72595	121.939556	110.651717	107.249337	109.847253	107.376055
rna-gnl|PRJNA600925|mrna.GWK60_A02035	gene-GWK60_A02035	413.214786	408.281148	432.421838	421.903813	422.164564	420.828747	335.653074	320.349383	60.990056	56.669179	58.319372	55.835802	360.763662	352.559379	346.89454	349.465924	408.692082	416.820378	431.644161	426.3835	418.459514	418.795135	376.20603	381.851073	338.980515	344.204813	321.786849	327.872189	278.159483	276.632168	283.538046	280.205059	214.552941	221.776855	228.24922	230.512859	120.095495	126.797046	167.681265	171.303509	102.872903	98.983653	92.574292	97.325097
