gene_id,treated_b1,untreated_b1,untreated_b2
gene-KLLA0_C16621g,3359,1971,2359
gene-KLLA0_C16643g,2779,3001,3251
gene-KLLA0_C16665g,2262,1532,1706
gene-KLLA0_C16687g,1352,870,980
gene-KLLA0_C16709g,246,57,111
gene-KLLA0_C16731g,5250,3565,3209
gene-KLLA0_C16753g,59,90,144
gene-KLLA0_C16775g,71,55,88
gene-KLLA0_C16797g,3564,2038,2058
gene-KLLA0_C16819g,209,78,56
gene-KLLA0_C16874g,7059,4014,4466
gene-KLLA0_C16896g,2567,3231,3827
gene-KLLA0_C16918g,821,974,1209
gene-KLLA0_C16940g,2472,990,1192
gene-KLLA0_C16962r,0,0,0
gene-KLLA0_C16984g,956,454,585
gene-KLLA0_C17006g,1447,1399,1400
gene-KLLA0_C17028g,2076,400,360
gene-KLLA0_C17050g,1332,1098,1055
gene-KLLA0_C17072g,3236,1645,1944
gene-KLLA0_C17094g,27,26,32
gene-KLLA0_C17138g,1636,1707,1647
gene-KLLA0_C17160g,3457,949,1038
gene-KLLA0_C17182g,104,1219,1379
gene-KLLA0_C17204g,2099,1742,2021
gene-KLLA0_C17226g,4,0,1
gene-KLLA0_C17237g,1163,322,334
gene-KLLA0_C17248g,254,139,111
gene-KLLA0_C17270g,516,261,334
gene-KLLA0_C17292g,1821,2281,2119
gene-KLLA0_C17314g,42345,27635,30373
gene-KLLA0_C17336g,1064,941,1012
gene-KLLA0_C17358r,0,0,0
gene-KLLA0_C17380g,1310,2308,2569
gene-KLLA0_C17402g,86,753,884
gene-KLLA0_C17424g,555,688,861
gene-KLLA0_C17446g,2274,1673,2092
gene-KLLA0_C17468g,1458,663,695
gene-KLLA0_C17490g,465,224,268
gene-KLLA0_C17512g,1607,1390,1480
gene-KLLA0_C17534g,1630,1428,1584
gene-KLLA0_C17556g,304,2754,3038
gene-KLLA0_C17578g,1958,3383,3622
gene-KLLA0_C17600g,1788,6756,6745
gene-KLLA0_C17622g,1199,795,807
gene-KLLA0_C17644g,2820,3748,4203
gene-KLLA0_C17666g,1402,2597,2688
gene-KLLA0_C17688g,1746,964,1193
gene-KLLA0_C17710g,984,842,892
gene-KLLA0_C17732g,3302,2555,2811
gene-KLLA0_C17754g,833,695,784
gene-KLLA0_C17776g,802,1280,1457
gene-KLLA0_C17798g,1901,1953,2096
gene-KLLA0_C17820g,831,458,539
gene-KLLA0_C17842g,2987,2229,2793
gene-KLLA0_C17864g,1313,280,335
gene-KLLA0_C17886r,0,0,0
gene-KLLA0_C17908r,0,0,0
gene-KLLA0_C17930g,313,125,152
gene-KLLA0_C17941g,213,110,109
gene-KLLA0_C17963g,852,834,1038
gene-KLLA0_C17985g,6995,5172,5399
gene-KLLA0_C18007g,1028,775,865
gene-KLLA0_C18029g,1274,669,788
gene-KLLA0_C18051g,2603,2446,2589
gene-KLLA0_C18073r,0,0,0
gene-KLLA0_C18117g,800,854,1355
gene-KLLA0_C18139g,920,593,761
gene-KLLA0_C18161g,761,581,722
gene-KLLA0_C18172g,167,125,116
gene-KLLA0_C18194g,1270,1162,1266
gene-KLLA0_C18216g,33,1507,2108
gene-KLLA0_C18238g,2169,1757,2063
gene-KLLA0_C18260g,457,274,305
gene-KLLA0_C18282g,1046,704,734
gene-KLLA0_C18315g,1215,836,835
gene-KLLA0_C18337g,791,608,732
gene-KLLA0_C18359g,825,946,992
gene-KLLA0_C18381g,831,597,691
gene-KLLA0_C18403g,289,215,285
gene-KLLA0_C18425g,49,53,61
gene-KLLA0_C18447g,1321,1257,1520
gene-KLLA0_C18469g,6999,9449,12843
gene-KLLA0_C18480r,0,0,0
gene-KLLA0_C18491g,1634,942,1064
gene-KLLA0_C18513g,2747,3896,4671
gene-KLLA0_C18546g,179,222,240
gene-KLLA0_C18568g,3235,1868,2054
gene-KLLA0_C18590g,1469,893,957
gene-KLLA0_C18612g,4364,5010,5036
gene-KLLA0_C18634g,2216,1592,1828
gene-KLLA0_C18656g,1458,963,1117
gene-KLLA0_C18678g,415,518,598
gene-KLLA0_C18700g,772,681,652
gene-KLLA0_C18711g,0,0,0
gene-KLLA0_C18722g,450,235,215
gene-KLLA0_C18744g,5763,7189,8923
gene-KLLA0_C18755g,3,12,8
gene-KLLA0_C18777g,161,533,591
gene-KLLA0_C18799g,2425,3491,3613
gene-KLLA0_C18821g,2117,1801,1628
gene-KLLA0_C18843g,784,1962,2293
gene-KLLA0_C18865g,792,745,808
gene-KLLA0_C18887g,67090,56736,73601
gene-KLLA0_C18909g,824,358,373
gene-KLLA0_C18931g,457,190,200
gene-KLLA0_C18953g,1964,1210,1390
gene-KLLA0_C18975g,1972,479,485
gene-KLLA0_C18997g,9,2,1
gene-KLLA0_C19019g,1389,487,544
gene-KLLA0_C19041g,1125,246,282
gene-KLLA0_C19063g,2252,1055,1417
gene-KLLA0_C19085g,1437,226,317
gene-KLLA0_C19107g,753,274,400
gene-KLLA0_C19132g,31,12,9
gene-KLLA0_C19184g,151,200,280
gene-KLLA0_C19206g,108,522,654
gene-KLLA0_C19228g,549,570,573
gene-KLLA0_C19250g,378,1226,1306
gene-KLLA0_C19272g,3957,1890,2250
gene-KLLA0_C19316g,366,277,300
gene-KLLA0_C19327g,173,82,120
gene-KLLA0_C19338g,880,5724,6491
gene-KLLA0_C19360g,11235,7293,9396
gene-KLLA0_C19382g,549,772,768
gene-KLLA0_C19437g,692,540,630
gene-KLLA0_C19547g,255,183,235
gene-KLLA0_D00143g,443,105,56
gene-KLLA0_D00157g,86,32,34
gene-KLLA0_D00187g,6631,422,453
gene-KLLA0_D00209g,175,31,15
gene-KLLA0_D00231g,1743,1335,1660
gene-KLLA0_D00253g,410,230,208
gene-KLLA0_D00258g,22025,72,63
gene-KLLA0_D00264g,2939,721,708
gene-KLLA0_D00269g,20,17,18
gene-KLLA0_D00275g,589,1691,1872
gene-KLLA0_D00330g,768,898,1022
gene-KLLA0_D00352g,105,111,124
gene-KLLA0_D00374g,295,240,240
gene-KLLA0_D00396g,1199,733,807
gene-KLLA0_D00418g,312,490,492
gene-KLLA0_D00440g,856,959,1053
gene-KLLA0_D00462g,1973,2142,2381
gene-KLLA0_D00484g,929,2017,2010
gene-KLLA0_D00506g,147,114,112
gene-KLLA0_D00528g,1379,1157,1260
gene-KLLA0_D00550g,2828,3962,4368
gene-KLLA0_D00572g,2,1,2
gene-KLLA0_D00594g,178,565,669
gene-KLLA0_D00616g,782,863,1002
gene-KLLA0_D00638g,2336,876,865
gene-KLLA0_D00660g,317,70,68
gene-KLLA0_D00682g,313,192,276
gene-KLLA0_D00704g,2991,606,740
gene-KLLA0_D00726g,1221,576,528
gene-KLLA0_D00748g,3072,2086,2218
gene-KLLA0_D00792g,1696,1926,2082
gene-KLLA0_D00814g,1400,790,1020
gene-KLLA0_D00836g,6266,3770,4561
gene-KLLA0_D00858g,2837,2415,2936
gene-KLLA0_D00880g,64,53,65
gene-KLLA0_D00902g,10372,6628,7447
gene-KLLA0_D00935r,0,0,0
gene-KLLA0_D00979g,25811,13048,14821
gene-KLLA0_D01001g,568,234,242
gene-KLLA0_D01023g,1136,725,964
gene-KLLA0_D01045g,954,732,645
gene-KLLA0_D01067g,1589,952,1174
gene-KLLA0_D01089g,1818,754,898
gene-KLLA0_D01111g,906,590,696
gene-KLLA0_D01133g,961,629,657
gene-KLLA0_D01155g,5236,3272,4250
gene-KLLA0_D01177r,0,0,0
gene-KLLA0_D01221g,2232,1698,1753
gene-KLLA0_D01243g,3229,586,630
gene-KLLA0_D01265g,2582,1296,1640
gene-KLLA0_D01287g,1860,486,543
gene-KLLA0_D01309g,1157,950,1116
gene-KLLA0_D01331g,2413,1115,1311
gene-KLLA0_D01364r,0,0,0
gene-KLLA0_D01386g,264,163,167
gene-KLLA0_D01408g,594,961,1146
gene-KLLA0_D01430g,485,401,536
gene-KLLA0_D01452g,2577,3317,3039
gene-KLLA0_D01485g,3233,3096,2896
gene-KLLA0_D01507g,1791,1966,2273
gene-KLLA0_D01529g,1512,1481,1868
gene-KLLA0_D01551g,3006,4233,5205
gene-KLLA0_D01573g,2054,965,1075
gene-KLLA0_D01595g,1796,1093,1172
gene-KLLA0_D01617g,1767,1398,1427
gene-KLLA0_D01639g,5358,5626,6660
gene-KLLA0_D01661g,204,261,317
gene-KLLA0_D01683g,1074,1294,1112
gene-KLLA0_D01705g,3170,1574,1603
gene-KLLA0_D01727r,0,0,0
gene-KLLA0_D01771g,1851,2694,3584
gene-KLLA0_D01793g,2921,1829,2006
gene-KLLA0_D01815g,806,609,587
gene-KLLA0_D01837g,1043,908,936
gene-KLLA0_D01859g,3668,3058,3164
gene-KLLA0_D01881g,415,240,256
gene-KLLA0_D01903g,2691,2505,3264
gene-KLLA0_D01925g,1106,1061,1228
gene-KLLA0_D01947g,864,674,779
gene-KLLA0_D01958g,1648,896,950
gene-KLLA0_D01980g,333,192,205
gene-KLLA0_D02002g,6468,899,1414
gene-KLLA0_D02024g,3011,1867,1974
gene-KLLA0_D02046g,1018,1502,2000
gene-KLLA0_D02068g,188,22,22
gene-KLLA0_D02090g,1392,1299,1471
gene-KLLA0_D02112g,34,6,10
gene-KLLA0_D02134g,3008,3311,3581
gene-KLLA0_D02156g,2386,1710,1896
gene-KLLA0_D02178g,613,506,524
gene-KLLA0_D02200g,462,362,372
gene-KLLA0_D02222g,1989,539,685
gene-KLLA0_D02244g,4606,3031,3275
gene-KLLA0_D02266g,1363,660,768
gene-KLLA0_D02288g,1701,1400,1499
gene-KLLA0_D02310g,2950,3728,4120
gene-KLLA0_D02332g,5,7,4
gene-KLLA0_D02354g,125,280,274
gene-KLLA0_D02376g,2014,1334,1873
gene-KLLA0_D02398g,4597,5525,5732
gene-KLLA0_D02420g,7,7,4
gene-KLLA0_D02442g,6277,4139,3873
gene-KLLA0_D02464g,2386,452,549
gene-KLLA0_D02486g,792,737,901
gene-KLLA0_D02508g,500,677,726
gene-KLLA0_D02530g,4935,3876,4342
gene-KLLA0_D02552g,2044,1785,1829
gene-KLLA0_D02574g,1026,719,931
gene-KLLA0_D02596g,847,297,362
gene-KLLA0_D02618g,1823,1387,1378
gene-KLLA0_D02640g,1259,742,876
gene-KLLA0_D02662r,0,0,0
gene-KLLA0_D02684g,1693,855,1161
gene-KLLA0_D02706g,7724,4953,5626
gene-KLLA0_D02728g,557,362,354
gene-KLLA0_D02750g,360,300,297
gene-KLLA0_D02772g,818,823,876
gene-KLLA0_D02794g,2258,1282,1532
gene-KLLA0_D02816g,1317,818,1096
gene-KLLA0_D02838g,1069,1111,1347
gene-KLLA0_D02860g,1736,2805,2995
gene-KLLA0_D02882g,3287,1665,1825
gene-KLLA0_D02904g,225,116,157
gene-KLLA0_D02926g,1436,1641,1870
gene-KLLA0_D02948g,514,778,845
gene-KLLA0_D02970g,507,315,391
gene-KLLA0_D02992g,739,351,436
gene-KLLA0_D03014g,78,28,16
gene-KLLA0_D03036g,1339,1703,1966
gene-KLLA0_D03058g,1808,1004,1096
gene-KLLA0_D03080r,0,0,0
gene-KLLA0_D03102r,0,0,0
gene-KLLA0_D03124r,0,0,0
gene-KLLA0_D03146g,1009,505,656
gene-KLLA0_D03168g,3365,3694,3839
gene-KLLA0_D03190g,7138,3307,3897
gene-KLLA0_D03212g,411,1035,1161
gene-KLLA0_D03234g,268,247,362
gene-KLLA0_D03256g,724,1123,1075
gene-KLLA0_D03278g,380,403,374
gene-KLLA0_D03322g,1768,1580,1341
gene-KLLA0_D03333g,1,0,1
gene-KLLA0_D03344g,397,484,557
gene-KLLA0_D03366g,590,234,365
gene-KLLA0_D03388g,1399,902,971
gene-KLLA0_D03399r,0,0,0
gene-KLLA0_D03410g,93,9905,11425
gene-KLLA0_D03421r,0,0,0
gene-KLLA0_D03432g,8857,4315,4496
gene-KLLA0_D03454g,1171,827,889
gene-KLLA0_D03476g,4420,9623,9759
gene-KLLA0_D03498g,2356,1390,1474
gene-KLLA0_D03520g,973,377,467
gene-KLLA0_D03542g,5663,3535,3829
gene-KLLA0_D03564r,0,0,0
gene-KLLA0_D03608g,2501,5322,6797
gene-KLLA0_D03630g,1660,2256,2479
gene-KLLA0_D03652g,1910,1972,2302
gene-KLLA0_D03674g,715,660,712
gene-KLLA0_D03696g,2758,2453,3244
gene-KLLA0_D03718g,862,668,808
gene-KLLA0_D03740g,150,132,145
gene-KLLA0_D03751g,263,131,176
gene-KLLA0_D03773g,275,264,387
gene-KLLA0_D03795g,284,220,252
gene-KLLA0_D03817g,300,458,493
gene-KLLA0_D03839g,4600,6101,7447
gene-KLLA0_D03861g,2218,904,1057
gene-KLLA0_D03883g,902,902,958
gene-KLLA0_D03905g,418,258,344
gene-KLLA0_D03927g,603,249,351
gene-KLLA0_D03949g,522,391,464
gene-KLLA0_D03971g,67,62,80
gene-KLLA0_D03993r,0,0,0
gene-KLLA0_D04037g,1450,1032,1125
gene-KLLA0_D04059g,2195,2188,2365
gene-KLLA0_D04092g,2189,838,944
gene-KLLA0_D04114g,3878,3985,4935
gene-KLLA0_D04136g,2291,1597,1878
gene-KLLA0_D04158g,586,1777,1520
gene-KLLA0_D04181g,0,0,0
gene-KLLA0_D04202g,896,1283,1555
gene-KLLA0_D04224g,12577,5834,7051
gene-KLLA0_D04246r,0,0,0
gene-KLLA0_D04334g,899,721,959
gene-KLLA0_D04356g,842,438,480
gene-KLLA0_D04378g,370,460,517
gene-KLLA0_D04400g,1290,722,943
gene-KLLA0_D04422g,4218,3046,3063
gene-KLLA0_D04444g,8958,13506,16030
gene-KLLA0_D04466g,605,343,391
gene-KLLA0_D04488g,8185,6223,6769
gene-KLLA0_D04510g,2375,1467,1903
gene-KLLA0_D04532g,578,552,612
gene-KLLA0_D04554g,5297,2748,3078
gene-KLLA0_D04576g,495,346,375
gene-KLLA0_D04598g,2475,1307,1420
gene-KLLA0_D04620r,0,0,0
gene-KLLA0_D04664g,2445,1196,1217
gene-KLLA0_D04686g,621,778,940
gene-KLLA0_D04708g,2758,2284,2252
gene-KLLA0_D04730r,0,0,0
gene-KLLA0_D04752g,645,254,267
gene-KLLA0_D04774g,1626,907,870
gene-KLLA0_D04796g,2035,6418,7446
gene-KLLA0_D04818g,4910,1550,1654
gene-KLLA0_D04840g,968,713,759
gene-KLLA0_D04862g,389,1062,1015
gene-KLLA0_D04884g,485,998,1212
gene-KLLA0_D04906g,3139,3331,3803
gene-KLLA0_D04928g,3801,2897,3477
gene-KLLA0_D04950g,647,1065,1371
gene-KLLA0_D04972g,307,282,326
gene-KLLA0_D04994g,2373,1644,1634
gene-KLLA0_D05016g,2088,2995,3408
gene-KLLA0_D05038g,1260,626,817
gene-KLLA0_D05060g,1543,1137,1411
gene-KLLA0_D05082g,1888,3441,5078
gene-KLLA0_D05115g,406,16886,19380
gene-KLLA0_D05137g,3031,5664,6320
gene-KLLA0_D05159g,935,626,674
gene-KLLA0_D05181g,53,3917,4299
gene-KLLA0_D05203g,164,345,500
gene-KLLA0_D05225g,1131,743,780
gene-KLLA0_D05247g,320,1420,1479
gene-KLLA0_D05269g,4796,3610,4026
gene-KLLA0_D05291g,1355,1298,1242
gene-KLLA0_D05313g,3925,2509,3164
gene-KLLA0_D05335g,951,693,943
gene-KLLA0_D05357g,52960,36791,45567
gene-KLLA0_D05379g,246,102,86
gene-KLLA0_D05401g,1229,1021,1200
gene-KLLA0_D05423g,313,605,705
gene-KLLA0_D05445g,126,244,262
gene-KLLA0_D05467g,1949,3022,3392
gene-KLLA0_D05489g,1493,1679,1863
gene-KLLA0_D05511g,1479,2434,2919
gene-KLLA0_D05533g,1321,1878,1999
gene-KLLA0_D05555g,1365,982,1083
gene-KLLA0_D05577g,14,135,171
gene-KLLA0_D05599g,1000,512,588
gene-KLLA0_D05621g,273,508,707
gene-KLLA0_D05643g,2645,20626,25760
gene-KLLA0_D05709g,6637,4097,5580
gene-KLLA0_D05731g,553,406,571
gene-KLLA0_D05753g,2381,2191,2925
gene-KLLA0_D05775g,984,803,951
gene-KLLA0_D05797g,1123,997,1109
gene-KLLA0_D05819g,1312,700,848
gene-KLLA0_D05841g,297,147,200
gene-KLLA0_D05863g,2807,2135,2593
gene-KLLA0_D05885g,1737,993,1068
gene-KLLA0_D05907g,3116,470,560
gene-KLLA0_D05929g,12122,5814,7151
gene-KLLA0_D05951g,1649,983,1008
gene-KLLA0_D05973g,116,343,384
gene-KLLA0_D05995g,459,232,289
gene-KLLA0_D06017g,2036,1644,1824
gene-KLLA0_D06039g,1256,784,971
gene-KLLA0_D06061g,1534,1322,1561
gene-KLLA0_D06083g,172,76,95
gene-KLLA0_D06105g,7681,10486,11834
gene-KLLA0_D06127g,950,682,776
gene-KLLA0_D06149g,652,579,666
gene-KLLA0_D06171g,2356,1672,1788
gene-KLLA0_D06193g,310,81,71
gene-KLLA0_D06215g,3119,755,1010
gene-KLLA0_D06237g,2223,3134,3501
gene-KLLA0_D06259g,3316,2027,2273
gene-KLLA0_D06281g,2891,1450,1477
gene-KLLA0_D06303g,572,358,448
gene-KLLA0_D06336r,0,0,0
gene-KLLA0_D06380g,8873,3045,3295
gene-KLLA0_D06402g,3404,731,838
gene-KLLA0_D06424g,26705,19095,22474
gene-KLLA0_D06446g,2214,1081,1137
gene-KLLA0_D06479g,13428,436,481
gene-KLLA0_D06501g,454,290,331
gene-KLLA0_D06523g,1253,578,550
gene-KLLA0_D06545r,0,0,0
gene-KLLA0_D06567g,2979,678,745
gene-KLLA0_D06589g,295,190,284
gene-KLLA0_D06611g,2096,1355,1241
gene-KLLA0_D06633g,1564,1917,2030
gene-KLLA0_D06655g,5332,1763,2060
gene-KLLA0_D06677g,1937,1914,1905
gene-KLLA0_D06699g,31,63,106
gene-KLLA0_D06721g,2776,1740,2038
gene-KLLA0_D06765g,266,170,214
gene-KLLA0_D06787g,1545,588,674
gene-KLLA0_D06809g,136,75,77
gene-KLLA0_D06831g,1851,1435,1751
gene-KLLA0_D06853g,369,500,715
gene-KLLA0_D06875g,882,921,992
gene-KLLA0_D06897g,1652,1646,1870
gene-KLLA0_D06919g,1055,1079,1235
gene-KLLA0_D06941g,746,32782,38829
gene-KLLA0_D06963g,33,23,43
gene-KLLA0_D06985g,706,879,933
gene-KLLA0_D07007g,491,708,774
gene-KLLA0_D07029g,758,455,441
gene-KLLA0_D07051g,304,391,460
gene-KLLA0_D07073g,673,4812,5950
gene-KLLA0_D07095g,676,468,485
gene-KLLA0_D07117g,2205,953,1035
gene-KLLA0_D07139g,346,666,889
gene-KLLA0_D07161g,1979,705,855
gene-KLLA0_D07216g,5693,3126,3307
gene-KLLA0_D07238g,518,226,229
gene-KLLA0_D07260g,729,396,472
gene-KLLA0_D07282g,1929,1158,1401
gene-KLLA0_D07304g,1625,1105,980
gene-KLLA0_D07326g,459,862,1172
gene-KLLA0_D07348g,1327,1251,1248
gene-KLLA0_D07370g,689,231,316
gene-KLLA0_D07405g,196,8263,12359
gene-KLLA0_D07408r,20,26,38
gene-KLLA0_D07414g,746,633,782
gene-KLLA0_D07436g,242,247,244
gene-KLLA0_D07458g,538,565,695
gene-KLLA0_D07480g,3474,3662,4564
gene-KLLA0_D07502g,1729,2013,2333
gene-KLLA0_D07524g,629,616,808
gene-KLLA0_D07546g,1170,1495,1604
gene-KLLA0_D07568g,1892,2754,3362
gene-KLLA0_D07579g,332,135,139
gene-KLLA0_D07590g,1939,1885,2123
gene-KLLA0_D07612g,511,842,1041
gene-KLLA0_D07634g,31348,30046,40667
gene-KLLA0_D07656g,1432,774,831
gene-KLLA0_D07678g,38,33,64
gene-KLLA0_D07700g,1092,602,715
gene-KLLA0_D07722g,429,240,304
gene-KLLA0_D07744g,628,713,813
gene-KLLA0_D07766g,601,671,568
gene-KLLA0_D07788g,606,609,624
gene-KLLA0_D07810g,1158,2208,2008
gene-KLLA0_D07832g,179,10023,13762
gene-KLLA0_D07854g,962,984,1246
gene-KLLA0_D07876g,28,26,23
gene-KLLA0_D07898g,2058,3086,3654
gene-KLLA0_D07920g,561,429,520
gene-KLLA0_D07942g,2867,1745,1720
gene-KLLA0_D07964g,1204,681,768
gene-KLLA0_D07986g,1075,1054,1110
gene-KLLA0_D08008g,213,323,342
gene-KLLA0_D08030g,1922,1996,2388
gene-KLLA0_D08052g,2216,2093,2588
gene-KLLA0_D08074g,271,430,544
gene-KLLA0_D08096g,431,2360,2746
gene-KLLA0_D08118g,2908,1183,1207
gene-KLLA0_D08140r,0,0,0
gene-KLLA0_D08184g,10599,5995,6891
gene-KLLA0_D08206g,461,634,698
gene-KLLA0_D08239g,458,599,689
gene-KLLA0_D08261g,1400,1607,1930
gene-KLLA0_D08283g,1077,1544,1873
gene-KLLA0_D08305g,484,23247,31333
gene-KLLA0_D08327g,1280,1217,1422
gene-KLLA0_D08349g,771,717,843
gene-KLLA0_D08371g,286,653,763
gene-KLLA0_D08393g,618,743,644
gene-KLLA0_D08415g,3303,3581,3376
gene-KLLA0_D08437g,372,473,598
gene-KLLA0_D08459g,1425,1167,1257
gene-KLLA0_D08481g,13886,6131,7233
gene-KLLA0_D08503g,358,354,365
gene-KLLA0_D08514g,395,449,527
gene-KLLA0_D08536g,261,311,405
gene-KLLA0_D08558g,281,219,284
gene-KLLA0_D08580g,2591,3603,4361
gene-KLLA0_D08624g,3234,1925,1809
gene-KLLA0_D08646g,5955,543,536
gene-KLLA0_D08668g,447,802,848
gene-KLLA0_D08690g,511,605,686
gene-KLLA0_D08712g,3569,10038,11692
gene-KLLA0_D08734g,358,628,640
gene-KLLA0_D08767r,0,0,0
gene-KLLA0_D08789g,18,7,17
gene-KLLA0_D08811g,242,114,155
gene-KLLA0_D08833g,0,0,0
gene-KLLA0_D08844r,0,0,0
gene-KLLA0_D08866g,5174,6315,7932
gene-KLLA0_D08888g,994,594,689
gene-KLLA0_D08910g,162,232,296
gene-KLLA0_D08932g,4786,4887,5432
gene-KLLA0_D08954g,1459,1054,1323
gene-KLLA0_D08976g,518,388,405
gene-KLLA0_D08998g,1141,797,876
gene-KLLA0_D09020g,1853,2274,2674
gene-KLLA0_D09042g,488,619,771
gene-KLLA0_D09064g,834,749,978
gene-KLLA0_D09086g,599,338,453
gene-KLLA0_D09108g,591,488,546
gene-KLLA0_D09130g,693,364,421
gene-KLLA0_D09152g,14532,9651,11935
gene-KLLA0_D09174g,702,1126,1188
gene-KLLA0_D09196g,1582,1956,2023
gene-KLLA0_D09218g,67,1,3
gene-KLLA0_D09240g,2331,2346,2085
gene-KLLA0_D09262g,2032,1769,1858
gene-KLLA0_D09284g,192,138,153
gene-KLLA0_D09306g,3016,3357,3380
gene-KLLA0_D09328g,1289,1261,1332
gene-KLLA0_D09350g,4100,3699,3889
gene-KLLA0_D09372r,0,0,1
gene-KLLA0_D09394g,874,906,1013
gene-KLLA0_D09416g,129,103,104
gene-KLLA0_D09438g,404,231,314
gene-KLLA0_D09460g,861,462,577
gene-KLLA0_D09482g,650,693,766
gene-KLLA0_D09504g,654,875,903
gene-KLLA0_D09526g,355,187,199
gene-KLLA0_D09559g,15387,3724,4277
gene-KLLA0_D09581g,751,1185,1146
gene-KLLA0_D09603g,2557,1259,1337
gene-KLLA0_D09625g,290,409,434
gene-KLLA0_D09647g,613,479,514
gene-KLLA0_D09669g,376,151,208
gene-KLLA0_D09691g,1949,922,1123
gene-KLLA0_D09713g,239,262,251
gene-KLLA0_D09735g,222,849,989
gene-KLLA0_D09757g,727,1025,1207
gene-KLLA0_D09779g,2002,3211,3605
gene-KLLA0_D09801g,2145,1394,1632
gene-KLLA0_D09823r,0,0,0
gene-KLLA0_D09845r,0,0,0
gene-KLLA0_D09867g,2106,1659,1881
gene-KLLA0_D09889g,203,570,598
gene-KLLA0_D09911g,448,477,554
gene-KLLA0_D09933g,611,397,512
gene-KLLA0_D09955g,802,503,604
gene-KLLA0_D09977g,587,341,387
gene-KLLA0_D09999g,2819,1397,1715
gene-KLLA0_D10021g,1715,1012,1179
gene-KLLA0_D10043g,1359,1376,1410
gene-KLLA0_D10065g,3804,2778,3360
gene-KLLA0_D10109g,36347,22094,26706
gene-KLLA0_D10131g,578,435,537
gene-KLLA0_D10153g,594,326,351
gene-KLLA0_D10175g,3250,600,654
gene-KLLA0_D10197g,1393,1007,1157
gene-KLLA0_D10219g,428,637,806
gene-KLLA0_D10241g,8022,3059,3523
gene-KLLA0_D10263g,549,699,744
gene-KLLA0_D10285g,792,805,982
gene-KLLA0_D10307g,329,256,221
gene-KLLA0_D10329g,338,314,355
gene-KLLA0_D10351g,1263,1770,2085
gene-KLLA0_D10373g,3169,1669,1880
gene-KLLA0_D10395g,705,221,238
gene-KLLA0_D10417g,56,73,104
gene-KLLA0_D10439g,38289,16340,20213
gene-KLLA0_D10461g,2877,2330,2686
gene-KLLA0_D10483g,1713,1462,1651
gene-KLLA0_D10505g,2965,12444,14371
gene-KLLA0_D10527g,802,761,811
gene-KLLA0_D10549g,1369,965,1097
gene-KLLA0_D10571g,4077,7768,8996
gene-KLLA0_D10593g,616,629,605
gene-KLLA0_D10615g,554,586,714
gene-KLLA0_D10637g,581,331,368
gene-KLLA0_D10659g,318,21790,26880
gene-KLLA0_D10681g,438,598,672
gene-KLLA0_D10703g,39307,24797,29201
gene-KLLA0_D10736g,5534,5282,6525
gene-KLLA0_D10758g,628,647,742
gene-KLLA0_D10780g,348,276,338
gene-KLLA0_D10802g,1304,1135,1345
gene-KLLA0_D10824g,4454,2567,2853
gene-KLLA0_D10846g,1955,3233,3450
gene-KLLA0_D10868g,1162,2261,2994
gene-KLLA0_D10890g,5133,5934,7132
gene-KLLA0_D10912g,666,585,666
gene-KLLA0_D10934g,107,135,132
gene-KLLA0_D10956g,2373,1851,2135
gene-KLLA0_D10978g,446,335,371
gene-KLLA0_D11000g,20245,6569,8080
gene-KLLA0_D11022g,3993,1599,1756
gene-KLLA0_D11044g,2976,4475,4716
gene-KLLA0_D11066g,8694,352,343
gene-KLLA0_D11088g,7126,180,226
gene-KLLA0_D11110g,2359,1847,2160
gene-KLLA0_D11132g,524,310,416
gene-KLLA0_D11143g,704,270,370
gene-KLLA0_D11154g,12410,8895,10484
gene-KLLA0_D11176r,0,0,0
gene-KLLA0_D11198g,1754,1713,1932
gene-KLLA0_D11200r,0,0,0
gene-KLLA0_D11203r,0,0,0
gene-KLLA0_D11206r,0,0,0
gene-KLLA0_D11209r,0,0,0
gene-KLLA0_D11211r,0,0,0
gene-KLLA0_D11214r,0,0,1
gene-KLLA0_D11217r,0,0,0
gene-KLLA0_D11220g,474,522,521
gene-KLLA0_D11242g,11101,20349,24512
gene-KLLA0_D11264g,399,239,239
gene-KLLA0_D11286g,975,885,975
gene-KLLA0_D11308g,1319,754,877
gene-KLLA0_D11330g,2951,1131,1301
gene-KLLA0_D11352g,35668,40867,52086
gene-KLLA0_D11374g,1571,789,1013
gene-KLLA0_D11396g,7012,5044,5747
gene-KLLA0_D11418g,499,218,265
gene-KLLA0_D11440g,1321,486,617
gene-KLLA0_D11462g,1042,411,406
gene-KLLA0_D11484g,6250,4165,4885
gene-KLLA0_D11506g,3876,1996,2473
gene-KLLA0_D11528g,968,652,791
gene-KLLA0_D11550g,1181,1021,1191
gene-KLLA0_D11572g,1129,849,861
gene-KLLA0_D11594g,3080,1644,2052
gene-KLLA0_D11638g,670,366,367
gene-KLLA0_D11660g,3945,7686,8329
gene-KLLA0_D11682g,85,25,31
gene-KLLA0_D11704g,1878,884,1123
gene-KLLA0_D11726g,62,48,47
gene-KLLA0_D11748g,1211,958,1080
gene-KLLA0_D11770g,643,242,245
gene-KLLA0_D11792g,756,1189,1329
gene-KLLA0_D11814g,543,401,350
gene-KLLA0_D11836g,188,200,265
gene-KLLA0_D11858g,1214,1235,1236
gene-KLLA0_D11880g,796,1011,1110
gene-KLLA0_D11902g,325,233,274
