gene_id,t0015,t0030,t0045,t0060,t0090,t0120,t0150,t0180,t0210,t0240,t0360,t0480
KLLA0_A00550g,-1.963425278847324,-2.26299311751691,0,0,0,0,0,1.0068243102122885,0,0,1.0183062146090065,0
KLLA0_A00594g,0,0,0,0,0,0,0,0,0,0,0,-1.069459547128587
KLLA0_A00616g,0,1.1782809191336148,0,0,-2.193469897135565,-3.8119718434089944,-4.174564896370017,-3.820480875746196,-3.791606456028688,-3.580216241238092,-3.185907979079959,-3.0684253643579655
KLLA0_A00660g,-1.9700725440480744,-3.0037452251373833,-1.8799264193822585,0,0,1.2751528898187188,1.2689390660478874,1.3532442970395342,1.333341418430698,1.3624015702152676,1.3438077809962408,1.5260039576714242
KLLA0_A00682g,0,1.0380639975854884,0,0,0,0,0,-1.0548706469173832,-1.1171763579090086,-1.0944304698572211,-1.1607261644552993,-1.2467177845936082
KLLA0_A00935g,0,1.4927647494037264,0,0,0,0,0,0,0,0,0,0
KLLA0_A01001g,0,0,0,0,0,0,0,0,-1.1405937771261916,-1.1697426306141712,-1.5475054605673042,-1.915960389155009
KLLA0_A01089g,0,0,0,0,0,0,0,0,0,1.06640218575078,1.2082278237149997,1.2520361030578104
KLLA0_A01199g,0,1.8201971313057057,1.7935078592857632,0,0,0,0,0,0,0,0,0
KLLA0_A01221g,-1.479090798340092,-2.027253415570447,0,0,0,0,0,0,0,0,0,0
KLLA0_A01309g,0,0,0,0,0,0,0,1.326751081549869,0,1.4964960580116384,2.6124327978991055,2.5317229403191464
KLLA0_A01320g,0,-1.4120799357800409,0,0,0,0,0,1.1089008199479846,1.0748088827241058,1.1093231534423549,1.1254455563820476,1.0387461288922513
KLLA0_A01408g,-2.681276426912611,-2.357051808039244,0,0,1.38308226285453,1.428323086741174,1.6056766561137894,1.6284220984637454,1.5831923827920662,1.6373448292715085,1.6231839161664552,1.5858395043502145
KLLA0_A01452g,0,1.620302586980088,1.1869057130086904,0,-1.2417146096112746,0,0,0,0,0,0,0
KLLA0_A01573g,0,0,0,0,0,0,-1.0086688363843672,0,0,0,0,0
KLLA0_A01606g,0,0,0,0,0,1.003459083589637,0,0,0,0,0,0
KLLA0_A01694g,-1.0349458577688702,3.5741978602302433,4.51911672752294,4.0987887386288016,3.933740394180683,4.02353487236909,4.133652875683339,4.202114129361278,4.285177836209174,4.4026361041232285,4.616341309200402,4.684747846693608
KLLA0_A01738g,0,0,0,0,0,-1.012328342152141,-1.1241292141757884,-1.2394813426565645,-1.265576855626704,-1.3111235021780885,-1.3155179033114313,-1.452056322611086
KLLA0_A01760g,0,0,0,0,0,0,1.086231764018862,1.1726788690971346,1.3144364012524188,1.4027898326134935,1.493838053217607,1.6670973787267838
KLLA0_A01804g,0,0,0,0,0,0,0,0,0,0,0,1.0653595542279464
KLLA0_A01848g,1.3235660516837748,1.019176826458239,0,0,0,1.6399510274581024,1.9910610639768904,2.1310724007005466,2.0313410540406465,2.07764549573055,2.1964340654031953,2.474726610852651
KLLA0_A01903g,0,1.287322245104755,0,0,-3.259971845535891,-6.031391677777771,-6.254097938583634,-6.5122606302082175,-6.223107383052596,-6.112208284610254,-5.13244289834544,-4.762340688971896
KLLA0_A01947g,1.0433727043598124,0,0,0,0,0,0,0,0,0,0,0
KLLA0_A01991g,0,-1.1445271472895373,0,0,0,0,0,0,0,0,0,0
KLLA0_A02013g,-1.1465781195376332,-2.4122125544974184,-1.6862510232279166,0,0,0,0,0,0,0,0,0
KLLA0_A02035g,0,1.2650598191339255,0,0,0,-1.2733546799891005,-1.2802673365489547,-1.2525470898662052,-1.2008598660290053,-1.1173407579915715,-1.0212109717324314,0
KLLA0_A02079g,1.1826080461101809,1.9194062381612984,0,-1.512500807138938,-1.2837834232303895,0,0,0,0,0,0,0
KLLA0_A02123g,0,-2.374061204314751,-1.441664207439035,0,0,0,0,0,0,0,0,0
KLLA0_A02233g,0,0,0,1.0879928182065275,1.042929779039673,0,0,0,0,0,0,0
KLLA0_A02277g,0,1.3154654774721632,0,0,-1.1233021752684598,-1.411473273380007,-1.5339787677460794,-1.450575174619671,-1.5506676358603284,-1.3250698831352437,-1.109883411806491,-1.0660145174801314
KLLA0_A02343g,0,0,0,0,0,-1.1116701152790618,-1.2216838096201192,-1.060864926442287,0,0,0,0
KLLA0_A02365g,0,-1.9376959809522896,0,0,1.023041102317393,0,1.0703057053674858,0,0,0,0,0
KLLA0_A02387g,0,0,0,0,0,2.930678591870665,3.4352706346854385,3.684241652118121,3.7014547688354895,3.7374960180519703,3.874642858536532,4.015850947577197
KLLA0_A02475g,0,-3.1191256368865252,-1.353768753608272,0,0,0,0,0,0,0,0,0
KLLA0_A02563g,0,0,0,0,1.4560944497195958,2.2011434252664293,2.4745108836707,2.3952294254452053,2.483852757980277,2.4355999235465022,2.4007022343305184,2.6333796677183643
KLLA0_A02585g,0,-1.0582821450876716,0,0,0,0,0,0,0,0,0,0
KLLA0_A02629g,-1.911399487865888,-2.841501695668599,-1.8880870301216648,0,0,0,0,0,1.0871547687948695,1.313825476646099,1.6860462981142283,1.7386521518775349
KLLA0_A02673g,0,0,0,-1.016127576275235,-2.4448257290221935,-2.3924624713904152,-2.116961795032134,-2.046917007989611,-1.9806944058767624,-1.9015710373255592,-1.6886509111724113,-1.3684548962723877
KLLA0_A02717g,-1.7177146603286253,-2.426258818334222,-1.0268139046019034,0,0,1.2020473724245917,1.5219631209991915,1.7281480404935712,1.8306230804136876,1.963321567023899,2.193645527817087,2.2643746958194475
KLLA0_A02739g,-1.476247662379688,0,0,0,0,0,0,0,0,0,0,0
KLLA0_A02761g,0,1.0686236814870576,0,0,0,0,0,0,0,0,-1.0868930068659974,0
KLLA0_A02893g,0,0,0,0,0,0,0,0,0,0,-1.5109994850253077,-1.972365648825396
