tx	gene_id	Klac.t0000.b1.L001	Klac.t0000.b1.L002	Klac.t0000.b2.L001	Klac.t0000.b2.L002	Klac.t0015.b3.L001	Klac.t0015.b3.L002	Klac.t0015.b4.L001	Klac.t0015.b4.L002	Klac.t0030.b3.L001	Klac.t0030.b3.L002	Klac.t0030.b4.L001	Klac.t0030.b4.L002	Klac.t0045.b3.L001	Klac.t0045.b3.L002	Klac.t0045.b4.L001	Klac.t0045.b4.L002	Klac.t0060.b3.L001	Klac.t0060.b3.L002	Klac.t0060.b4.L001	Klac.t0060.b4.L002	Klac.t0090.b3.L001	Klac.t0090.b3.L002	Klac.t0090.b4.L001	Klac.t0090.b4.L002	Klac.t0120.b4.L001	Klac.t0120.b4.L002	Klac.t0150.b1.L001	Klac.t0150.b1.L002	Klac.t0150.b2.L001	Klac.t0150.b2.L002	Klac.t0180.b3.L001	Klac.t0180.b3.L002	Klac.t0180.b4.L001	Klac.t0180.b4.L002	Klac.t0210.b3.L001	Klac.t0210.b3.L002	Klac.t0210.b4.L001	Klac.t0210.b4.L002	Klac.t0240.b3.L001	Klac.t0240.b3.L002	Klac.t0240.b4.L001	Klac.t0240.b4.L002	Klac.t0360.b3.L001	Klac.t0360.b3.L002	Klac.t0360.b4.L001	Klac.t0360.b4.L002	Klac.t0480.b3.L001	Klac.t0480.b3.L002	Klac.t0480.b4.L001	Klac.t0480.b4.L002
rna-XM_451050.1	gene-KLLA0_A01155g	54.479989	54.672141	51.419694	52.826713	38.419526	39.064573	34.236342	33.274434	42.209573	39.155382	39.034463	39.81229	53.522069	52.404275	58.692257	55.560675	78.657037	80.771138	80.814712	84.061409	84.46495	82.554512	84.69796	90.253447	83.782787	83.358171	73.562016	75.645607	76.285567	80.736994	73.894507	73.382465	74.790136	82.528946	77.596691	79.853422	81.14881	77.900391	79.86863	82.855453	78.333232	78.999803	92.946805	93.255955	81.341851	80.314084	90.369921	90.110038	98.483946	95.83591
rna-XM_451051.1	gene-KLLA0_A01177g	87.196653	89.394723	88.214529	91.822404	72.149043	80.505766	77.195548	78.841416	83.242111	81.56414	80.097614	81.033708	79.143265	90.303544	87.19551	90.288917	129.183883	134.290305	131.460483	134.610016	155.171861	147.228197	152.909124	145.107387	150.091583	153.051026	129.163847	129.074593	142.556499	137.756982	123.742906	123.068779	126.713014	132.193334	126.396417	128.926316	129.004237	122.305396	125.371219	115.878538	120.158554	122.295643	112.86233	116.00595	102.938184	102.114363	99.10383	98.935604	107.132158	105.656112
rna-XM_451052.1	gene-KLLA0_A01199g	917.537475	926.761436	861.509144	842.271992	1000.513845	1009.69171	954.225263	949.048668	2420.392592	2376.297646	2391.926435	2425.760252	2919.722512	2926.860926	2596.728756	2610.277656	1722.531411	1692.386878	1650.180873	1637.500035	706.507482	727.326681	732.860654	724.101838	805.832236	792.890372	918.484624	900.254862	919.424011	907.468268	881.004828	899.38364	926.921649	936.69138	978.042506	969.494488	955.651197	964.884608	963.833494	1000.303011	946.827813	940.47138	943.211519	928.917199	778.98156	769.531813	719.827159	713.725939	791.541965	812.451894
rna-XM_451053.1	gene-KLLA0_A01221g	43.255723	38.744089	41.315203	38.201019	15.592895	14.688609	12.164625	12.121457	8.469592	7.544845	6.209848	7.810517	16.980616	18.650896	21.809381	21.256997	56.709641	56.103825	58.268162	58.072703	81.117458	83.790901	85.897552	86.858832	94.61463	97.543072	94.901212	87.043343	94.264832	93.552206	91.792647	91.495977	96.545854	90.622321	91.190104	93.994488	93.210188	96.420897	91.935142	93.258897	95.226911	94.364936	93.239522	97.029278	89.318607	86.028947	89.671234	90.009247	89.675785	93.366304
rna-XM_451054.2	gene-KLLA0_A01287g	113.847443	89.623315	102.469268	98.451205	72.473994	78.9857	77.57229	86.422817	57.897012	71.731744	65.218639	76.745574	69.383057	67.973367	66.303861	84.231702	145.747124	153.141168	108.265268	121.081627	156.669214	154.844347	178.308227	155.767175	159.269586	143.493802	181.88016	152.266904	142.826298	118.847376	146.363958	152.010446	120.413795	146.565361	126.335259	136.613674	127.832692	115.688164	140.657472	115.243365	128.137153	130.813195	111.434466	109.405497	139.305435	156.334968	82.680945	90.591544	105.049347	102.666655
rna-XM_451055.1	gene-KLLA0_A01297g	56.207422	49.176383	47.158283	58.941642	61.225928	61.967852	60.980895	61.026701	68.845684	63.269283	62.022758	69.991439	66.849809	71.995994	66.854513	54.798537	66.294719	55.84165	47.804558	44.707639	53.478523	61.303627	54.891452	55.678385	41.512233	50.475905	57.492663	46.522956	50.141713	47.557959	55.354182	63.449007	67.385628	54.183332	59.295987	62.346919	59.811626	59.834094	64.235623	66.804045	53.645124	63.670312	69.354914	60.609462	61.636261	57.246886	58.152524	68.691423	64.951628	70.883074
rna-XM_451056.1	gene-KLLA0_A01309g	4.640164	4.356336	3.820228	5.83827	7.886918	5.222952	3.751633	5.55355	5.224265	7.166013	8.393437	7.059988	3.506453	4.499227	3.222541	5.661636	5.700926	5.51352	5.707199	2.863947	6.178354	12.810003	8.441443	9.125964	10.172268	13.761086	13.914841	11.799238	10.236987	19.089558	17.449295	20.847875	15.117147	20.010299	20.246749	20.785385	15.889413	13.316546	17.31196	22.580512	22.356329	19.60295	44.058377	34.837926	41.991503	42.409435	36.605292	41.399002	38.037046	39.059327
rna-XM_451057.1	gene-KLLA0_A01320g	12.927869	14.22603	12.573254	14.693116	10.91466	11.002389	10.204526	10.573152	3.736918	3.55792	4.037284	3.822131	10.345107	10.465244	12.026748	9.839241	23.720592	23.071418	25.43908	25.023832	27.286144	26.983148	29.090382	31.64299	30.127886	32.206983	31.887067	36.926679	32.088566	40.027341	39.738412	43.210908	39.203407	37.117458	35.947503	41.524529	40.605401	37.717339	38.286583	37.683754	42.480554	40.467686	40.429519	43.208687	37.100658	39.770403	38.049984	38.953676	37.144858	35.711182
rna-XM_451058.1	gene-KLLA0_A01342g	49.304816	50.784585	31.631389	33.212307	56.10692	55.446792	48.41566	49.729047	36.539088	36.365232	30.756743	32.642847	38.438698	37.269514	33.931224	33.912653	36.56552	34.825266	35.727636	36.145966	37.94555	35.99366	39.592902	38.264334	41.402775	41.464937	42.018886	41.009627	45.884176	49.742078	45.16157	44.634335	49.716149	46.435839	54.543586	52.964555	51.364797	53.925891	52.99552	54.629982	52.351164	54.641668	62.786804	60.070231	59.036644	61.801635	62.729387	67.282715	68.145308	70.452436
rna-XM_451059.1	gene-KLLA0_A01364g	352.402958	355.90092	347.031219	357.504022	326.97092	310.379432	330.803565	300.457944	444.002972	438.81392	437.923189	433.028332	451.138293	457.865465	461.096785	435.546921	499.927788	491.985353	489.488034	517.733179	477.111572	491.69052	502.739546	506.749823	449.630792	440.84259	438.686155	444.862405	443.46313	465.076063	431.069322	428.963188	463.200118	446.833514	413.735714	419.251722	435.048572	424.790428	395.045469	414.443411	407.095901	404.932999	378.059198	386.546039	392.213967	404.199978	332.008844	340.243881	337.470997	328.780663
rna-XM_451060.1	gene-KLLA0_A01386g	37.145699	36.399538	42.148681	38.736223	32.895608	32.07325	31.116021	32.324452	23.797816	25.2	25.533322	25.80178	24.744666	25.595079	26.541937	24.837195	40.751826	39.390696	40.643821	41.54532	53.258502	49.903091	55.027272	51.444726	56.339776	57.755357	67.67326	58.17128	56.703025	57.265972	59.787801	61.792698	60.968396	62.660559	63.247476	64.656664	56.498583	62.420761	66.271661	59.148043	66.606483	62.484198	64.96083	65.524074	63.384338	64.732182	56.860334	61.258746	55.409951	58.502053
rna-XM_451061.1	gene-KLLA0_A01408g	103.183242	101.576045	111.372754	106.840019	13.912629	15.099591	16.967551	16.326275	15.782846	16.982153	15.944807	14.106574	56.543444	54.698917	69.721174	67.527511	217.321335	216.27712	233.584301	227.243912	334.373319	339.655255	352.922654	346.736481	377.379517	385.131888	439.115346	436.588148	428.963853	455.349692	445.926751	439.650972	435.498345	452.453461	414.062346	447.5051	426.872105	440.391164	438.48813	443.088782	451.238491	462.013253	440.889804	445.383114	438.869443	433.570789	428.128631	402.85121	432.04645	440.261444
rna-XM_451062.1	gene-KLLA0_A01430g	42.936553	40.741458	41.308915	42.741604	32.479191	34.4414	31.751524	31.916316	31.668669	30.710371	32.34957	33.294422	45.24869	46.154429	47.127086	55.31674	60.620181	62.659876	60.040053	57.053681	75.454083	69.270361	76.032514	66.625917	91.013654	90.463832	101.151096	94.340921	101.667342	107.249225	98.602191	97.214088	99.695841	106.054432	100.6448	103.56424	96.354066	95.697016	105.846763	102.354514	102.6943	102.476722	100.477123	107.236343	108.811266	113.867978	92.454142	95.780538	96.812284	97.084365
rna-XM_451063.1	gene-KLLA0_A01452g	239.682298	238.398055	235.947069	230.467167	278.372691	274.176379	273.07102	277.483267	548.413227	550.98503	564.007602	563.489829	508.104925	509.537146	464.485585	452.474453	208.925018	209.126797	212.054243	219.986146	117.49626	117.647699	126.195872	124.595667	161.632084	174.201667	197.889523	205.775855	217.990421	216.8409	207.769563	202.821242	214.149836	219.249237	205.15482	210.06917	203.93842	208.193789	213.075565	231.157663	225.434926	226.750438	239.017434	224.069973	213.589191	215.109594	234.940919	240.614712	244.837934	229.861686
rna-XM_451064.1	gene-KLLA0_A01474g	30.107601	31.9595	18.837283	19.999399	19.611644	18.493401	15.693625	16.322815	19.360552	17.685406	17.641571	17.308096	26.274121	26.966168	26.26218	22.537992	30.996071	29.445549	29.92623	29.870686	36.406712	29.462399	38.902757	38.130065	39.071323	40.171821	45.402365	42.484476	41.722408	43.746458	40.827587	41.045097	44.487394	47.755689	41.093003	47.298354	48.919846	48.302133	48.686179	49.639543	46.844709	54.149168	50.267587	46.061622	48.80562	53.903148	55.203073	50.967033	52.237668	46.371254
rna-XM_451065.1	gene-KLLA0_A01496g	31.069426	34.157737	28.363925	30.175552	24.563497	34.388655	26.075045	27.165468	21.484984	26.923223	24.875033	23.48964	31.274803	24.791987	29.315676	29.818341	44.929361	42.518567	38.831056	39.702476	50.601331	48.535032	62.192618	49.757206	58.912878	51.967447	66.403421	64.083983	64.769215	60.014754	54.586958	62.035803	57.909229	56.554746	54.019677	56.976226	58.409129	61.1805	56.134202	64.05889	50.579331	63.522177	46.521543	49.117964	49.406764	54.202107	37.351446	44.636336	44.19994	43.723848
rna-XM_451066.1	gene-KLLA0_A01518g	54.980243	58.8533	61.633959	59.24612	52.28712	46.838645	56.321512	50.893039	60.716225	60.209723	56.386061	53.76835	70.904975	70.166121	74.962315	74.296033	86.734606	87.788322	90.492495	88.867338	81.59859	83.793187	83.176515	87.845398	76.957295	86.679823	85.237855	88.334735	91.411255	90.214743	84.483582	86.267636	95.732799	83.873352	88.482585	84.237635	89.550874	80.880593	90.074375	93.048637	83.38153	89.35005	77.336172	81.310416	76.886254	73.800296	80.186989	62.957615	69.792146	71.71201
rna-XM_451067.1	gene-KLLA0_A01551g	45.453092	57.873805	50.714748	33.357602	52.148444	50.428989	56.307051	53.245384	65.910406	59.0097	69.239285	73.197668	67.646766	72.149828	68.691365	80.656145	58.415932	56.10737	63.147155	52.894594	55.050204	58.282446	61.646135	45.603103	37.151924	51.127483	48.928953	42.016493	42.328255	59.354094	32.711328	37.68384	25.671542	40.396454	38.032252	62.784076	40.598708	63.217565	54.100863	45.133566	40.370396	38.19226	52.216088	20.256685	35.906758	36.043701	46.215446	29.021412	42.594597	49.010101
rna-XM_451068.1	gene-KLLA0_A01573g	56.246792	53.892982	51.20506	51.708125	38.138775	36.685999	32.335573	35.696122	29.499973	30.986804	28.097442	29.660769	33.085376	32.144245	27.533519	30.240521	33.576743	36.557882	38.572606	38.718669	35.935099	32.012082	37.979736	36.697461	34.367378	37.786222	34.746213	34.405017	36.581195	34.590552	37.987015	36.199368	35.068644	37.40012	36.680843	41.440751	39.254298	37.290117	41.854222	41.784732	42.854785	42.749304	44.861227	49.470786	44.261688	47.702293	46.559574	50.705482	49.746998	49.920774
rna-XM_451070.1	gene-KLLA0_A01606g	12.014436	11.800779	10.99109	12.356696	14.855254	17.983358	15.160031	15.661777	8.793769	5.792447	9.109245	8.579491	10.089836	10.425643	9.753973	10.422936	13.156457	12.467694	14.536551	13.084806	23.597441	23.070755	25.046944	23.719456	31.982659	31.497773	25.487768	28.711034	29.997463	27.174105	27.976792	26.464469	31.581295	31.242265	32.602519	32.365787	30.385685	28.786693	29.373715	27.982591	31.79553	29.664037	28.54806	27.812869	33.891895	33.115703	24.859075	25.409873	27.907196	27.744221
rna-XM_451071.1	gene-KLLA0_A01628g	274.143964	276.396786	263.552186	247.732265	371.047305	371.788636	420.276062	427.293819	349.514861	364.984312	352.554757	356.213057	330.380269	325.511149	266.607406	259.367049	208.754261	214.939527	212.546305	218.120754	204.282443	203.338108	210.092513	224.130976	237.041326	237.016619	289.399778	275.79419	291.009658	289.546263	278.16092	275.735219	335.382014	354.066986	321.016658	315.152314	310.615259	311.731895	376.568561	374.285917	360.303103	367.683204	542.593361	548.732158	665.664371	654.860294	635.044278	646.681262	754.732195	763.25629
rna-XM_451072.1	gene-KLLA0_A01650g	61.771194	57.540787	58.841214	65.272703	62.134016	61.272212	58.575869	52.804133	51.870853	50.637785	50.979022	47.815602	53.592279	54.290252	52.661496	55.984021	60.788901	62.249985	60.271791	60.30154	62.770289	66.956571	66.545694	62.941358	63.637867	73.972837	66.432622	68.82074	72.463817	76.083073	69.536699	70.302194	66.397732	70.528994	68.442599	71.049207	73.265662	66.161739	77.538088	69.778113	71.618439	74.319946	71.82936	74.028285	68.134238	64.595613	67.298415	84.30068	75.809524	80.411583
rna-XM_451073.1	gene-KLLA0_A01672g	43.487643	42.957256	39.702817	38.751045	47.330331	53.211736	48.729961	50.476536	32.288063	33.081538	32.316533	29.357746	32.337574	33.04984	36.158654	34.244513	41.094429	40.029186	39.437365	43.641517	50.734043	44.379962	53.239064	51.923854	55.740155	64.777999	62.096593	59.448839	64.346973	60.005021	60.653908	67.596563	59.925438	62.630452	60.016166	61.826809	63.999369	66.846289	70.185791	54.67834	56.780127	64.042003	64.715522	64.907046	62.724055	58.61398	50.994438	50.618793	56.765366	56.434878
rna-XM_451074.1	gene-KLLA0_A01694g	67.719877	63.898127	62.734528	63.062609	28.766124	29.91047	30.129871	29.01056	622.659408	623.77755	549.048624	556.279638	1348.32918	1350.662948	1298.326375	1275.786963	1167.061178	1152.292417	1117.539228	1143.139437	1200.00727	1196.192578	1218.656504	1206.150612	1366.759566	1389.214208	1497.013301	1494.180393	1547.046549	1550.1647	1497.744028	1530.003449	1652.864146	1658.213802	1688.69777	1689.950992	1670.817011	1661.842143	1778.087107	1811.225867	1833.498987	1852.797455	2190.623429	2161.760889	2034.612857	2032.387968	2103.554293	2071.896224	2293.904487	2284.174283
rna-XM_451076.1	gene-KLLA0_A01738g	985.51809	1024.305886	1055.23955	1023.235017	836.188441	815.189037	843.383511	865.500854	524.296869	516.270318	580.487201	558.406077	505.205597	511.791887	472.741291	477.625348	634.914412	631.743137	625.535776	646.713641	699.259256	692.012833	680.170993	663.41868	657.833715	663.014265	623.727433	635.776079	634.786149	620.037687	583.46669	563.230133	588.368363	574.250136	566.675244	568.972358	568.871023	568.646609	554.193993	555.313917	546.116837	556.709489	551.881975	544.89853	552.095183	532.279274	482.909112	478.300736	501.520799	503.836561
rna-XM_451077.1	gene-KLLA0_A01760g	78.176706	76.612422	65.810208	65.654174	54.539553	56.884908	52.772774	55.620034	53.614191	52.088586	48.100796	48.744862	85.781786	85.969434	88.523749	86.60212	119.539532	119.487859	121.940313	128.577309	152.89227	154.852718	162.218096	155.587571	182.595175	186.796612	206.711088	196.590102	210.012326	207.62809	209.874499	203.702703	223.130015	226.373745	241.498144	248.226403	233.105958	230.717631	257.588047	246.823251	253.656181	254.40569	288.949638	301.522424	241.591459	247.331741	289.785777	283.561517	317.430231	312.129358
rna-XM_451078.1	gene-KLLA0_A01782g	67.734953	66.207764	71.418716	72.208737	50.353797	53.373698	47.957133	45.12795	45.04636	42.209219	46.764784	44.855648	61.845766	64.048254	59.735854	61.285202	79.306914	76.0612	73.912181	80.053692	84.627215	87.518281	89.665559	89.968157	83.579527	85.871082	85.08606	85.046149	85.658321	89.798568	91.396656	91.779755	94.360642	97.838434	89.615303	87.109386	89.067316	91.658022	91.755292	95.262167	93.91145	92.426683	101.953486	104.923643	101.429374	96.449814	94.036176	90.741805	109.90435	101.735705
rna-XM_451079.1	gene-KLLA0_A01804g	18.232447	21.483051	20.979665	19.444936	19.746674	19.621652	17.959533	18.369164	17.794098	18.37653	17.018787	16.713512	18.718368	18.724677	17.7809	17.720043	22.961046	24.96183	23.052531	25.192508	33.565852	32.440522	36.215958	35.233788	44.934395	46.799474	46.095018	44.386451	44.167875	46.749015	46.125915	45.743372	48.474695	46.398746	48.398098	50.967002	46.665276	49.16661	46.281711	45.022072	45.357466	47.500692	55.538774	54.551122	47.414627	45.903218	54.371704	57.534699	56.216899	54.305917
rna-XM_451080.1	gene-KLLA0_A01826g	24.729804	22.812535	19.549313	19.882544	34.903219	34.349369	32.024562	31.372507	25.446772	26.342084	24.028782	22.928885	21.830242	22.909571	19.572651	20.613731	21.109381	20.785449	23.224079	21.733065	20.49472	18.066236	19.33093	22.536179	25.260006	25.70725	24.622891	24.731617	27.302326	25.375123	23.481185	24.947182	25.64855	24.869118	27.502691	30.361493	28.466566	27.393529	27.628003	27.69111	27.400275	25.982872	28.408427	30.617023	27.69967	25.794761	33.87526	33.664585	34.969012	34.370345
rna-XM_451081.1	gene-KLLA0_A01848g	7.735593	6.849773	8.846231	7.930497	18.472133	19.561367	19.666574	18.653952	12.629031	12.638516	12.39352	12.072223	8.003685	8.48341	8.596085	5.868675	3.690444	3.784263	4.547648	4.641046	12.206826	12.644178	16.100366	14.182403	33.969843	32.514161	41.947141	43.40381	41.278801	43.605044	43.798412	44.45007	49.266171	48.170798	46.366683	42.415638	39.732532	45.226696	43.453552	43.45687	46.00127	46.521852	51.328602	52.419201	45.068332	45.803282	52.053475	55.012043	62.833254	62.815113
rna-XM_451082.1	gene-KLLA0_A01870g	43.313899	39.561424	33.299271	38.875601	29.664809	31.520974	28.066174	30.194718	17.429971	17.307187	15.580825	17.636217	22.193309	25.019641	28.960413	23.997709	25.660549	28.441652	29.081238	26.458299	31.81571	31.978952	37.110727	27.644022	49.792606	44.341912	46.350701	49.106248	53.134361	60.253739	44.214015	48.536373	55.068935	53.43278	55.334366	55.744057	47.684797	50.038236	65.024936	55.920076	53.025198	56.976543	62.710511	63.12231	63.211434	68.168637	72.534623	66.389471	70.683193	65.183492
rna-XM_451084.1	gene-KLLA0_A01903g	3267.683846	3337.582575	3510.361436	3519.300196	3932.412039	3842.284566	4057.643135	4141.545757	6464.688161	6436.943608	6447.485529	6588.154652	5690.359325	5659.095414	5978.384273	6001.358881	3664.565309	3746.17458	3538.2422	3459.582811	453.602554	475.022327	423.408905	426.694033	77.887962	60.258979	64.520258	69.339782	54.858154	55.70652	44.862341	50.099175	58.449272	50.894814	60.617573	67.777799	60.305647	62.804285	59.597933	69.382974	68.232834	75.895284	107.602668	123.358119	147.379342	149.781657	162.021918	168.82426	167.665775	178.000676
rna-XM_451085.1	gene-KLLA0_A01925g	28.033984	28.166541	26.416607	27.777901	28.208749	30.245976	31.525892	30.412321	24.040792	25.909546	24.307625	24.07976	27.926836	27.857148	25.284054	25.174004	24.207648	23.121526	23.736587	25.046001	26.04839	25.400119	24.960964	27.933719	27.037739	25.799865	27.381715	25.192833	26.08096	26.841452	26.831025	28.585266	28.362966	26.929014	28.438489	28.789936	28.914153	29.180234	29.175736	28.04881	28.033684	32.3488	33.827867	35.650172	29.853214	30.957585	32.589861	33.292702	36.087254	31.687332
rna-XM_451086.1	gene-KLLA0_A01947g	33.678888	32.224522	35.361215	32.381364	67.85857	67.759231	64.985095	64.156222	49.084004	45.589062	47.04347	49.294248	46.816184	48.690323	43.797466	43.336458	50.821053	44.518589	42.780637	40.130771	56.126067	58.211556	58.848348	56.156955	65.7611	65.513747	67.050028	70.857051	66.762841	68.182073	72.491528	73.894863	74.822871	75.541787	76.063365	69.4288	73.359256	70.459208	72.106936	73.827183	71.857492	73.156165	73.835906	69.884345	72.169341	70.330947	59.086011	67.100968	68.680821	70.663957
rna-XM_451087.1	gene-KLLA0_A01969g	24.487291	26.117779	25.758647	22.670555	36.798288	37.187897	31.620935	33.363778	28.089252	27.665213	27.503853	25.437346	29.797	29.031707	21.54085	23.840537	20.354236	17.960798	21.098938	20.555271	31.203681	30.467286	31.735953	31.26278	50.441585	46.273004	46.443312	48.691376	48.757337	47.606055	46.58844	47.407544	46.418317	47.055449	50.090816	45.73483	45.488732	47.189871	48.805383	44.769169	44.843959	48.754851	55.020135	54.18064	42.26958	42.638862	55.318996	53.690429	57.260393	61.439586
