tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
orf19.5660-T	orf19.5660	36.595771	42.068555	37.459006	41.858093	42.39216	48.336712	45.34697	45.668613	27.897158	27.105478	22.560474	27.098058	23.624077	28.89999	27.511357	31.55903	32.838553	36.580112	33.386405	29.739349	50.766498	49.563041	50.502722	52.091375	57.676391	57.373097	53.036209	58.360514	52.58986	53.346401	53.67449	55.163806	59.97321	52.69747	55.477122	51.211313	61.910017	51.774031	54.089342	58.33351	49.686429	43.228658	57.886541	48.794407	55.713137	47.508681	49.169615	44.949355	52.728717	55.326373	49.502145	49.419193
orf19.5660.1-T	orf19.5660.1	388.371467	393.522596	409.178567	412.401873	522.136899	456.946827	536.072124	574.294694	638.508827	642.884875	621.25744	688.477772	739.468127	750.540138	723.830448	741.157248	865.342269	899.125861	762.956238	800.319775	873.33468	890.363722	850.814508	911.16998	907.926606	931.429792	823.237816	788.613815	776.250224	840.673017	714.679925	768.210045	784.776269	836.062628	816.617781	837.236045	813.206214	730.483054	706.910502	689.13258	773.336743	776.899654	825.765639	723.700854	761.8075	713.633261	587.262893	596.044856	677.015697	712.649464	629.465034	649.48293
orf19.5661-T	orf19.5661	137.894617	144.537784	142.494757	137.296028	142.551523	151.531328	157.564213	144.130224	124.607918	125.16576	123.160852	126.798813	122.056485	124.708882	137.956708	122.90173	124.338417	128.148828	124.887863	126.687759	152.020015	146.759514	151.072136	156.014516	168.830185	175.120633	174.860187	177.098261	200.982791	184.386558	184.988573	186.260921	176.478065	188.325821	183.912951	168.33003	168.182909	179.256368	179.646262	176.205213	167.122104	174.339227	175.423028	177.86201	157.089301	167.132707	163.343338	160.180576	159.614054	156.029532	154.730806	154.648593
orf19.5662-T	orf19.5662	23.968342	22.974717	23.002721	24.117137	20.622124	21.991526	19.022347	20.717083	15.060116	14.822146	16.121932	16.274642	12.094382	13.935235	13.083437	16.559966	19.35637	18.774366	19.802982	19.21561	28.099451	28.95813	31.590958	30.452541	26.590648	26.974398	31.55156	27.051418	29.265858	30.767108	28.275207	35.453924	28.083452	29.184358	23.211594	25.758605	22.754268	22.947945	26.384976	24.769694	25.526272	25.623169	24.764984	29.714151	23.146245	21.491779	23.690432	21.009174	22.483588	23.496574	23.201367	23.493039
orf19.5663-T	orf19.5663	36.640626	33.441298	38.135615	34.707811	21.165517	19.394559	20.78031	18.134406	22.145778	25.172001	21.430228	23.626458	19.603324	18.820056	21.672567	22.168809	20.991608	21.015157	20.428779	20.001096	19.262955	19.312408	16.121514	14.809025	18.879461	17.754284	19.196809	18.803385	18.619518	23.378959	21.663849	25.015758	19.12632	20.113748	19.843271	16.413499	16.181749	14.905646	20.207615	18.33079	17.187241	16.351022	17.251766	23.638529	19.502079	19.33192	17.228487	15.33134	17.876854	20.90031	21.613346	21.156062
orf19.5664-T	orf19.5664	70.050741	69.879285	72.336292	72.709502	35.886183	35.44827	36.45946	37.509328	39.22372	42.381767	40.433587	39.126788	26.67282	25.525066	22.846883	23.473868	39.92782	43.478079	41.211496	42.238693	45.292199	43.313854	42.253636	42.61192	42.861262	42.843436	47.507008	45.231659	63.618951	61.164729	53.723701	52.925282	37.895357	37.953304	39.287903	38.653814	28.873669	30.76556	25.073489	25.03839	30.549872	28.044435	25.965321	25.119629	16.839342	14.688924	9.437966	10.287157	9.509153	9.042989	8.361253	6.446326
orf19.5665-T	orf19.5665	58.316373	64.77763	66.633612	70.562637	64.787498	67.09401	67.824497	63.855804	71.456127	74.92125	70.762022	72.420206	60.185961	55.909862	66.414776	62.871518	63.257782	59.423838	61.063949	66.730073	65.708924	61.905184	62.99063	66.803136	66.503953	60.914567	61.236454	61.517421	63.245158	57.500255	60.572279	64.387587	57.2677	55.670077	59.543539	59.175999	62.608821	58.903002	64.62381	64.350032	56.396606	57.362565	56.257119	62.021726	63.627295	59.822843	57.72805	56.069093	57.946077	66.039262	63.912223	62.827247
orf19.5666-T	orf19.5666	289.779183	301.895944	294.878939	299.40465	245.184271	275.779023	265.19386	249.90782	223.0963	224.278436	224.309217	226.399388	175.92147	167.794303	171.871963	174.614663	200.724714	206.394808	189.572618	182.794362	340.424779	344.322091	321.388034	308.258492	361.030304	379.088215	432.636843	443.580705	438.654463	431.426416	382.186151	413.226548	377.455312	407.181606	483.242339	473.865043	472.295434	492.713218	505.064604	461.687888	498.020251	450.450114	518.10883	501.648132	494.001919	519.649911	537.458101	528.759374	575.795002	618.548465	496.955783	582.611583
orf19.5667-T	orf19.5667	51.096589	46.13169	49.973113	48.831842	87.825157	83.903674	92.370817	88.461847	43.406557	44.917207	41.748889	44.466562	32.117246	31.42531	32.734051	32.586783	34.656234	32.300128	34.579386	36.724474	38.873229	38.244847	38.419986	38.014627	42.228591	37.903789	44.573157	45.282037	52.870576	52.568592	51.02762	49.608025	52.774289	56.951385	51.32139	47.872626	51.635873	56.596716	53.542819	55.207261	53.842578	56.796551	56.967151	59.148553	53.642408	57.372685	55.527875	59.661433	56.02357	53.750781	57.864383	55.144161
orf19.5669-T	orf19.5669	105.091812	102.356385	107.740401	105.208647	90.416909	98.821029	90.381093	96.756635	81.630503	73.607834	83.37581	78.74105	71.601413	75.865689	71.347564	79.981284	87.397847	91.039053	80.752391	83.412185	107.34471	108.580197	114.052816	121.576886	123.525586	123.717083	123.450922	134.145767	130.595515	138.208704	157.463354	151.823454	153.897984	147.587216	150.385659	159.197194	163.355484	126.416368	152.473746	160.838414	147.187512	154.632283	143.226971	139.401237	133.743856	147.391059	154.854671	187.217875	151.85305	146.923612	123.199621	133.155817
orf19.5671-T	orf19.5671	150.763647	153.825372	167.411017	159.979875	100.3968	100.387477	109.342182	109.312015	66.425788	65.2058	67.926265	64.112617	66.82082	65.877812	69.97143	66.992519	87.693397	87.152471	88.938651	89.54362	107.428849	108.051934	107.980303	111.562183	111.276057	110.08723	127.283479	128.562843	141.088794	143.537596	125.406684	127.209239	144.069601	136.582677	117.517331	118.076413	118.018402	119.275956	119.495735	120.483617	125.30021	120.990274	122.642589	127.865795	121.816025	123.59775	111.058313	111.882983	114.475904	110.616504	118.981897	115.131767
orf19.5672-T	orf19.5672	29.262481	24.628896	32.465339	28.303374	19.806413	20.132819	20.732917	21.461595	18.647053	18.763287	19.831902	18.757602	15.576862	14.645162	14.359154	17.164514	14.643315	13.29899	12.037535	14.137987	16.608528	16.411932	16.114443	12.909242	17.369167	16.855733	17.973674	21.603448	32.089411	29.222027	29.840384	30.686017	33.307693	34.6181	33.058178	28.404433	37.759528	31.108636	39.746826	34.662196	34.978113	43.876847	46.171921	44.205388	40.410355	36.76798	32.041473	33.251907	43.989881	48.293731	45.427719	41.664978
orf19.5673-T	orf19.5673	27.934767	26.567641	29.12296	29.990368	7.333361	7.378824	9.213413	8.057026	4.308113	3.270074	3.266839	4.298622	2.992707	2.481965	3.311062	4.357066	3.083272	3.354709	3.65292	3.507572	6.077111	5.400501	6.601624	5.532957	7.454993	7.497122	7.49068	7.668198	9.840415	10.149628	14.240272	15.317253	10.140017	12.553357	10.403816	9.065419	10.251416	11.714006	10.610186	11.546208	12.007216	10.009991	10.755938	11.91437	10.747792	10.939023	11.037516	11.24669	11.883701	11.52581	12.18343	12.228672
orf19.5674-T	orf19.5674	301.932902	295.34125	289.598608	275.65995	67.643454	70.387553	79.549153	66.726179	7.647671	4.45297	5.257192	5.482126	1.591511	0.800405	1.439238	2.767972	1.725787	1.493837	1.92301	1.347322	4.263937	4.289178	3.348425	5.880423	9.149382	7.813856	7.759362	8.403812	11.670594	10.853582	16.366261	14.209912	7.23555	9.383479	7.787882	9.535335	6.15406	7.636717	6.963899	7.001785	5.92043	7.485093	7.454552	6.73511	5.942793	5.794384	6.121379	7.886735	5.429067	6.289465	7.33756	7.161698
orf19.5675-T	orf19.5675	19.883444	21.595596	23.691296	24.195354	30.841779	30.010422	30.922963	32.31038	23.393829	23.884701	23.286722	23.357516	20.493253	21.399736	21.947865	20.893523	16.601037	15.918495	17.784498	19.310951	17.824206	18.816225	17.147412	16.766095	17.158941	16.176958	20.677732	20.612436	23.14785	22.070394	23.789317	25.166726	23.080671	22.954884	19.95067	22.489832	20.508966	20.600798	20.333785	21.828623	22.042639	19.22165	22.170119	22.80135	17.276274	18.594378	16.76889	16.430928	14.74266	15.795005	14.573705	16.032053
orf19.5676-T	orf19.5676	42.479351	46.318546	45.805125	46.870599	50.797234	51.770178	51.45842	52.013287	35.767107	34.851226	37.777783	35.651405	36.376324	35.61175	36.7481	35.045749	34.362767	33.878227	33.205501	34.830738	43.774484	41.434092	43.235846	47.417779	41.690414	40.715127	45.961054	49.10746	54.17191	52.777494	56.046217	54.447934	53.789279	54.692057	45.733561	45.585812	49.568804	48.070022	48.166863	47.319344	50.901242	50.035367	49.711371	50.474848	45.860587	44.615224	50.125253	52.733374	42.432799	45.137807	45.508429	46.59995
orf19.5677-T	orf19.5677	3.832297	4.919147	4.146608	3.745437	11.296262	12.634259	12.055091	13.269442	12.868584	12.611374	12.193087	12.248569	9.940146	10.067159	11.175674	9.992975	6.215319	6.440018	5.217793	6.412307	4.27714	3.098934	3.416765	4.583885	4.425298	3.28964	4.977441	4.387186	9.934616	9.541877	12.840537	11.818281	14.124133	13.561784	11.697256	13.287596	16.584006	17.027935	16.857768	18.236582	17.76414	18.319578	20.538334	18.669149	18.004104	16.690913	16.173829	16.570977	13.985799	15.75822	17.952842	17.842698
orf19.5678-T	orf19.5678	8.594615	8.246585	10.024242	8.409503	41.783983	41.622928	40.914037	38.48516	36.394514	33.934973	35.87634	36.593116	32.47927	28.943531	27.38857	26.972297	12.564206	12.719054	14.773544	15.067749	11.487728	11.179377	10.29028	13.306991	13.601695	15.540462	14.145622	14.534697	25.367207	28.78452	32.369916	28.482524	40.420514	37.211173	33.342748	36.720543	45.473316	48.357791	46.489225	41.830025	41.969722	44.867229	46.865738	48.622565	40.534486	43.792024	36.978063	40.891262	43.968921	42.221709	41.871197	38.319309
orf19.4191.1-T	orf19.4191.1	27.184236	26.892052	29.000351	29.012409	13.395083	16.484143	14.298402	14.625086	8.047541	8.014568	8.943588	9.167782	9.27397	8.730994	8.785033	9.739759	9.779417	11.443858	12.735673	12.390409	16.763023	17.047772	16.978868	17.63324	16.148846	16.356168	17.084967	16.652079	20.444212	19.317044	19.34181	21.487554	17.086865	16.83273	13.214245	14.36058	13.038517	13.446809	12.019014	13.139947	14.451781	15.318523	14.691496	13.461481	14.070676	14.023856	13.274887	11.554894	12.515719	12.915797	14.259121	14.8876
orf19.4191-T	orf19.4191	25.205025	23.140111	24.033191	25.883714	354.620133	351.62285	320.044797	326.119731	389.547658	403.385698	387.23957	379.208517	356.395529	345.714729	337.862602	344.58538	160.24307	164.972968	149.772943	154.237033	37.607136	38.79473	36.527661	41.327879	41.121858	37.130542	43.712283	42.148769	119.788557	110.812081	135.561901	134.087626	240.615464	230.612867	259.607489	264.605964	348.300337	363.034256	347.402968	345.53388	338.123925	368.682447	424.772559	424.408936	339.913411	335.003375	521.611899	535.021769	361.164139	382.192493	346.269933	352.112721
orf19.4190-T	orf19.4190	42.487391	37.863649	42.53643	50.934725	142.456587	130.539466	134.421337	143.741492	159.228232	136.959643	128.542544	128.875276	147.673815	147.242075	141.101646	136.838339	103.024844	116.512314	99.714807	120.188211	58.093515	52.949393	57.635366	50.344516	28.484435	28.077892	31.811385	38.862733	32.115946	26.012265	27.773025	25.363705	33.662522	31.503879	30.182047	33.080157	34.846443	36.076519	38.306413	37.077231	38.60372	26.431598	24.235464	32.599408	25.130919	34.873919	18.498217	20.53316	34.197245	27.303242	27.243569	35.12456
orf19.4189-T	orf19.4189	0.113862	0.115425	0	0.225784	2.077042	1.929559	2.127378	1.358107	9.167175	8.28174	7.161245	9.120164	158.473222	156.753513	154.699166	157.061816	236.52151	234.829416	252.926682	242.173341	341.587669	335.416342	343.882688	364.426031	478.311915	475.522791	444.684557	434.517584	514.027881	515.445662	496.519961	485.051251	498.617495	495.569358	459.67841	472.737921	449.423527	455.339151	471.052237	492.77864	487.712873	476.641685	446.113556	469.816848	441.892298	449.322879	409.025081	422.169707	437.884307	436.389228	473.244999	473.968447
orf19.4188-T	orf19.4188	24.672685	23.557884	25.429577	25.659606	65.500281	65.360188	62.343312	61.273623	76.443716	78.019613	75.488073	73.791458	82.286825	81.251818	82.802148	83.827095	43.993503	45.677654	49.124371	48.39745	18.768142	18.463144	21.899818	20.452902	14.217277	14.410058	16.420411	15.092517	31.064578	30.07047	30.366558	28.216688	37.066272	37.380001	30.897789	31.314333	34.479797	31.164218	31.085418	31.514483	32.949801	32.431352	33.676007	34.132607	32.696754	34.093196	28.036266	28.00853	29.356682	27.915552	31.302008	32.534479
tG(CCC)1-T	tG(CCC)1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.036663	8.942131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.822306	0
orf19.4187-T	orf19.4187	23.19317	22.347394	23.197118	22.20383	27.896509	27.443652	30.206862	28.862597	17.563268	16.866508	19.054151	18.226131	16.69087	14.822844	19.691736	18.487641	20.338315	18.334111	18.161575	18.569701	26.568021	23.921588	24.770982	23.337449	27.365846	26.435551	28.414905	28.132537	32.40216	33.016317	31.627607	33.168494	37.030823	37.695343	31.441145	35.070095	32.788061	36.635463	36.158064	40.476182	36.474471	38.51294	35.010488	37.899777	41.197279	44.510207	39.23092	39.121213	40.939844	41.059917	41.858936	42.715243
orf19.4186-T	orf19.4186	95.917512	96.515286	97.792764	94.699262	78.347161	83.645838	75.497743	78.142169	57.954864	60.415394	61.094577	58.150382	62.94921	59.747719	61.173231	62.7012	69.813615	67.796595	72.197019	72.397723	105.97058	105.872214	106.269204	102.131983	126.021577	126.939566	125.470083	127.590489	128.041762	127.836619	121.770606	120.496981	117.603714	122.727379	117.169747	116.150434	105.358929	112.613692	107.945167	108.825419	106.849472	104.979661	104.460769	101.084546	105.409755	109.027701	104.108982	106.441843	101.984541	102.856827	105.303273	106.072544
orf19.4185-T	orf19.4185	44.496441	49.925303	50.179733	50.104186	37.810797	36.725035	45.972216	41.049146	27.129687	24.68787	28.938373	28.567289	31.004841	35.190539	36.599604	40.68206	34.851741	34.376928	29.758673	29.702685	54.35504	52.900923	56.933037	58.490925	72.195835	75.328189	75.205105	72.16758	84.197937	82.765541	81.897536	96.045682	98.966302	89.303353	95.26122	92.883156	113.254292	132.679704	111.394479	112.249146	95.440648	100.478232	113.054907	104.8314	106.580013	109.359606	106.1663	109.262381	96.654539	105.177454	98.954109	91.553776
orf19.4184-T	orf19.4184	107.43729	109.773977	117.512627	118.734137	80.107261	79.095389	82.38638	78.591755	45.702326	47.868637	49.192854	45.357481	51.51455	49.741297	49.941369	50.715799	63.96222	66.335946	64.772959	64.851119	98.442387	98.78749	91.103928	84.763574	90.894738	92.380182	110.127065	113.236072	97.565671	99.059058	83.956403	87.974714	75.66678	74.575945	83.718752	78.206232	65.975721	67.798542	74.530031	76.320437	64.610845	68.715384	67.69552	64.684108	55.128547	52.467672	38.489911	36.566467	49.229846	48.661919	53.929431	60.429133
orf19.4183-T	orf19.4183	36.408186	38.241838	40.598032	40.104857	28.454474	29.51676	31.788942	32.469411	15.541771	14.910197	15.61776	13.116413	13.792787	13.752249	16.544741	15.775033	18.382012	17.378389	20.377765	20.461802	31.009583	28.305052	33.499554	34.035209	31.213225	27.472157	33.891859	30.803997	41.738852	38.374528	38.924231	40.668856	34.971002	34.952087	40.04458	34.474482	31.189	34.935673	34.796004	34.114597	34.530963	32.617155	35.90904	33.932352	32.817811	32.478461	27.481844	29.056412	28.582945	28.35573	35.019867	32.329559
orf19.4182-T	orf19.4182	33.765437	31.631874	30.686551	27.811076	28.999376	27.668971	30.800302	32.378278	22.414373	21.312179	19.723809	21.416218	24.562266	25.76904	25.195107	26.594817	21.618286	22.803701	22.194625	23.642842	26.08547	28.969682	28.695156	28.270883	34.324111	30.051591	31.36945	33.420562	29.769602	32.242362	33.431922	35.570336	29.691422	30.483953	32.797036	35.315353	29.653563	34.339972	27.375219	33.866	35.731651	35.546985	30.079589	25.473327	34.51696	30.812226	30.737837	28.95767	30.478563	41.064393	32.031409	33.559266
orf19.4181-T	orf19.4181	83.889612	78.584589	63.822586	73.639678	73.435124	67.17476	76.923685	60.91937	77.421592	87.067351	78.470234	83.664763	84.511997	72.261234	83.459716	86.471625	99.69195	109.13706	111.449605	101.288894	172.516154	178.547405	165.33085	158.271207	179.386059	209.301241	168.39477	166.910049	163.343379	175.179185	177.998562	176.162605	159.190952	170.458971	169.646522	150.910414	161.881472	161.14188	160.989397	160.519877	160.152279	167.860792	158.314734	163.122988	155.840017	168.455324	216.007642	198.443941	159.691613	153.942153	132.794344	112.576371
orf19.4180-T	orf19.4180	75.672748	66.111805	70.88942	69.516083	80.869637	82.099939	77.324012	74.411954	91.752797	84.682032	98.031931	88.037408	94.373091	96.272234	89.778036	98.079016	101.148218	102.097577	107.014049	116.74049	137.879085	150.228937	150.545157	151.769701	173.429581	162.753859	144.374742	142.834478	136.241021	128.91845	163.726219	147.16694	132.413136	134.285115	145.110528	136.201659	135.624628	142.411934	145.112317	135.289024	121.130832	134.640132	135.736068	139.851108	149.373637	137.633491	145.533668	150.981163	135.364531	129.063084	123.344547	132.18283
orf19.4179-T	orf19.4179	0.596839	1.206274	0.881303	2.069503	0.210213	0.211673	1.165834	0.880885	0	0	0	0.428639	0.877104	0.884398	0.238865	0.241661	0	0.617426	0.49422	0.249534	0.45403	1.141389	0.583724	0	0.469625	0.472088	0.305239	0	0.253499	0.767882	8.258582	7.143161	0.260325	1.578878	0.581245	0.884906	0.389122	0.392363	0.635745	0.320445	0	0.351422	0	0	0.30518	0	0.608154	0	0.318374	0	0	0
orf19.4177-T	orf19.4177	737.568963	753.185921	725.636946	714.187144	225.483983	214.637656	219.216923	221.535008	67.638788	68.118357	74.188309	76.774856	61.656061	65.419426	64.106073	68.352931	65.059116	67.885402	76.73303	78.147906	71.704044	73.906092	77.924152	79.02298	78.275152	72.737268	84.315328	82.981746	86.991751	80.74205	91.346373	85.741128	81.150095	83.993645	61.700326	70.371225	85.542433	85.444197	90.497524	90.280311	94.075716	92.983427	90.166055	101.547375	74.08039	71.937781	81.126145	81.034348	53.219009	54.22945	54.477268	54.922871
orf19.4176-T	orf19.4176	62.08526	70.496867	68.974923	70.295737	117.950385	110.525033	110.554233	116.30861	133.199774	130.730017	135.3818	127.091941	150.992823	143.166315	145.342223	148.810722	141.600128	141.214349	147.604171	147.52971	110.620101	113.958958	113.653356	108.351656	69.215112	73.717327	72.634601	63.74592	66.222337	56.56503	62.648382	60.659422	65.587325	59.00003	60.038612	60.838633	59.493225	59.496329	62.061008	70.449147	60.273944	58.565416	61.118553	57.993247	43.262891	48.118818	49.461341	53.149755	51.109285	52.207158	49.171805	55.232013
orf19.4175-T	orf19.4175	12.141245	11.723266	12.778648	13.31675	22.161005	20.593864	20.04998	23.104091	17.385267	17.644419	15.500753	14.816755	16.769571	15.24469	14.816004	14.865561	13.220125	11.931037	13.780469	13.870438	16.00858	14.55427	16.409209	17.382526	17.744044	18.544904	20.310537	20.390784	29.78277	27.774739	28.93963	29.567362	31.768903	30.875535	26.778821	25.687169	29.324302	29.378852	26.280732	30.285264	31.892624	31.218265	33.988558	32.463041	34.172799	36.698655	33.250097	32.364496	30.74835	31.607264	31.855527	33.940535
orf19.4174-T	orf19.4174	57.954594	62.796121	59.905628	62.163043	26.465884	26.997142	25.39618	30.138836	18.084882	20.58219	19.566723	16.631974	16.152717	17.044879	20.418929	18.516925	24.021052	25.291028	26.042365	28.690974	48.196475	52.087925	48.34342	48.659386	78.653116	77.502802	73.56517	72.525244	79.966402	80.681622	83.260148	82.067513	66.95977	71.459614	68.295748	72.489671	66.978208	65.713971	69.16732	68.464153	66.575049	64.29042	73.828103	73.84193	64.982249	63.338329	71.724113	68.904419	66.818293	64.693216	67.394707	64.591468
orf19.4173-T	orf19.4173	7.943746	9.335268	7.822606	8.991024	43.434702	43.014758	42.737483	35.256896	35.376162	38.172521	35.121927	36.446573	30.884201	31.740255	30.178819	30.368352	13.14029	13.414627	15.280821	16.855614	10.93311	9.226517	12.978458	10.289777	15.239987	14.763436	14.849504	15.90769	29.423326	28.162851	28.186643	30.338098	36.833026	37.316774	39.385294	39.315717	42.772156	39.682283	44.181668	38.496917	49.591237	43.498333	45.164788	45.508527	38.751396	43.448163	41.780997	40.330253	40.426393	43.454672	41.195483	38.820315
orf19.4172-T	orf19.4172	126.141788	122.810306	120.529616	127.893245	50.212735	58.361569	54.422544	51.495056	34.08685	34.77054	34.491311	32.974666	34.922274	34.328647	36.586099	38.079076	38.432027	42.433314	38.656393	38.307019	46.620441	46.808891	50.961298	50.304666	48.798311	46.153723	47.103729	49.041306	45.926661	50.531135	54.398221	48.87004	59.516937	57.546193	50.767582	51.9123	64.404293	60.788406	58.400906	66.547887	64.302605	69.249234	68.814333	67.790134	62.406418	63.65976	69.443028	77.874648	56.470169	57.136997	62.879989	54.738741
orf19.4171-T	orf19.4171	44.178365	42.209701	43.219128	40.739447	20.634967	20.804023	19.901683	21.347349	19.873524	20.214942	19.952907	20.287357	18.652668	18.750039	20.203034	20.166485	26.045039	24.499631	28.827219	27.509706	39.818038	40.48352	48.486699	44.27518	31.080737	31.833269	30.241986	32.180941	26.776695	27.440008	28.479012	27.414735	20.170649	20.661206	21.362664	18.854526	18.450405	17.53239	16.58154	18.044564	14.449389	16.074953	16.41144	15.92892	16.22013	13.397032	15.366573	14.73167	16.026418	14.302492	17.731595	16.952014
orf19.4170-T	orf19.4170	8.618063	7.920017	8.465607	8.06744	4.595859	5.190247	5.325717	4.270407	7.370361	8.008565	7.546779	8.450588	8.104467	9.017772	8.53371	6.846254	8.187409	9.923691	10.328432	8.472271	20.717726	23.172114	17.94316	16.731635	21.657186	23.752231	24.610463	20.177118	25.7133	21.567826	25.718139	19.899926	21.592141	20.848441	25.43231	25.541481	24.765148	25.182387	20.584158	25.992464	19.312998	22.380924	26.295361	25.626702	19.268409	18.477326	16.62419	16.337564	18.058835	22.32172	22.058646	22.964486
orf19.4169-T	orf19.4169	8.687958	3.898662	7.607479	4.782038	4.766919	3.088319	3.760276	5.200734	6.813979	4.318987	6.381876	7.920011	7.088172	5.358445	6.981775	10.964843	10.249814	5.337512	8.878017	5.699686	28.63019	25.462676	19.853262	19.034933	13.057613	11.20156	25.785428	16.551765	14.31109	21.898538	22.283308	17.856075	14.790557	15.374668	19.650275	23.248221	10.025055	10.115399	14.300656	19.541019	13.998175	16.409027	15.55362	12.599951	11.281055	15.318634	13.694847	13.839615	7.681703	9.843752	10.816734	19.07535
orf19.4168-T	orf19.4168	22.337076	28.782458	26.774773	21.809272	46.087152	43.18715	42.972067	43.275677	53.664516	45.432921	44.51871	43.882189	46.14265	51.073001	49.263434	45.096809	35.846752	42.871511	31.148123	31.448027	39.63801	45.302434	34.832081	38.953844	43.631233	47.716219	53.340672	43.602569	62.394454	60.512677	63.189213	65.889347	68.921891	69.094786	71.484311	64.555771	92.77216	88.873321	87.129951	85.048288	89.666456	78.062752	76.548071	82.734248	99.865411	96.009366	110.342924	111.224705	109.004833	106.150657	107.258773	107.350504
orf19.4167-T	orf19.4167	12.213676	10.874723	10.018336	8.930926	28.469961	27.017736	28.976207	27.762415	30.490363	31.497389	31.452003	31.549829	38.893169	42.235074	40.029431	39.562082	32.795854	33.695233	32.00899	30.383364	16.372831	22.916353	13.651986	16.640363	11.664076	9.88512	16.654851	14.759341	22.236015	16.463634	25.765203	22.411284	29.171478	28.975618	27.198706	31.50503	43.243834	34.805357	37.185743	39.051528	33.884792	35.62614	44.530706	49.066571	56.82322	62.706052	52.767993	65.950437	55.247107	49.965754	55.91772	57.329695
orf19.4166-T	orf19.4166	28.867653	26.835822	27.967437	28.516476	16.241248	18.058669	17.89944	16.049893	14.56612	16.123662	15.09443	16.705244	18.919804	17.471959	19.45767	17.385808	19.368213	18.475342	21.960453	21.561043	27.342013	28.209044	27.418278	27.692911	26.003537	25.924595	30.85848	29.716135	31.634407	35.015163	30.62537	31.231165	30.621932	31.451125	33.946935	33.925164	30.887489	33.914914	35.253054	34.252457	31.816961	36.958633	32.473573	34.102677	42.341276	39.64147	31.440322	31.234736	39.393751	43.201526	49.294865	51.406842
orf19.4164-T	orf19.4164	117.358184	106.35451	112.763852	120.002255	144.275838	143.525396	147.756986	153.346335	144.390048	141.242353	125.508099	141.83373	126.769308	118.457676	123.464891	116.39443	102.030859	109.207413	119.296677	116.998926	102.323686	101.210473	89.604724	102.188336	85.85704	92.381193	95.706312	88.190316	109.000302	105.892101	94.763299	101.731461	95.899047	95.809215	89.948512	93.649128	93.155139	93.183953	98.709675	94.220717	100.686199	85.928524	90.999321	83.059541	87.476339	95.352942	93.489777	101.057368	85.915629	100.244133	94.158411	99.576635
orf19.4163-T	orf19.4163	41.779872	42.49201	42.200044	41.219805	30.785251	28.430981	28.768692	29.761685	26.538955	27.85681	26.917313	26.865213	28.455507	28.640126	28.00873	27.847243	25.972229	28.675125	30.53524	32.73637	23.820207	25.467711	26.471101	28.314752	19.056073	19.056718	19.412826	19.953287	27.498033	28.086364	20.616885	21.773704	22.579452	21.643915	14.970467	16.939461	13.418965	14.200807	13.059212	14.207347	16.206986	14.137935	13.167142	13.972347	13.678955	16.311233	12.031089	11.325746	12.071987	11.637982	14.665714	14.100935
orf19.4162-T	orf19.4162	7.266325	7.115988	7.929535	6.751079	3.009563	2.922	3.228954	2.604554	6.797199	6.638394	6.269916	6.893143	4.938948	4.657484	4.460569	5.344707	4.206561	3.721532	3.90479	4.639518	6.826999	7.070385	7.906099	6.040979	6.899674	6.769742	7.522107	9.56113	7.795871	7.961757	12.407398	11.174516	8.547554	10.323104	7.372108	7.977808	5.767743	6.91244	7.490028	7.63797	7.886235	7.860232	6.726525	6.89671	7.457976	7.014919	8.125534	9.500181	7.35635	6.903647	7.42299	7.367002
