tx	gene_id	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
CaalfMp11.1-T	CaalfMp11.1	0.080716	0.369318	0.21022	0.240147	0.359844	0.064766	0.079483	0	0.220089	0.060575	0	0.176827	0	0.060161	0.089195	0.326742	0.165813	0.223473	0	0.133289	0	0.248892	0.078924	0.160014	0.074982	0.439291	0.082405	0.083747	0.246952	0.139379	2.066261	2.798411	0	0	0	0.081444	0.292879	0.231723	0.558153	0.088327	0.412998	0.096606	0.181341	0.38192	0.282331	0.185498	0.302645	0.602275	0.337109	1.010028	0.378091	0.278247
CaalfMp11-T	CaalfMp11	0.207218	0.36659	0.136839	0.308201	0.627947	0.575048	0	0	0.721863	0	0	0	0	0	0.133233	0.083876	0	0	0	0	0.237849	0.239366	0.911721	0.821052	1.917023	1.29539	0.317353	0.967138	0.568609	0	5.387855	5.423402	0.633672	0.549387	0.51221	0.471604	1.129908	1.083043	0.850923	0.565599	0.816105	1.113756	1.431442	0.629162	1.786298	2.262047	2.838796	2.633094	3.946232	3.377067	0.930433	0.118841
CaalfMt35-T	CaalfMt35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.065899	25.042922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMr17-T	CaalfMr17	8.076754	6.747611	4.894588	5.654173	16.708002	18.824105	1.013733	1.183247	3.898251	3.506192	0.985479	1.272283	1.925165	2.124797	3.722345	3.84642	1.084458	1.863524	4.961231	5.6221	4.791294	4.334248	16.878816	17.503639	35.586389	33.325715	15.602153	17.253351	12.660178	11.349524	24.111915	19.807768	16.473102	15.824033	10.907297	11.42734	20.221536	20.191509	23.642017	25.219003	26.609234	23.522512	30.521576	28.546484	32.651477	35.470379	74.097024	73.369497	133.981453	132.50943	17.960628	16.015852
CaalfMp12-T	CaalfMp12	0	0	1.10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892187	0.898508	0	0	0	0	4.51238	6.875295	0	0	0	0	0	0	0	0	0	1.316591	0	0	0	0	2.292996	1.157666	0	0	0	0
CaalfMp13-T	CaalfMp13	0.068507	0	0	0.067948	0	0.096624	0	0	0	0.051428	0	0	0	0	0	0	0	0	0	0	0.052493	0	0.133976	0.271717	0.265707	0.639346	0.139876	0.142187	0.058597	0.118354	3.913691	4.405443	0.179682	0.181776	0.067957	0	0.090723	0	0.074174	0.225175	0.89208	0.246252	0.220962	0.074279	0.213655	0.144231	0.999555	0.506775	1.266126	0.90735	0	0.236387
CaalfMt36-T	CaalfMt36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt37-T	CaalfMt37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.984438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt38-T	CaalfMt38	0	0	0	6.745096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.776714	10.084878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.117482	0	0	0	0	0
CaalfMt39-T	CaalfMt39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.44036	0	0	0	0	10.562144	3.532281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt40-T	CaalfMt40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMp14-T	CaalfMp14	0	0	0.246136	0	0.293107	0.41294	0	0	0.062365	0.188238	0	0.061044	0	0	0.066628	0	0.114508	0	0.068063	0	0.128066	0	0.245275	0.082874	0.129837	0.912607	0.341464	0.086751	0.285915	0.072185	3.084312	2.672244	0	0.073929	0	0.084342	0.110601	0.334631	0.090421	0.182947	0.098859	0.300151	0.358907	0.542799	0.260452	0.703076	0.78291	0.529146	0.544675	0.737059	0.190548	0
CaalfMt41-T	CaalfMt41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.311924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt42-T	CaalfMt42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.086678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt43-T	CaalfMt43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.045815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt44-T	CaalfMt44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.018087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.981166	0	0	0
CaalfMt45-T	CaalfMt45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt46-T	CaalfMt46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt47-T	CaalfMt47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.194671	0	0	7.449846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMp15-T	CaalfMp15	0	0.331156	0	0	0.344549	0	0	0	0.12178	0.061222	0	0.118555	0	0	0	0	0	0	0	0.135652	0	0.125585	0	0	0.382624	0	0.333951	0	0	0.844309	1.869383	0	0	0	0	0	0	0	0	0	0	0.388492	0.347437	0.874672	0.168665	0	0	0	0.528405	0	0	0.186665
orf19.6115-T	orf19.6115	1.912354	1.287279	0.628239	2.526836	1.350197	1.814614	0.620939	0.624707	1.420672	0.950316	0.455773	0	0	0.472233	1.0266	0	1.753918	0	0.535865	2.161851	2.430254	0.976864	0	5.03406	8.67172	4.61881	21.036809	21.952607	10.795338	9.271823	21.482411	20.884791	12.328852	10.767537	17.329974	16.319753	12.407684	12.521616	23.551894	20.333363	11.099607	8.973204	21.179644	20.622236	3.879075	3.908232	4.529344	5.230718	0.675961	0.684004	0.689471	4.328741
orf19.6114-T	orf19.6114	327.520062	370.775103	366.528948	322.109527	193.115396	210.727022	237.637042	282.092724	249.494543	233.583871	246.722801	267.613824	233.349125	230.949528	233.182988	221.50274	246.700412	282.127369	276.033776	277.48936	474.381714	449.748928	405.596364	432.754518	481.164119	525.398372	537.675105	533.282879	592.768284	656.307623	534.451086	640.134067	655.204915	640.647981	884.427469	837.837108	819.278336	770.862519	749.527084	864.088834	669.622473	662.433266	884.423488	952.575195	591.525707	580.589684	1001.56932	928.35351	705.817831	665.500423	537.552342	628.555132
orf19.6113-T	orf19.6113	44.794724	42.166845	32.678184	28.045721	32.278771	26.231706	19.442916	23.038157	12.595116	18.669752	13.514784	18.718276	4.094846	13.45848	13.913986	14.511836	19.264704	10.842211	18.246818	17.521608	35.03467	33.632731	29.216454	35.176607	41.666456	38.709147	42.136148	52.210396	51.667968	42.517252	39.722447	59.392614	43.108766	43.42819	42.26678	63.922819	44.831201	53.302855	28.023114	49.825791	51.853566	42.700154	59.114322	64.622856	46.106271	25.09693	50.013095	40.895934	39.218158	32.851471	37.655389	44.508115
orf19.6112-T	orf19.6112	194.52103	226.95579	206.912685	203.538497	184.920606	171.758075	181.98054	190.403311	114.556632	113.214861	118.711154	117.049483	126.463121	123.495562	125.30322	136.300978	164.056118	187.275294	173.720879	207.401771	386.867441	387.050089	400.299006	392.801842	393.256461	337.794721	454.84072	424.221897	474.341385	478.983593	415.541004	408.519221	392.874744	423.998347	513.662865	480.70518	434.61695	382.68631	472.309024	457.625153	404.984512	419.503661	515.141872	513.261975	460.041562	462.197161	418.341229	447.575142	466.481643	436.626769	425.062451	455.760851
orf19.6110-T	orf19.6110	0	0.613421	1.197149	0	0	0.864484	0	0	0.451337	0	0	0	0	0.449851	0	0.493983	0.835189	0.421138	0	0	0	0.930349	0	0.599586	0.485835	0.977181	0.626021	1.267182	0	0	4.357949	9.995805	0	0.539545	1.179197	0	0.788291	0	0	0	0	0	0	0	0	0.620894	0	1.245543	0	0	0	0
orf19.6109-T	orf19.6109	625.014091	624.873081	662.844899	674.061969	517.451814	527.072788	518.216001	489.095862	373.818886	380.216812	368.193324	371.25361	221.123601	228.463469	257.235401	256.331846	323.340558	322.409028	356.119131	353.110958	911.229891	873.243642	924.88971	928.854083	1085.604307	1109.47138	1080.328631	1053.176236	1014.502207	1017.446782	959.274261	962.098162	913.640687	900.276011	899.26866	896.049974	876.698515	879.122154	882.988107	891.206161	836.911485	826.850272	892.673479	886.657398	741.009618	739.102014	629.225707	629.485122	683.946872	696.27744	669.153211	680.862011
orf19.6105-T	orf19.6105	336.537704	326.022269	344.027091	335.00978	264.793109	262.761428	281.579212	263.076949	388.387935	382.751288	355.888715	352.990745	313.181076	299.096154	330.119981	322.261687	327.216246	331.897281	355.901443	327.34804	458.425717	466.161767	476.645583	468.32885	501.355471	515.043376	519.895361	508.004982	420.805839	419.420206	429.024177	423.292735	378.18593	374.674331	462.874362	434.940623	382.343595	388.937887	410.351606	398.727063	398.532003	386.231051	389.385189	394.475109	361.758954	351.635265	287.463362	288.240979	342.970994	349.897101	347.129172	338.370708
orf19.6102-T	orf19.6102	87.063924	100.741728	94.158939	99.795885	101.543865	100.369775	106.204411	108.923424	80.816273	85.047196	82.081434	80.06554	64.644435	60.078246	60.927495	58.704319	61.023534	53.92271	55.874318	56.711291	92.09437	96.415528	101.124448	89.75786	105.297284	100.958461	120.942142	120.8382	133.208669	126.339791	138.123705	126.454506	132.588707	137.912197	143.111911	139.262446	136.905646	144.008719	150.389838	153.444655	138.825798	137.554541	156.105915	156.646961	130.844664	123.607548	129.023429	132.467248	134.308541	139.70658	127.301834	124.128366
orf19.6103-T	orf19.6103	11.951051	13.31454	11.308547	13.660449	12.737085	13.043186	10.77154	8.439232	8.429912	10.297269	9.050988	12.318154	3.827586	4.315116	6.132858	6.204136	7.121326	4.015497	8.885859	5.63956	14.916748	11.952991	10.789866	12.997719	14.572459	10.746841	12.851766	15.554477	14.314035	18.132982	17.113063	23.631835	14.800562	14.321346	19.910951	11.123494	15.972432	15.304687	16.646929	13.477311	15.404756	11.903661	11.556244	10.494256	9.711219	7.580281	6.553455	5.960045	8.169478	9.925056	8.264926	12.493096
orf19.6100-T	orf19.6100	72.525531	81.233091	79.233413	85.950743	102.742946	98.363783	98.990749	112.190557	112.349563	110.678323	112.406441	108.510395	87.15035	84.800973	88.455686	89.65022	96.351622	81.946465	88.327265	88.43632	138.963623	139.057642	131.871113	131.446946	162.201791	149.711443	169.133467	165.286061	163.324505	164.909436	147.162742	149.87876	164.529366	159.702492	176.532042	195.379373	192.33661	183.701496	206.884988	198.4824	183.070598	177.783357	219.527562	220.377097	183.684225	179.294987	182.84502	182.181714	212.339603	189.843137	190.194879	194.391344
orf19.6099-T	orf19.6099	217.61467	215.945689	223.528403	212.549438	257.067461	244.561171	257.892649	245.933754	379.964383	369.626934	351.997427	347.295597	300.85332	285.463876	305.447611	299.343364	272.105877	269.260172	283.173997	277.384295	329.720462	332.132146	346.536834	335.610971	314.273324	317.947919	317.791492	308.027145	288.858295	285.380988	280.375897	292.474395	262.271758	255.06984	263.08501	271.319705	235.932269	226.981903	233.32486	240.838587	230.192539	238.567861	223.96446	227.099947	208.522435	206.838778	187.241506	187.126276	195.038244	204.009064	203.938762	210.529732
orf19.6096-T	orf19.6096	174.099215	170.927844	187.422348	175.185613	125.32866	129.100566	144.190564	147.085178	164.259513	163.388137	161.325549	164.244004	127.896523	126.33118	136.769666	126.665105	112.51312	101.592549	107.092055	104.860068	109.842579	113.337685	110.712022	109.619731	88.252197	91.448922	90.720693	88.768617	89.690233	87.707884	91.66637	88.510491	96.253306	98.770508	84.984223	89.847662	89.264843	91.638318	98.444522	95.785544	83.37148	78.181637	96.514571	96.024586	87.694331	75.669079	96.026386	99.781495	86.202367	98.158288	90.463212	85.994172
orf19.6094-T	orf19.6094	57.307581	57.42059	55.948278	55.750091	48.257186	47.740855	49.806297	53.512361	41.902076	42.761023	41.887365	39.407457	37.698506	38.472929	38.176262	36.855813	37.59923	40.311642	42.895732	40.775802	63.587309	66.605339	66.639404	62.331048	74.183425	72.844553	76.067683	79.314222	80.708029	83.374232	71.016591	75.985541	76.348616	71.377444	64.407044	69.548919	65.797839	62.633584	63.152875	65.37025	62.190882	64.658588	66.554488	63.491248	51.872789	54.985304	56.043501	58.11701	51.626027	52.48228	49.34333	51.814955
orf19.6092-T	orf19.6092	63.857798	60.219353	67.489275	68.597818	55.62535	56.435965	58.098482	54.354014	57.259598	57.499857	57.174077	59.569801	59.516299	59.398522	61.785581	58.254552	70.239019	67.971611	70.726882	70.458558	95.246553	91.488828	94.731878	96.180761	80.253999	79.512682	80.376801	82.297329	86.140105	88.088042	72.910357	75.30641	68.970813	66.811113	59.536234	59.948832	49.736551	48.104222	51.728836	53.640441	54.941976	55.959265	51.987744	53.016969	51.055752	49.514824	39.349421	41.248999	43.516988	45.145675	49.085916	50.749126
orf19.6091-T	orf19.6091	91.285169	90.818608	91.1091	93.634713	58.589039	59.883426	62.164072	66.317609	40.626734	41.332157	37.285792	37.990969	32.841204	32.344342	37.258216	33.947584	40.863918	43.470357	43.648382	45.888689	62.440071	64.566231	52.011288	54.951902	67.430695	68.776352	79.185938	83.491456	91.429429	88.868287	80.26464	82.746121	77.096817	76.938497	87.445555	85.65953	78.005789	75.813327	80.116829	80.52665	75.855194	77.498653	72.247411	78.876102	65.365455	67.967171	53.551412	52.97634	66.150664	68.046912	70.4915	70.594719
orf19.6090-T	orf19.6090	61.24694	62.711892	62.163085	68.53293	679.962469	685.764578	650.65114	660.263786	1631.089781	1574.575185	1474.519277	1480.867353	1451.985288	1420.164373	1361.710956	1383.622105	838.628071	841.407684	803.618012	792.796653	130.18105	125.645075	136.126757	132.698401	69.343874	63.337353	75.445414	70.345045	217.555042	224.681169	221.417205	221.291267	475.747652	468.968788	453.412531	454.44443	515.34646	510.163648	517.771853	506.125452	557.717436	566.163058	552.358356	543.870573	515.865142	506.426137	467.85645	473.590863	475.378224	481.210536	508.659516	503.455554
orf19.6086-T	orf19.6086	342.070705	340.928307	345.489543	350.808785	234.251089	232.69493	249.316679	245.556814	334.350144	321.529074	343.852844	332.959429	22.576087	21.684958	22.903903	21.861864	51.214404	50.067489	66.943661	69.178221	50.538808	50.323129	47.412178	46.473578	32.720687	32.247208	32.800514	31.256399	37.424789	39.197499	44.15606	44.801202	37.626409	40.017616	27.889137	26.244133	41.185076	40.669063	40.28098	37.704898	51.112852	49.245946	46.358297	46.613495	48.800451	51.5376	47.710753	45.704605	44.189725	42.356543	46.141703	44.209272
orf19.6085-T	orf19.6085	2990.376369	2941.786315	2876.507369	2848.252008	3480.917625	3499.645887	3539.990024	3528.724298	6276.023252	6266.513719	6186.964074	6150.223913	6830.236996	6821.901833	6662.626564	6725.417366	6128.466242	6136.901432	5949.585979	5937.082296	2829.596265	2780.578897	2906.75909	2919.652752	590.427977	574.639096	599.2777	600.772185	154.448676	153.400834	159.889213	154.351912	162.720393	152.116453	169.740887	150.859926	181.413897	165.356328	160.075107	151.919906	152.819913	159.755837	147.649662	143.301114	145.837647	143.617555	92.742982	105.565281	168.001819	168.560858	177.166652	162.572224
orf19.6084-T	orf19.6084	0.22657	0	0.222789	0.673477	0.318737	0.641803	0.221803	0	0.168599	0	0.328036	0	0.333221	0	0.181078	0	0	0.156338	0.373254	0	0	0.173621	0	0.223739	0.177371	0	0.462988	0.938585	0	0	4.472717	3.351065	0	0.199781	0.88659	0	0	0	0	0.700462	0	0.267863	0.956119	0.240493	0.232648	0.704652	0.232091	0	0.242794	0	0	0
orf19.6083-T	orf19.6083	3.037507	1.226843	0.598574	1.204019	5.146787	8.2126	6.509054	6.547909	12.186097	15.850128	12.162844	6.059581	14.726344	8.997019	8.803084	10.373651	9.604679	11.791872	13.268772	12.865915	16.667442	8.83832	13.100398	8.394203	12.631704	19.543611	8.764295	17.740541	14.405399	16.635418	17.381494	21.555023	18.141849	19.423629	20.046344	23.319167	29.166757	32.609151	25.015682	26.46651	38.073542	30.629983	30.272158	38.03002	37.60045	47.187914	40.06109	44.216759	51.536623	45.627337	47.711654	34.355468
orf19.6082-T	orf19.6082	246.711438	246.116216	248.00224	246.700125	211.567493	214.541456	212.143483	212.813793	172.717084	175.624765	187.818832	183.676612	174.999873	170.036766	188.669098	178.808689	207.967438	216.896365	233.75328	229.925767	257.202411	257.310503	281.404796	283.74334	225.27686	234.709305	242.816722	240.691867	255.848093	263.499363	231.169304	222.969689	226.882081	219.96795	182.597255	198.596989	189.159755	184.129674	184.146461	185.416124	177.620885	179.486302	177.412844	187.615947	192.198186	194.58946	195.481479	192.957253	198.557228	199.583852	201.309241	200.675849
orf19.6081-T	orf19.6081	555.123022	550.398655	572.740639	575.450786	637.324698	648.048129	671.37462	657.152644	564.158216	582.775013	575.506489	569.388804	414.066704	399.206502	434.945086	422.991923	426.884551	432.794937	470.424734	479.754518	417.868823	422.88285	485.805157	474.521274	459.817456	454.152379	433.037153	444.879138	534.427325	530.644844	511.447348	492.424118	464.55295	456.226922	515.509348	504.036484	437.629956	436.260045	423.780269	424.473974	476.283073	458.87122	417.26827	418.158391	453.808328	450.716653	380.534595	380.558224	451.251933	447.355203	529.907799	537.499916
orf19.6080-T	orf19.6080	46.229438	47.444685	49.425314	45.205258	40.21599	39.043554	43.240387	42.996957	23.922762	23.582246	24.46695	25.886013	23.289045	24.789236	24.244892	26.041721	32.783521	31.671524	36.683598	31.284847	39.894404	39.019083	36.484795	37.885514	43.263357	36.56044	47.57374	42.903551	41.552613	40.859691	53.19628	52.045652	28.835581	29.399531	31.112124	32.97274	24.905673	26.83621	27.015435	27.426635	24.75792	31.648315	25.71243	23.936516	22.732142	21.912142	21.397638	19.173195	22.330882	22.96721	23.233792	23.741715
tT(AGU)6-T	tT(AGU)6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.858576	4.046039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orf19.6079-T	orf19.6079	2.566013	1.155421	1.399998	1.554439	1.100956	1.813285	0.700072	1.980049	0.531086	0.640582	0.519234	0.517754	0.104942	0.424184	0.56867	0.576954	0.292597	0.19706	1.516042	0.708792	1.63391	0.657567	2.090579	1.551651	1.888146	2.007806	2.91145	2.364271	4.377563	4.297545	9.932254	9.557931	2.862744	3.524482	1.264025	1.428574	1.313961	3.02845	1.535449	1.085287	3.522097	3.223788	3.492614	2.294459	1.473077	2.085199	2.066353	2.238442	0.461627	1.092397	1.940505	1.630149
orf19.6078.1-T	orf19.6078.1	0	1.952428	0	0	1.394613	0	0	0	0	1.43288	0	1.430677	0	2.948234	0	0	0	0	0	0	1.549498	1.55794	5.74497	3.866836	0	0	4.116294	2.093477	0	0	6.12282	10.963366	0	1.795308	0	0	0	0	0	0	0	0	0	0	0	0	2.062493	0	0	2.133868	0	0
orf19.6078-T	orf19.6078	9.538637	8.823653	10.407339	9.068374	4.16095	4.699736	4.22138	4.075922	1.862959	1.78494	1.661336	1.415835	1.631404	1.108952	1.543953	1.151724	2.488019	2.798308	2.903356	2.85443	10.700639	12.085785	10.875328	9.28639	26.296287	27.336499	27.769281	29.618065	42.459457	42.470485	45.236811	49.12256	37.187443	43.171635	41.813809	40.058882	38.960948	40.062539	38.89938	38.657842	40.666247	44.254668	47.718921	46.922201	30.431413	31.645249	34.569307	32.321882	30.13927	28.003098	28.971446	29.394843
orf19.6077-T	orf19.6077	101.635556	100.426908	102.891838	111.465328	211.119102	221.027913	225.907009	227.96659	95.212847	94.308969	95.313377	98.695461	61.210463	58.310359	67.944388	67.555409	68.644377	72.95954	80.325935	77.864377	136.315252	126.023119	135.099621	139.169747	170.298179	172.88856	184.880604	178.294062	248.905928	252.767677	236.931366	241.412448	284.702041	293.549205	262.736642	261.044956	292.520308	297.731931	281.447745	283.323532	299.612509	297.334489	307.340043	294.524927	306.583491	307.624225	310.596663	316.402647	279.376562	267.118465	302.582368	296.786096
orf19.6076-T	orf19.6076	67.555521	61.684002	64.196976	63.076548	58.579645	59.688047	60.600177	61.175014	39.41367	43.957367	47.86912	42.29818	40.820409	37.435439	44.41786	38.150665	48.879699	47.60363	53.29631	52.256495	84.689251	88.853672	99.483125	86.941659	94.150432	109.907752	92.801254	105.965425	85.699767	87.996882	85.443544	89.646353	78.559937	79.135677	86.457915	82.627882	80.04876	93.337383	84.976605	74.567987	74.709373	77.384549	85.991148	85.492213	68.600114	75.176402	75.902906	65.150612	78.409541	74.663813	70.120229	65.630397
orf19.6075-T	orf19.6075	140.923374	134.993398	144.555153	137.64481	175.72361	173.522725	183.963279	182.845228	153.927758	145.5319	160.155199	140.834265	136.499505	139.952734	132.508357	141.762795	173.838601	186.182254	190.92114	176.747358	252.23031	238.017691	251.511355	235.839098	312.733537	309.61478	294.582226	281.941871	254.203891	262.716163	253.757395	241.168834	236.687934	224.764703	220.81501	247.71737	222.748388	228.305283	213.102843	210.588442	218.126748	222.530161	237.765846	210.6457	201.689222	192.591369	206.192405	209.398142	228.886973	213.036709	214.010257	193.453371
orf19.6074-T	orf19.6074	64.142341	62.536847	70.907182	66.460473	181.969793	175.187578	163.14361	178.172598	164.589246	167.094715	158.141612	158.973278	161.551763	159.756451	156.99365	166.213536	128.721943	127.977815	115.610209	111.54658	88.148818	98.460134	90.502173	86.461758	76.563227	83.482925	84.915673	85.517643	122.783295	112.375503	115.351509	109.543864	146.920758	155.625215	142.939534	154.924995	182.78039	184.770631	178.510824	173.741522	196.189814	193.24274	203.614823	193.507688	211.172719	220.75814	244.849022	240.135026	232.228684	237.186814	217.036536	225.407722
orf19.6073-T	orf19.6073	588.035225	573.118508	576.516295	538.408573	380.978694	367.29969	365.243633	347.965224	22.98268	24.438124	23.967616	19.183173	63.665903	66.965796	60.532593	62.124645	249.410525	236.240772	266.833656	257.298695	206.238321	208.742487	205.175369	205.463637	300.461772	299.217705	271.456519	271.392038	263.588212	268.196056	258.342875	247.293022	260.425524	257.496909	242.440879	248.206931	256.250028	284.047835	259.310111	254.307619	244.922474	251.280525	267.900593	263.985702	296.22236	290.078093	306.690657	305.732913	271.350086	262.097846	245.194156	257.076346
orf19.6072-T	orf19.6072	25.502258	28.435503	32.309249	29.360784	9.552756	10.722379	9.543623	10.608975	29.962783	27.392412	27.986821	23.456493	21.553116	19.264298	20.253009	23.474223	20.451135	19.885085	20.907485	22.939984	34.172008	36.210819	37.74489	36.525322	38.523109	40.248631	39.946246	38.779387	34.861121	34.225181	38.433535	39.988827	29.386927	27.642053	31.566434	33.286173	30.258257	27.604027	27.931722	32.181202	28.517959	28.206235	28.290112	28.899412	22.935278	26.335342	21.797353	21.820954	21.513904	23.470951	22.682759	20.161153
orf19.6072.1-T	orf19.6072.1	57.626043	51.087152	46.437911	44.07544	45.846299	34.215802	46.04132	35.845427	42.831433	49.586457	38.167067	27.894258	35.34093	42.907948	35.896036	42.076286	37.718144	38.495005	37.494184	31.061089	28.624198	37.67714	31.395878	33.398518	42.775029	42.263076	40.556852	43.66851	60.893793	53.914953	42.456807	64.474431	64.953886	58.886243	51.247084	67.831144	58.860652	71.350014	61.704271	51.833284	81.79808	82.210751	73.131978	71.741246	79.695963	59.784096	68.987816	65.626993	58.549097	50.696433	76.157438	59.746101
orf19.6071-T	orf19.6071	45.036569	44.475902	43.018432	42.440914	54.443549	53.221752	56.265172	52.988779	35.403961	35.155222	35.82737	33.830224	36.235007	34.222813	32.972352	33.534984	33.508517	33.000476	35.922569	32.591279	31.791563	33.179873	34.400607	34.936019	31.705248	32.081238	32.155007	35.041218	39.477212	39.911815	35.407538	38.963762	36.007008	35.382903	34.76466	32.788043	30.063484	32.882175	30.859675	30.161858	31.182214	30.652418	30.405595	31.526597	29.987841	32.913105	28.955708	25.885806	28.537584	29.206147	30.267567	27.976755
orf19.6070-T	orf19.6070	11.188015	11.12397	11.198519	11.529088	16.660049	16.305302	16.460128	15.935093	9.699156	11.258382	10.960717	10.417777	9.456803	8.677034	9.519041	10.32399	6.729175	7.575173	7.880332	7.981697	7.639403	8.720531	7.326456	7.766722	7.114094	6.026297	9.400005	8.643433	10.494734	11.060112	13.310397	12.834463	11.593629	12.025404	11.333416	13.004132	13.529966	13.647146	13.088045	14.204688	13.994675	15.128805	14.851153	14.767408	12.219578	13.402446	14.007314	14.952153	13.185489	12.950282	12.415553	13.864028
orf19.6068-T	orf19.6068	81.773674	88.352856	89.559784	91.517349	120.774479	109.806781	110.257909	112.620907	112.013064	113.978469	116.102856	118.027163	125.178344	136.069526	137.677143	142.211682	116.057374	113.207562	127.277287	124.699124	118.376831	112.647042	131.094037	118.526945	122.802949	120.934204	119.810557	122.249966	147.605565	156.411009	131.315247	133.61004	157.509519	167.037282	144.82628	145.084325	132.583062	134.966794	131.353567	134.872726	143.333081	141.897235	121.639568	125.438997	150.531547	144.921441	137.394914	130.730194	147.869207	139.284108	158.990453	171.394259
