gene_id	gene_name	Calb.t0000.b1.L001	Calb.t0000.b1.L002	Calb.t0000.b4.L001	Calb.t0000.b4.L002	Calb.t0015.b1.L001	Calb.t0015.b1.L002	Calb.t0015.b2.L001	Calb.t0015.b2.L002	Calb.t0030.b1.L001	Calb.t0030.b1.L002	Calb.t0030.b2.L001	Calb.t0030.b2.L002	Calb.t0045.b1.L001	Calb.t0045.b1.L002	Calb.t0045.b2.L001	Calb.t0045.b2.L002	Calb.t0060.b1.L001	Calb.t0060.b1.L002	Calb.t0060.b2.L001	Calb.t0060.b2.L002	Calb.t0090.b1.L001	Calb.t0090.b1.L002	Calb.t0090.b2.L001	Calb.t0090.b2.L002	Calb.t0120.b1.L001	Calb.t0120.b1.L002	Calb.t0120.b4.L001	Calb.t0120.b4.L002	Calb.t0150.b1.L001	Calb.t0150.b1.L002	Calb.t0150.b4.L001	Calb.t0150.b4.L002	Calb.t0180.b1.L001	Calb.t0180.b1.L002	Calb.t0180.b2.L001	Calb.t0180.b2.L002	Calb.t0210.b1.L001	Calb.t0210.b1.L002	Calb.t0210.b4.L001	Calb.t0210.b4.L002	Calb.t0240.b1.L001	Calb.t0240.b1.L002	Calb.t0240.b3.L001	Calb.t0240.b3.L002	Calb.t0360.b1.L001	Calb.t0360.b1.L002	Calb.t0360.b3.L001	Calb.t0360.b3.L002	Calb.t0480.b1.L001	Calb.t0480.b1.L002	Calb.t0480.b2.L001	Calb.t0480.b2.L002
CaalfMt29	CaalfMt29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.6881599661816	62.01559689007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt30	CaalfMt30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt31	CaalfMt31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt32	CaalfMt32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.9470185499156	92.9886548736848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt33	CaalfMt33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.359733685808	95.9307318977494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt34	CaalfMt34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7875056374163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt35	CaalfMt35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.670958580236	185.997363033491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt36	CaalfMt36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt37	CaalfMt37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.9705801998659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt38	CaalfMt38	0	0	0	54.1282824066066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9738262782742	74.9018311247574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.4445548961037	0	0	0	0	0
CaalfMt39	CaalfMt39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.9860727438969	0	0	0	0	79.4474864044898	26.2347561316249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt40	CaalfMt40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt41	CaalfMt41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.9996272140072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CaalfMt42	CaalfMt42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4980559177559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
