a21_orf19,a22_orf19,a22_id
orf19.3035,orf19.3035,C1_03360W_A
orf19.10555,orf19.10555,C1_03370W_A
orf19.3037,orf19.3037,C1_03370W_A
orf19.10556,orf19.10556,C1_03380W_A
orf19.3038,orf19.3038,C1_03380W_A
orf19.10558,orf19.10558,C1_03390W_A
orf19.3040,orf19.3040,C1_03390W_A
orf19.10559,orf19.10559,C1_03400W_A
orf19.3041,orf19.3041,C1_03400W_A
orf19.10560,orf19.10560,C1_03410W_A
orf19.3042,orf19.3042,C1_03410W_A
orf19.10561,orf19.10561,C1_03430W_A
orf19.3043,orf19.3043,C1_03430W_A
orf19.10563,orf19.10563,C1_03440C_A
orf19.3045,orf19.3045,C1_03440C_A
orf19.10565,orf19.10565,C1_03450C_A
orf19.3047,orf19.3047,C1_03450C_A
orf19.10566,orf19.10566,C1_03460C_A
orf19.3048,orf19.3048,C1_03460C_A
orf19.10567,orf19.10567,C1_03470C_A
orf19.3049,orf19.3049,C1_03470C_A
orf19.10568,orf19.10568,C1_03480C_A
orf19.3050,orf19.3050,C1_03480C_A
orf19.10569,orf19.10569,C1_03490W_A
orf19.3051,orf19.3051,C1_03490W_A
orf19.10570,orf19.10570,C1_03500W_A
orf19.3052,orf19.3052,C1_03500W_A
orf19.10571,orf19.10571,C1_03510C_A
orf19.3053,orf19.3053,C1_03510C_A
orf19.10572,orf19.10572,C1_03520W_A
orf19.3054,orf19.3054,C1_03520W_A
orf19.10573,orf19.10573,C1_03530W_A
orf19.3055,orf19.3055,C1_03530W_A
orf19.10575,orf19.10575,C1_03540C_A
orf19.3057,orf19.3057,C1_03540C_A
orf19.10576,orf19.10576,C1_03550C_A
orf19.3058,orf19.3058,C1_03550C_A
orf19.10577,orf19.10577,C1_03560C_A
orf19.3059,orf19.3059,C1_03560C_A
orf19.10578,orf19.10578,C1_03600W_A
orf19.3060,orf19.3060,C1_03600W_A
orf19.10579,orf19.10579,C1_03610C_A
orf19.3061,orf19.3061,C1_03610C_A
orf19.10580,orf19.10580,C1_03630W_A
orf19.3062,orf19.3062,C1_03630W_A
orf19.10581,orf19.10581,C1_03640C_A
orf19.3063,orf19.3063,C1_03640C_A
orf19.10582,orf19.10582,C1_03650C_A
orf19.3064,orf19.3064,C1_03650C_A
orf19.10583,orf19.10583,C1_03670C_A
orf19.3065,orf19.3065,C1_03670C_A
orf19.10584,orf19.10584,C1_03680W_A
orf19.3066,orf19.3066,C1_03680W_A
orf19.71,orf19.71,C1_03690W_A
orf19.1133,orf19.1133,C1_03710C_A
orf19.8726,orf19.8726,C1_03710C_A
orf19.1037,orf19.1037,C1_03720C_A
orf19.1038,orf19.1038,C1_03720C_A
orf19.8639,orf19.8639,C1_03720C_A
orf19.8640,orf19.8640,C1_03720C_A
orf19.1036,orf19.1036,C1_03730C_A
orf19.8638,orf19.8638,C1_03730C_A
orf19.1035,orf19.1035,C1_03740W_A
orf19.8637,orf19.8637,C1_03740W_A
orf19.1034,orf19.1034,C1_03750W_A
orf19.8636,orf19.8636,C1_03750W_A
orf19.1033,orf19.1033,C1_03760C_A
orf19.8635,orf19.8635,C1_03760C_A
orf19.1032,orf19.1032,C1_03770W_A
orf19.8634,orf19.8634,C1_03770W_A
orf19.1031,orf19.1031,C1_03780C_A
orf19.8633,orf19.8633,C1_03780C_A
orf19.1030,orf19.1030,C1_03790C_A
orf19.8632,orf19.8632,C1_03790C_A
orf19.1029,orf19.1029,C1_03800W_A
orf19.8631,orf19.8631,C1_03800W_A
orf19.1028,orf19.1028,C1_03810C_A
orf19.8630,orf19.8630,C1_03810C_A
orf19.1027,orf19.1027,C1_03820W_A
orf19.8629,orf19.8629,C1_03820W_A
orf19.1026,orf19.1026,C1_03830C_A
orf19.8628,orf19.8628,C1_03830C_A
orf19.11937,orf19.11937,C1_03860C_A
orf19.4457,orf19.4457,C1_03860C_A
orf19.11939,orf19.11939,C1_03870C_A
orf19.4459,orf19.4459,C1_03870C_A
orf19.11941,orf19.11941,C1_03880C_A
orf19.4461,orf19.4461,C1_03880C_A
orf19.11943,orf19.11943,C1_03890W_A
orf19.4463,orf19.4463,C1_03890W_A
orf19.11944,orf19.11944,C1_03900W_A
orf19.4464,orf19.4464,C1_03900W_A
orf19.11945,orf19.11945,C1_03910C_A
orf19.4465,orf19.4465,C1_03910C_A
orf19.11947,orf19.11947,C1_03920C_A
orf19.4466,orf19.4466,C1_03920C_A
orf19.11948,orf19.11948,C1_03930W_A
orf19.4467,orf19.4467,C1_03930W_A
orf19.11949,orf19.11949,C1_03940W_A
orf19.4468,orf19.4468,C1_03940W_A
orf19.4470,orf19.4470,C1_03950C_A
orf19.11951,orf19.11951,C1_03960C_A
orf19.4471,orf19.4471,C1_03960C_A
orf19.11952,orf19.11952,C1_03970W_A
orf19.4472,orf19.4472,C1_03970W_A
orf19.11953,orf19.11953,C1_03980W_A
orf19.4473,orf19.4473,C1_03980W_A
orf19.11954,orf19.11954,C1_03990W_A
orf19.4474,orf19.4474,C1_03990W_A
orf19.11955,orf19.11955,C1_04000C_A
orf19.4475,orf19.4475,C1_04000C_A
orf19.11957,orf19.11957,C1_04010C_A
orf19.4476,orf19.4476,C1_04010C_A
orf19.4477,orf19.4477,C1_04020C_A
orf19.11958,orf19.11958,C1_04030W_A
orf19.4478,orf19.4478,C1_04030W_A
orf19.11959,orf19.11959,C1_04040C_A
orf19.11960,orf19.11960,C1_04040C_A
orf19.4479,orf19.4479,C1_04040C_A
orf19.4480,orf19.4480,C1_04040C_A
orf19.11961,orf19.11961,C1_04050C_A
orf19.4481,orf19.4481,C1_04050C_A
orf19.11962,orf19.11962,C1_04060W_A
orf19.11963,orf19.11963,C1_04060W_A
orf19.4482,orf19.4482,C1_04060W_A
orf19.4483,orf19.4483,C1_04060W_A
orf19.1039,orf19.1039,C1_04070C_A
orf19.8641,orf19.8641,C1_04070C_A
orf19.1040,orf19.1040,C1_04080W_A
orf19.8642,orf19.8642,C1_04080W_A
orf19.1041,orf19.1041,C1_04090C_A
orf19.8643,orf19.8643,C1_04090C_A
orf19.1042,orf19.1042,C1_04100C_A
orf19.8644,orf19.8644,C1_04100C_A
orf19.1043,orf19.1043,C1_04110W_A
orf19.8645,orf19.8645,C1_04110W_A
orf19.1045,orf19.1045,C1_04120C_A
orf19.8647,orf19.8647,C1_04120C_A
orf19.1047,orf19.1047,C1_04130W_A
orf19.8649,orf19.8649,C1_04130W_A
orf19.1048,orf19.1048,C1_04140W_A
orf19.8650,orf19.8650,C1_04140W_A
orf19.1049,orf19.1049,C1_04150C_A
orf19.8651,orf19.8651,C1_04150C_A
orf19.1050,orf19.1050,C1_04160C_A
orf19.8652,orf19.8652,C1_04160C_A
orf19.1051,orf19.1051,C1_04170C_A
orf19.8653,orf19.8653,C1_04170C_A
orf19.1052,orf19.1052,C1_04180W_A
orf19.8654,orf19.8654,C1_04180W_A
orf19.1053,orf19.1053,C1_04190C_A
orf19.8655,orf19.8655,C1_04190C_A
orf19.1054,orf19.1054,C1_04200C_A
orf19.8656,orf19.8656,C1_04200C_A
orf19.1055,orf19.1055,C1_04210C_A
orf19.8657,orf19.8657,C1_04210C_A
orf19.1057,orf19.1057,C1_04220C_A
orf19.8659,orf19.8659,C1_04220C_A
orf19.1058,orf19.1058,C1_04230W_A
orf19.8660,orf19.8660,C1_04230W_A
orf19.1059,orf19.1059,C1_04240C_A
orf19.8661,orf19.8661,C1_04240C_A
orf19.1060,orf19.1060,C1_04250C_A
orf19.8662,orf19.8662,C1_04250C_A
orf19.1061,orf19.1061,C1_04260W_A
orf19.8663,orf19.8663,C1_04260W_A
orf19.1062,orf19.1062,C1_04270C_A
orf19.8664,orf19.8664,C1_04270C_A
orf19.1063,orf19.1063,C1_04280C_A
orf19.8665,orf19.8665,C1_04280C_A
orf19.1064,orf19.1064,C1_04290C_A
orf19.8666,orf19.8666,C1_04290C_A
orf19.1065,orf19.1065,C1_04300C_A
orf19.8667,orf19.8667,C1_04300C_A
orf19.1066,orf19.1066,C1_04310C_A
orf19.8668,orf19.8668,C1_04310C_A
orf19.1067,orf19.1067,C1_04320W_A
orf19.8669,orf19.8669,C1_04320W_A
orf19.1069,orf19.1069,C1_04330W_A
orf19.8671,orf19.8671,C1_04330W_A
orf19.1070,orf19.1070,C1_04340C_A
orf19.8672,orf19.8672,C1_04340C_A
orf19.1071,orf19.1071,C1_04350C_A
orf19.12670,orf19.12670,C1_04350C_A
orf19.5203,orf19.5203,C1_04350C_A
orf19.8673,orf19.8673,C1_04350C_A
orf19.12668,orf19.12668,C1_04370C_A
orf19.5201,orf19.5201,C1_04370C_A
orf19.12667,orf19.12667,C1_04380W_A
orf19.5200,orf19.5200,C1_04380W_A
orf19.12665,orf19.12665,C1_04390C_A
orf19.5198,orf19.5198,C1_04390C_A
orf19.12664,orf19.12664,C1_04400C_A
orf19.5197,orf19.5197,C1_04400C_A
orf19.12663,orf19.12663,C1_04410C_A
orf19.5196,orf19.5196,C1_04410C_A
orf19.12662,orf19.12662,C1_04420C_A
orf19.5195,orf19.5195,C1_04420C_A
orf19.12660,orf19.12660,C1_04450C_A
orf19.14127,orf19.14127,C1_04450C_A
orf19.5193,orf19.5193,C1_04450C_A
orf19.6837,orf19.6837,C1_04450C_A
orf19.14128,orf19.14128,C1_04460C_A
orf19.6838,orf19.6838,C1_04460C_A
orf19.14130,orf19.14130,C1_04470C_A
orf19.6840,orf19.6840,C1_04470C_A
orf19.14132,orf19.14132,C1_04480C_A
orf19.6842,orf19.6842,C1_04480C_A
orf19.14133,orf19.14133,C1_04490W_A
orf19.6843,orf19.6843,C1_04490W_A
orf19.14134,orf19.14134,C1_04500W_A
orf19.6844,orf19.6844,C1_04500W_A
orf19.14135,orf19.14135,C1_04510W_A
orf19.6845,orf19.6845,C1_04510W_A
orf19.14136,orf19.14136,C1_04520C_A
orf19.6846,orf19.6846,C1_04520C_A
orf19.14137,orf19.14137,C1_04530C_A
orf19.6847,orf19.6847,C1_04530C_A
orf19.14138,orf19.14138,C1_04540C_A
orf19.6848,orf19.6848,C1_04540C_A
orf19.14139,orf19.14139,C1_04550W_A
orf19.6849,orf19.6849,C1_04550W_A
orf19.14140,orf19.14140,C1_04560W_A
orf19.6850,orf19.6850,C1_04560W_A
orf19.14141,orf19.14141,C1_04570C_A
orf19.6851,orf19.6851,C1_04570C_A
orf19.14142,orf19.14142,C1_04580C_A
orf19.6852,orf19.6852,C1_04580C_A
orf19.14143,orf19.14143,C1_04600C_A
orf19.6853,orf19.6853,C1_04600C_A
orf19.14144,orf19.14144,C1_04610W_A
orf19.6854,orf19.6854,C1_04610W_A
orf19.14145,orf19.14145,C1_04620W_A
orf19.6855,orf19.6855,C1_04620W_A
orf19.783,orf19.783,C1_04630C_A
orf19.8405,orf19.8405,C1_04630C_A
orf19.782,orf19.782,C1_04640W_A
orf19.8404,orf19.8404,C1_04640W_A
orf19.781,orf19.781,C1_04650W_A
orf19.8403,orf19.8403,C1_04650W_A
orf19.780,orf19.780,C1_04660W_A
orf19.8402,orf19.8402,C1_04660W_A
orf19.779,orf19.779,C1_04670W_A
orf19.8401,orf19.8401,C1_04670W_A
orf19.778,orf19.778,C1_04680W_A
orf19.8400,orf19.8400,C1_04680W_A
orf19.776,orf19.776,C1_04690C_A
orf19.8398,orf19.8398,C1_04690C_A
orf19.775,orf19.775,C1_04700C_A
orf19.8397,orf19.8397,C1_04700C_A
orf19.773,orf19.773,C1_04710C_A
orf19.8395,orf19.8395,C1_04710C_A
orf19.772,orf19.772,C1_04730C_A
orf19.8394,orf19.8394,C1_04730C_A
orf19.771,orf19.771,C1_04740W_A
orf19.8393,orf19.8393,C1_04740W_A
orf19.769,orf19.769,C1_04750W_A
orf19.8391,orf19.8391,C1_04750W_A
orf19.768,orf19.768,C1_04760C_A
orf19.8389,orf19.8389,C1_04760C_A
orf19.767,orf19.767,C1_04770C_A
orf19.8387,orf19.8387,C1_04770C_A
orf19.764,orf19.764,C1_04780C_A
orf19.765,orf19.765,C1_04780C_A
orf19.8384,orf19.8384,C1_04780C_A
orf19.8385,orf19.8385,C1_04780C_A
orf19.763,orf19.763,C1_04790W_A
orf19.8383,orf19.8383,C1_04790W_A
orf19.762,orf19.762,C1_04800C_A
orf19.8382,orf19.8382,C1_04800C_A
orf19.761,orf19.761,C1_04810W_A
orf19.8381,orf19.8381,C1_04810W_A
orf19.760,orf19.760,C1_04820C_A
orf19.8380,orf19.8380,C1_04820C_A
orf19.759,orf19.759,C1_04830W_A
orf19.8379,orf19.8379,C1_04830W_A
orf19.758,orf19.758,C1_04840C_A
orf19.8378,orf19.8378,C1_04840C_A
orf19.757,orf19.757,C1_04860W_A
orf19.8377,orf19.8377,C1_04860W_A
orf19.756,orf19.756,C1_04870W_A
orf19.8376,orf19.8376,C1_04870W_A
orf19.755,orf19.755,C1_04880C_A
orf19.8375,orf19.8375,C1_04880C_A
orf19.754,orf19.754,C1_04890W_A
orf19.8374,orf19.8374,C1_04890W_A
orf19.753,orf19.753,C1_04900W_A
orf19.8373,orf19.8373,C1_04900W_A
orf19.752,orf19.752,C1_04910C_A
orf19.8372,orf19.8372,C1_04910C_A
orf19.751,orf19.751,C1_04930C_A
orf19.8371,orf19.8371,C1_04930C_A
orf19.750,orf19.750,C1_04940C_A
orf19.8370,orf19.8370,C1_04940C_A
orf19.48,orf19.48,C1_04950C_A
orf19.749,orf19.749,C1_04950C_A
orf19.7710,orf19.7710,C1_04950C_A
orf19.8369,orf19.8369,C1_04950C_A
orf19.50,orf19.50,C1_04960C_A
orf19.7711,orf19.7711,C1_04960C_A
orf19.51,orf19.51,C1_04970W_A
orf19.7712,orf19.7712,C1_04970W_A
orf19.52,orf19.52,C1_04980C_A
orf19.7713,orf19.7713,C1_04980C_A
orf19.53,orf19.53,C1_04990C_A
orf19.7714,orf19.7714,C1_04990C_A
orf19.54,orf19.54,C1_05000W_A
orf19.7715,orf19.7715,C1_05000W_A
orf19.55,orf19.55,C1_05010C_A
orf19.7716,orf19.7716,C1_05010C_A
orf19.56,orf19.56,C1_05020C_A
orf19.7717,orf19.7717,C1_05020C_A
orf19.57,orf19.57,C1_05030C_A
orf19.7718,orf19.7718,C1_05030C_A
orf19.58,orf19.58,C1_05050C_A
orf19.7719,orf19.7719,C1_05050C_A
orf19.59,orf19.59,C1_05060W_A
orf19.7720,orf19.7720,C1_05060W_A
orf19.11547,orf19.11547,C1_05070C_A
orf19.4064,orf19.4064,C1_05070C_A
orf19.60,orf19.60,C1_05070C_A
orf19.7721,orf19.7721,C1_05070C_A
orf19.11546,orf19.11546,C1_05080W_A
orf19.4063,orf19.4063,C1_05080W_A
orf19.11544,orf19.11544,C1_05090W_A
orf19.4062,orf19.4062,C1_05090W_A
orf19.11543,orf19.11543,C1_05100W_A
orf19.4061,orf19.4061,C1_05100W_A
orf19.11542,orf19.11542,C1_05110C_A
orf19.4060,orf19.4060,C1_05110C_A
orf19.11541,orf19.11541,C1_05120W_A
orf19.4059,orf19.4059,C1_05120W_A
orf19.4057,orf19.4057,C1_05130W_A
orf19.11538,orf19.11538,C1_05140W_A
orf19.4056,orf19.4056,C1_05140W_A
orf19.450,orf19.450,C1_05150C_A
orf19.8080,orf19.8080,C1_05150C_A
orf19.449,orf19.449,C1_05160C_A
orf19.8079,orf19.8079,C1_05160C_A
orf19.448,orf19.448,C1_05170C_A
orf19.8078,orf19.8078,C1_05170C_A
orf19.446,orf19.446,C1_05200C_A
orf19.8076,orf19.8076,C1_05200C_A
orf19.445,orf19.445,C1_05210C_A
orf19.8075,orf19.8075,C1_05210C_A
orf19.444,orf19.444,C1_05220C_A
orf19.8074,orf19.8074,C1_05220C_A
orf19.443,orf19.443,C1_05230W_A
orf19.8073,orf19.8073,C1_05230W_A
orf19.441,orf19.441,C1_05240C_A
orf19.8071,orf19.8071,C1_05240C_A
orf19.442,orf19.442,C1_05250W_A
orf19.440,orf19.440,C1_05260C_A
orf19.8070,orf19.8070,C1_05260C_A
orf19.439,orf19.439,C1_05270C_A
orf19.8069,orf19.8069,C1_05270C_A
orf19.438,orf19.438,C1_05280W_A
orf19.8068,orf19.8068,C1_05280W_A
orf19.437,orf19.437,C1_05290W_A
orf19.8067,orf19.8067,C1_05290W_A
orf19.434,orf19.434,C1_05300C_A
orf19.8064,orf19.8064,C1_05300C_A
orf19.433,orf19.433,C1_05320C_A
orf19.8063,orf19.8063,C1_05320C_A
orf19.432,orf19.432,C1_05330C_A
orf19.8062,orf19.8062,C1_05330C_A
orf19.431,orf19.431,C1_05340C_A
orf19.8061,orf19.8061,C1_05340C_A
orf19.430,orf19.430,C1_05350W_A
orf19.8060,orf19.8060,C1_05350W_A
orf19.429,orf19.429,C1_05360C_A
orf19.8059,orf19.8059,C1_05360C_A
orf19.428,orf19.428,C1_05370C_A
orf19.8058,orf19.8058,C1_05370C_A
orf19.427,orf19.427,C1_05380C_A
orf19.8057,orf19.8057,C1_05380C_A
orf19.426,orf19.426,C1_05390C_A
orf19.8056,orf19.8056,C1_05390C_A
orf19.425,orf19.425,C1_05400C_A
orf19.8055,orf19.8055,C1_05400C_A
orf19.424,orf19.424,C1_05410C_A
orf19.8054,orf19.8054,C1_05410C_A
orf19.423,orf19.423,C1_05420W_A
orf19.8053,orf19.8053,C1_05420W_A
orf19.422,orf19.422,C1_05430W_A
orf19.8052,orf19.8052,C1_05430W_A
orf19.419,orf19.419,C1_05440C_A
orf19.8049,orf19.8049,C1_05440C_A
orf19.420,orf19.420,C1_05450W_A
orf19.418,orf19.418,C1_05460W_A
orf19.8048,orf19.8048,C1_05460W_A
orf19.417,orf19.417,C1_05470W_A
orf19.8047,orf19.8047,C1_05470W_A
orf19.416,orf19.416,C1_05480C_A
orf19.8046,orf19.8046,C1_05480C_A
orf19.415,orf19.415,C1_05490C_A
orf19.8045,orf19.8045,C1_05490C_A
orf19.414,orf19.414,C1_05500W_A
orf19.8044,orf19.8044,C1_05500W_A
orf19.413,orf19.413,C1_05520W_A
orf19.8043,orf19.8043,C1_05520W_A
orf19.412,orf19.412,C1_05530C_A
orf19.8042,orf19.8042,C1_05530C_A
orf19.411,orf19.411,C1_05540C_A
orf19.8041,orf19.8041,C1_05540C_A
orf19.10031,orf19.10031,C1_05600W_A
orf19.2495,orf19.2495,C1_05600W_A
orf19.10030,orf19.10030,C1_05610W_A
orf19.2494,orf19.2494,C1_05610W_A
orf19.10028,orf19.10028,C1_05620C_A
orf19.2492,orf19.2492,C1_05620C_A
orf19.10025,orf19.10025,C1_05630C_A
orf19.2489,orf19.2489,C1_05630C_A
orf19.10024,orf19.10024,C1_05640C_A
orf19.2488,orf19.2488,C1_05640C_A
orf19.10023,orf19.10023,C1_05650W_A
orf19.2487,orf19.2487,C1_05650W_A
orf19.10021,orf19.10021,C1_05660C_A
orf19.2485,orf19.2485,C1_05660C_A
orf19.10020,orf19.10020,C1_05670W_A
orf19.2484,orf19.2484,C1_05670W_A
orf19.10019,orf19.10019,C1_05680C_A
orf19.2483,orf19.2483,C1_05680C_A
orf19.10017,orf19.10017,C1_05690C_A
orf19.2481,orf19.2481,C1_05690C_A
orf19.10016,orf19.10016,C1_05710C_A
orf19.2479,orf19.2479,C1_05710C_A
orf19.10015,orf19.10015,C1_05740C_A
orf19.2478,orf19.2478,C1_05740C_A
orf19.10013,orf19.10013,C1_05750C_A
orf19.2476,orf19.2476,C1_05750C_A
orf19.10012,orf19.10012,C1_05760C_A
orf19.2475,orf19.2475,C1_05760C_A
orf19.10011,orf19.10011,C1_05770C_A
orf19.2474,orf19.2474,C1_05770C_A
orf19.10010,orf19.10010,C1_05780W_A
orf19.2473,orf19.2473,C1_05780W_A
orf19.10009,orf19.10009,C1_05800C_A
orf19.2472,orf19.2472,C1_05800C_A
orf19.10008,orf19.10008,C1_05810W_A
orf19.2471,orf19.2471,C1_05810W_A
orf19.10006,orf19.10006,C1_05820C_A
orf19.2469,orf19.2469,C1_05820C_A
orf19.10005,orf19.10005,C1_05830W_A
orf19.2468,orf19.2468,C1_05830W_A
orf19.10004,orf19.10004,C1_05840W_A
orf19.2467,orf19.2467,C1_05840W_A
orf19.10002,orf19.10002,C1_05850W_A
orf19.2465,orf19.2465,C1_05850W_A
orf19.10000,orf19.10000,C1_05860W_A
orf19.2463,orf19.2463,C1_05860W_A
orf19.2462,orf19.2462,C1_05870W_A
orf19.9999,orf19.9999,C1_05870W_A
orf19.2461,orf19.2461,C1_05880W_A
orf19.9998,orf19.9998,C1_05880W_A
orf19.2460,orf19.2460,C1_05890W_A
orf19.9997,orf19.9997,C1_05890W_A
orf19.2459,orf19.2459,C1_05900W_A
orf19.9996,orf19.9996,C1_05900W_A
orf19.2458,orf19.2458,C1_05910W_A
orf19.9995,orf19.9995,C1_05910W_A
orf19.2457,orf19.2457,C1_05920W_A
orf19.9993,orf19.9993,C1_05920W_A
orf19.2455,orf19.2455,C1_05930C_A
orf19.2456,orf19.2456,C1_05930C_A
orf19.9992,orf19.9992,C1_05930C_A
orf19.2454,orf19.2454,C1_05940W_A
orf19.9990,orf19.9990,C1_05940W_A
orf19.2452,orf19.2452,C1_05950C_A
orf19.9988,orf19.9988,C1_05950C_A
orf19.2451,orf19.2451,C1_05960W_A
orf19.9987,orf19.9987,C1_05960W_A
orf19.2449,orf19.2449,C1_05970W_A
orf19.9985,orf19.9985,C1_05970W_A
orf19.2447,orf19.2447,C1_05980W_A
orf19.9983,orf19.9983,C1_05980W_A
orf19.2446,orf19.2446,C1_05990C_A
orf19.9982,orf19.9982,C1_05990C_A
orf19.2445,orf19.2445,C1_06000W_A
orf19.9981,orf19.9981,C1_06000W_A
orf19.2444,orf19.2444,C1_06010W_A
orf19.9980,orf19.9980,C1_06010W_A
orf19.2443,orf19.2443,C1_06020W_A
orf19.9979,orf19.9979,C1_06020W_A
orf19.2442,orf19.2442,C1_06030C_A
orf19.9978,orf19.9978,C1_06030C_A
orf19.2440,orf19.2440,C1_06040W_A
orf19.2441,orf19.2441,C1_06040W_A
orf19.9976,orf19.9976,C1_06040W_A
orf19.9977,orf19.9977,C1_06040W_A
orf19.2439,orf19.2439,C1_06060C_A
orf19.9975,orf19.9975,C1_06060C_A
orf19.2438,orf19.2438,C1_06070W_A
orf19.9974,orf19.9974,C1_06070W_A
orf19.2437,orf19.2437,C1_06080C_A
orf19.9973,orf19.9973,C1_06080C_A
orf19.2436,orf19.2436,C1_06090C_A
orf19.9972,orf19.9972,C1_06090C_A
orf19.2435,orf19.2435,C1_06100C_A
orf19.9971,orf19.9971,C1_06100C_A
orf19.2434,orf19.2434,C1_06110C_A
orf19.9970,orf19.9970,C1_06110C_A
orf19.2433,orf19.2433,C1_06120C_A
orf19.9969,orf19.9969,C1_06120C_A
orf19.2432,orf19.2432,C1_06130C_A
orf19.9968,orf19.9968,C1_06130C_A
orf19.2431,orf19.2431,C1_06140C_A
orf19.9967,orf19.9967,C1_06140C_A
orf19.2430,orf19.2430,C1_06150W_A
orf19.9966,orf19.9966,C1_06150W_A
orf19.2429,orf19.2429,C1_06160W_A
orf19.380,orf19.380,C1_06160W_A
orf19.9965,orf19.9965,C1_06160W_A
orf19.2661,orf19.2661,C1_06180W_A
orf19.381,orf19.381,C1_06180W_A
orf19.631,orf19.631,C1_06180W_A
orf19.2662,orf19.2662,C1_06190C_A
orf19.1829,orf19.1829,C1_06200W_A
orf19.2663,orf19.2663,C1_06200W_A
orf19.9388,orf19.9388,C1_06200W_A
orf19.1828,orf19.1828,C1_06210W_A
orf19.9387,orf19.9387,C1_06210W_A
orf19.1827,orf19.1827,C1_06220C_A
orf19.9386,orf19.9386,C1_06220C_A
orf19.1826,orf19.1826,C1_06230C_A
orf19.9385,orf19.9385,C1_06230C_A
orf19.1825,orf19.1825,C1_06250W_A
orf19.9384,orf19.9384,C1_06250W_A
orf19.1824,orf19.1824,C1_06260W_A
orf19.9383,orf19.9383,C1_06260W_A
orf19.1823,orf19.1823,C1_06270W_A
orf19.9382,orf19.9382,C1_06270W_A
orf19.1822,orf19.1822,C1_06280C_A
orf19.9381,orf19.9381,C1_06280C_A
orf19.1821,orf19.1821,C1_06290C_A
orf19.9380,orf19.9380,C1_06290C_A
orf19.13660,orf19.13660,C1_06320W_A
orf19.177,orf19.177,C1_06320W_A
orf19.6281,orf19.6281,C1_06320W_A
orf19.7810,orf19.7810,C1_06320W_A
orf19.13659,orf19.13659,C1_06330W_A
orf19.6280,orf19.6280,C1_06330W_A
orf19.13656,orf19.13656,C1_06340W_A
orf19.13658,orf19.13658,C1_06340W_A
orf19.6277,orf19.6277,C1_06340W_A
orf19.6279,orf19.6279,C1_06340W_A
orf19.13655,orf19.13655,C1_06350W_A
orf19.6276,orf19.6276,C1_06350W_A
orf19.13654,orf19.13654,C1_06360W_A
orf19.6275,orf19.6275,C1_06360W_A
orf19.13653,orf19.13653,C1_06370C_A
orf19.6274,orf19.6274,C1_06370C_A
orf19.13652,orf19.13652,C1_06380C_A
orf19.6273,orf19.6273,C1_06380C_A
orf19.13651,orf19.13651,C1_06390W_A
orf19.6272,orf19.6272,C1_06390W_A
orf19.13650,orf19.13650,C1_06400C_A
orf19.6271,orf19.6271,C1_06400C_A
orf19.13648,orf19.13648,C1_06410W_A
orf19.13649,orf19.13649,C1_06410W_A
orf19.6269,orf19.6269,C1_06410W_A
orf19.6270,orf19.6270,C1_06410W_A
orf19.13647,orf19.13647,C1_06420C_A
orf19.6268,orf19.6268,C1_06420C_A
orf19.13646,orf19.13646,C1_06430C_A
orf19.6267,orf19.6267,C1_06430C_A
orf19.13645,orf19.13645,C1_06440C_A
orf19.6266,orf19.6266,C1_06440C_A
orf19.13644,orf19.13644,C1_06460C_A
orf19.6265,orf19.6265,C1_06460C_A
orf19.13643,orf19.13643,C1_06500W_A
orf19.6264,orf19.6264,C1_06500W_A
orf19.13642,orf19.13642,C1_06510C_A
orf19.6263,orf19.6263,C1_06510C_A
orf19.13640,orf19.13640,C1_06520C_A
orf19.6261,orf19.6261,C1_06520C_A
orf19.13639,orf19.13639,C1_06530C_A
orf19.6260,orf19.6260,C1_06530C_A
orf19.13638,orf19.13638,C1_06540C_A
orf19.6259,orf19.6259,C1_06540C_A
orf19.13636,orf19.13636,C1_06550W_A
orf19.6257,orf19.6257,C1_06550W_A
orf19.13634,orf19.13634,C1_06560W_A
orf19.6255,orf19.6255,C1_06560W_A
orf19.13633,orf19.13633,C1_06570W_A
orf19.6254,orf19.6254,C1_06570W_A
orf19.13632,orf19.13632,C1_06580W_A
orf19.6253,orf19.6253,C1_06580W_A
orf19.13630,orf19.13630,C1_06590C_A
orf19.6252,orf19.6252,C1_06590C_A
orf19.13628,orf19.13628,C1_06600W_A
orf19.6250,orf19.6250,C1_06600W_A
orf19.13627,orf19.13627,C1_06610C_A
orf19.6249,orf19.6249,C1_06610C_A
orf19.13626,orf19.13626,C1_06620C_A
orf19.6248,orf19.6248,C1_06620C_A
orf19.13625,orf19.13625,C1_06630W_A
orf19.6247,orf19.6247,C1_06630W_A
orf19.13624,orf19.13624,C1_06650W_A
orf19.6246,orf19.6246,C1_06650W_A
orf19.13623,orf19.13623,C1_06660W_A
orf19.6245,orf19.6245,C1_06660W_A
orf19.13622,orf19.13622,C1_06670W_A
orf19.6244,orf19.6244,C1_06670W_A
orf19.13621,orf19.13621,C1_06680W_A
orf19.6243,orf19.6243,C1_06680W_A
orf19.6242,orf19.6242,C1_06690W_A
orf19.13620,orf19.13620,C1_06700W_A
orf19.6240,orf19.6240,C1_06700W_A
orf19.6241,orf19.6241,C1_06700W_A
orf19.13619,orf19.13619,C1_06710W_A
orf19.6239,orf19.6239,C1_06710W_A
orf19.13618,orf19.13618,C1_06720C_A
orf19.6238,orf19.6238,C1_06720C_A
orf19.13617,orf19.13617,C1_06730W_A
