a21_orf19,a22_orf19,a22_id
orf19.11828,orf19.11828,CR_03800C_A
orf19.11856,orf19.11856,CR_03800C_A
orf19.4350,orf19.4350,CR_03800C_A
orf19.4378,orf19.4378,CR_03800C_A
orf19.11829,orf19.11829,CR_03810W_A
orf19.11857,orf19.11857,CR_03810W_A
orf19.4351,orf19.4351,CR_03810W_A
orf19.4379,orf19.4379,CR_03810W_A
orf19.11831,orf19.11831,CR_03820C_A
orf19.4353,orf19.4353,CR_03820C_A
orf19.11832,orf19.11832,CR_03830C_A
orf19.4354,orf19.4354,CR_03830C_A
orf19.11833,orf19.11833,CR_03840C_A
orf19.4355,orf19.4355,CR_03840C_A
orf19.11834,orf19.11834,CR_03850W_A
orf19.4356,orf19.4356,CR_03850W_A
orf19.11835,orf19.11835,CR_03860C_A
orf19.4357,orf19.4357,CR_03860C_A
orf19.11836,orf19.11836,CR_03870W_A
orf19.4358,orf19.4358,CR_03870W_A
orf19.465,orf19.465,CR_03880W_A
orf19.8096,orf19.8096,CR_03880W_A
orf19.467,orf19.467,CR_03890W_A
orf19.8098,orf19.8098,CR_03890W_A
orf19.469,orf19.469,CR_03900W_A
orf19.8100,orf19.8100,CR_03900W_A
orf19.470,orf19.470,CR_03910C_A
orf19.8101,orf19.8101,CR_03910C_A
orf19.473,orf19.473,CR_03920C_A
orf19.8104,orf19.8104,CR_03920C_A
orf19.474,orf19.474,CR_03930C_A
orf19.8105,orf19.8105,CR_03930C_A
orf19.475,orf19.475,CR_03940W_A
orf19.476,orf19.476,CR_03940W_A
orf19.8106,orf19.8106,CR_03940W_A
orf19.8107,orf19.8107,CR_03940W_A
orf19.477,orf19.477,CR_03950W_A
orf19.8108,orf19.8108,CR_03950W_A
orf19.478,orf19.478,CR_03960C_A
orf19.479,orf19.479,CR_03960C_A
orf19.8109,orf19.8109,CR_03960C_A
orf19.480,orf19.480,CR_03980W_A
orf19.8110,orf19.8110,CR_03980W_A
orf19.481,orf19.481,CR_03990C_A
orf19.8111,orf19.8111,CR_03990C_A
orf19.482,orf19.482,CR_04000W_A
orf19.8112,orf19.8112,CR_04000W_A
orf19.484,orf19.484,CR_04010C_A
orf19.8114,orf19.8114,CR_04010C_A
orf19.485,orf19.485,CR_04020C_A
orf19.8115,orf19.8115,CR_04020C_A
orf19.486,orf19.486,CR_04030W_A
orf19.8116,orf19.8116,CR_04030W_A
orf19.487,orf19.487,CR_04040C_A
orf19.8117,orf19.8117,CR_04040C_A
orf19.488,orf19.488,CR_04050C_A
orf19.8118,orf19.8118,CR_04050C_A
orf19.489,orf19.489,CR_04060C_A
orf19.8119,orf19.8119,CR_04060C_A
orf19.490,orf19.490,CR_04070W_A
orf19.8120,orf19.8120,CR_04070W_A
orf19.491,orf19.491,CR_04080C_A
orf19.8121,orf19.8121,CR_04080C_A
orf19.492,orf19.492,CR_04090C_A
orf19.8122,orf19.8122,CR_04090C_A
orf19.493,orf19.493,CR_04100C_A
orf19.8123,orf19.8123,CR_04100C_A
orf19.494,orf19.494,CR_04110W_A
orf19.8124,orf19.8124,CR_04110W_A
orf19.496,orf19.496,CR_04120C_A
orf19.8126,orf19.8126,CR_04120C_A
orf19.497,orf19.497,CR_04130C_A
orf19.8127,orf19.8127,CR_04130C_A
orf19.498,orf19.498,CR_04140W_A
orf19.8128,orf19.8128,CR_04140W_A
orf19.499,orf19.499,CR_04150W_A
orf19.8129,orf19.8129,CR_04150W_A
orf19.500,orf19.500,CR_04160C_A
orf19.8130,orf19.8130,CR_04160C_A
orf19.501,orf19.501,CR_04170W_A
orf19.8131,orf19.8131,CR_04170W_A
orf19.504,orf19.504,CR_04180C_A
orf19.8134,orf19.8134,CR_04180C_A
orf19.505,orf19.505,CR_04190W_A
orf19.8135,orf19.8135,CR_04190W_A
orf19.506,orf19.506,CR_04200W_A
orf19.8136,orf19.8136,CR_04200W_A
orf19.508,orf19.508,CR_04210C_A
orf19.8138,orf19.8138,CR_04210C_A
orf19.510,orf19.510,CR_04220C_A
orf19.8141,orf19.8141,CR_04220C_A
orf19.511,orf19.511,CR_04230W_A
orf19.8142,orf19.8142,CR_04230W_A
orf19.512,orf19.512,CR_04240C_A
orf19.8143,orf19.8143,CR_04240C_A
orf19.513,orf19.513,CR_04250W_A
orf19.8144,orf19.8144,CR_04250W_A
orf19.514,orf19.514,CR_04260W_A
orf19.8145,orf19.8145,CR_04260W_A
orf19.515,orf19.515,CR_04270C_A
orf19.8146,orf19.8146,CR_04270C_A
orf19.516,orf19.516,CR_04280C_A
orf19.8147,orf19.8147,CR_04280C_A
orf19.517,orf19.517,CR_04290W_A
orf19.8148,orf19.8148,CR_04290W_A
orf19.518,orf19.518,CR_04300W_A
orf19.8149,orf19.8149,CR_04300W_A
orf19.519,orf19.519,CR_04310C_A
orf19.8150,orf19.8150,CR_04310C_A
orf19.520,orf19.520,CR_04330W_A
orf19.8151,orf19.8151,CR_04330W_A
orf19.522,orf19.522,CR_04340W_A
orf19.8154,orf19.8154,CR_04340W_A
orf19.524,orf19.524,CR_04350C_A
orf19.8157,orf19.8157,CR_04350C_A
orf19.526,orf19.526,CR_04360C_A
orf19.8159,orf19.8159,CR_04360C_A
orf19.527,orf19.527,CR_04370W_A
orf19.8160,orf19.8160,CR_04370W_A
orf19.528,orf19.528,CR_04380C_A
orf19.8161,orf19.8161,CR_04380C_A
orf19.529,orf19.529,CR_04390C_A
orf19.8162,orf19.8162,CR_04390C_A
orf19.530,orf19.530,CR_04410W_A
orf19.8163,orf19.8163,CR_04410W_A
orf19.532,orf19.532,CR_04420C_A
orf19.8165,orf19.8165,CR_04420C_A
orf19.533,orf19.533,CR_04430W_A
orf19.8166,orf19.8166,CR_04430W_A
orf19.535,orf19.535,CR_04440C_A
orf19.8168,orf19.8168,CR_04440C_A
orf19.536,orf19.536,CR_04450C_A
orf19.8169,orf19.8169,CR_04450C_A
orf19.537,orf19.537,CR_04460C_A
orf19.8170,orf19.8170,CR_04460C_A
orf19.538,orf19.538,CR_04470W_A
orf19.8171,orf19.8171,CR_04470W_A
orf19.539,orf19.539,CR_04480C_A
orf19.8172,orf19.8172,CR_04480C_A
orf19.540,orf19.540,CR_04490C_A
orf19.8173,orf19.8173,CR_04490C_A
orf19.541,orf19.541,CR_04500C_A
orf19.8174,orf19.8174,CR_04500C_A
orf19.542,orf19.542,CR_04510W_A
orf19.8176,orf19.8176,CR_04510W_A
orf19.543,orf19.543,CR_04530W_A
orf19.8178,orf19.8178,CR_04530W_A
orf19.544,orf19.544,CR_04540C_A
orf19.8179,orf19.8179,CR_04540C_A
orf19.547,orf19.547,CR_04560C_A
orf19.8182,orf19.8182,CR_04560C_A
orf19.548,orf19.548,CR_04570C_A
orf19.8183,orf19.8183,CR_04570C_A
orf19.549,orf19.549,CR_04580W_A
orf19.8184,orf19.8184,CR_04580W_A
orf19.550,orf19.550,CR_04590C_A
orf19.8185,orf19.8185,CR_04590C_A
orf19.551,orf19.551,CR_04600W_A
orf19.8186,orf19.8186,CR_04600W_A
orf19.552,orf19.552,CR_04610C_A
orf19.8187,orf19.8187,CR_04610C_A
orf19.553,orf19.553,CR_04620C_A
orf19.8188,orf19.8188,CR_04620C_A
orf19.554,orf19.554,CR_04630C_A
orf19.8189,orf19.8189,CR_04630C_A
orf19.1741,orf19.1741,CR_04640W_A
orf19.9308,orf19.9308,CR_04640W_A
orf19.1738,orf19.1738,CR_04660C_A
orf19.9305,orf19.9305,CR_04660C_A
orf19.1737,orf19.1737,CR_04670C_A
orf19.1736,orf19.1736,CR_04680C_A
orf19.9304,orf19.9304,CR_04680C_A
orf19.1735,orf19.1735,CR_04710W_A
orf19.9303,orf19.9303,CR_04710W_A
orf19.1734,orf19.1734,CR_04720C_A
orf19.9302,orf19.9302,CR_04720C_A
orf19.13695,orf19.13695,CR_04730W_A
orf19.6318,orf19.6318,CR_04730W_A
orf19.13694,orf19.13694,CR_04740C_A
orf19.6317,orf19.6317,CR_04740C_A
orf19.13693,orf19.13693,CR_04760C_A
orf19.6316,orf19.6316,CR_04760C_A
orf19.13692,orf19.13692,CR_04770C_A
orf19.6315,orf19.6315,CR_04770C_A
orf19.13691,orf19.13691,CR_04780W_A
orf19.6314,orf19.6314,CR_04780W_A
orf19.13690,orf19.13690,CR_04800W_A
orf19.6313,orf19.6313,CR_04800W_A
orf19.13689,orf19.13689,CR_04810W_A
orf19.6312,orf19.6312,CR_04810W_A
orf19.13688,orf19.13688,CR_04820W_A
orf19.6311,orf19.6311,CR_04820W_A
orf19.13687,orf19.13687,CR_04830C_A
orf19.6310,orf19.6310,CR_04830C_A
orf19.13686,orf19.13686,CR_04840C_A
orf19.6309,orf19.6309,CR_04840C_A
orf19.13685,orf19.13685,CR_04850C_A
orf19.6308,orf19.6308,CR_04850C_A
orf19.13684,orf19.13684,CR_04860C_A
orf19.6307,orf19.6307,CR_04860C_A
orf19.13683,orf19.13683,CR_04870C_A
orf19.6306,orf19.6306,CR_04870C_A
orf19.13682,orf19.13682,CR_04880W_A
orf19.6305,orf19.6305,CR_04880W_A
orf19.13681,orf19.13681,CR_04890W_A
orf19.6304,orf19.6304,CR_04890W_A
orf19.13679,orf19.13679,CR_04900C_A
orf19.6302,orf19.6302,CR_04900C_A
orf19.1803,orf19.1803,CR_04910W_A
orf19.9369,orf19.9369,CR_04910W_A
orf19.1804,orf19.1804,CR_04920W_A
orf19.9370,orf19.9370,CR_04920W_A
orf19.1805,orf19.1805,CR_04930W_A
orf19.9371,orf19.9371,CR_04930W_A
orf19.1806,orf19.1806,CR_04940W_A
orf19.9373,orf19.9373,CR_04940W_A
orf19.1808,orf19.1808,CR_04950W_A
orf19.632,orf19.632,CR_04950W_A
orf19.8246,orf19.8246,CR_04950W_A
orf19.9375,orf19.9375,CR_04950W_A
orf19.633,orf19.633,CR_04960C_A
orf19.634,orf19.634,CR_04970C_A
orf19.8247,orf19.8247,CR_04970C_A
orf19.635,orf19.635,CR_04980C_A
orf19.8248,orf19.8248,CR_04980C_A
orf19.654,orf19.654,CR_04990C_A
orf19.8268,orf19.8268,CR_04990C_A
orf19.653,orf19.653,CR_05000C_A
orf19.652,orf19.652,CR_05010W_A
orf19.8267,orf19.8267,CR_05010W_A
orf19.651,orf19.651,CR_05020W_A
orf19.8266,orf19.8266,CR_05020W_A
orf19.649,orf19.649,CR_05030W_A
orf19.8264,orf19.8264,CR_05030W_A
orf19.646,orf19.646,CR_05050W_A
orf19.8260,orf19.8260,CR_05050W_A
orf19.644,orf19.644,CR_05090C_A
orf19.645,orf19.645,CR_05090C_A
orf19.8258,orf19.8258,CR_05090C_A
orf19.8259,orf19.8259,CR_05090C_A
orf19.643,orf19.643,CR_05100W_A
orf19.8257,orf19.8257,CR_05100W_A
orf19.642,orf19.642,CR_05120W_A
orf19.8256,orf19.8256,CR_05120W_A
orf19.641,orf19.641,CR_05130C_A
orf19.8255,orf19.8255,CR_05130C_A
orf19.640,orf19.640,CR_05140W_A
orf19.8254,orf19.8254,CR_05140W_A
orf19.639,orf19.639,CR_05160C_A
orf19.8253,orf19.8253,CR_05160C_A
orf19.638,orf19.638,CR_05170C_A
orf19.8252,orf19.8252,CR_05170C_A
orf19.637,orf19.637,CR_05180C_A
orf19.8251,orf19.8251,CR_05180C_A
orf19.555,orf19.555,CR_05190W_A
orf19.636,orf19.636,CR_05190W_A
orf19.8190,orf19.8190,CR_05190W_A
orf19.8250,orf19.8250,CR_05190W_A
orf19.556,orf19.556,CR_05200C_A
orf19.8191,orf19.8191,CR_05200C_A
orf19.557,orf19.557,CR_05210W_A
orf19.8192,orf19.8192,CR_05210W_A
orf19.558,orf19.558,CR_05220C_A
orf19.8193,orf19.8193,CR_05220C_A
orf19.559,orf19.559,CR_05240C_A
orf19.8194,orf19.8194,CR_05240C_A
orf19.1006,orf19.1006,CR_05250C_A
orf19.562,orf19.562,CR_05250C_A
orf19.8197,orf19.8197,CR_05250C_A
orf19.8621,orf19.8621,CR_05250C_A
orf19.1007,orf19.1007,CR_05260C_A
orf19.8622,orf19.8622,CR_05260C_A
orf19.1008,orf19.1008,CR_05270W_A
orf19.1009,orf19.1009,CR_05280W_A
orf19.1010,orf19.1010,CR_05290W_A
orf19.8624,orf19.8624,CR_05290W_A
orf19.1011,orf19.1011,CR_05300C_A
orf19.8625,orf19.8625,CR_05300C_A
orf19.1012,orf19.1012,CR_05310W_A
orf19.8626,orf19.8626,CR_05310W_A
orf19.1013,orf19.1013,CR_05320C_A
orf19.5289,orf19.5289,CR_05320C_A
orf19.8627,orf19.8627,CR_05320C_A
orf19.5288,orf19.5288,CR_05340C_A
orf19.5287,orf19.5287,CR_05360C_A
orf19.5286,orf19.5286,CR_05380C_A
orf19.5285,orf19.5285,CR_05390W_A
orf19.3510,orf19.3510,CR_05420W_A
orf19.5284,orf19.5284,CR_05420W_A
orf19.3512,orf19.3512,CR_05430W_A
orf19.5283,orf19.5283,CR_05430W_A
orf19.3515,orf19.3515,CR_05440W_A
orf19.3516,orf19.3516,CR_05450C_A
orf19.3517,orf19.3517,CR_05460W_A
orf19.3518,orf19.3518,CR_05480W_A
orf19.13275,orf19.13275,CR_05490W_A
orf19.3519,orf19.3519,CR_05490W_A
orf19.5853,orf19.5853,CR_05490W_A
orf19.13274,orf19.13274,CR_05500C_A
orf19.3520,orf19.3520,CR_05500C_A
orf19.5852,orf19.5852,CR_05500C_A
orf19.13273,orf19.13273,CR_05510W_A
orf19.5851,orf19.5851,CR_05510W_A
orf19.13272,orf19.13272,CR_05520W_A
orf19.5850,orf19.5850,CR_05520W_A
orf19.13271,orf19.13271,CR_05530C_A
orf19.5849,orf19.5849,CR_05530C_A
orf19.13270,orf19.13270,CR_05540C_A
orf19.5848,orf19.5848,CR_05540C_A
orf19.13269,orf19.13269,CR_05550C_A
orf19.5847,orf19.5847,CR_05550C_A
orf19.13268,orf19.13268,CR_05560W_A
orf19.5846,orf19.5846,CR_05560W_A
orf19.13267,orf19.13267,CR_05570C_A
orf19.5845,orf19.5845,CR_05570C_A
orf19.13266,orf19.13266,CR_05580C_A
orf19.5844,orf19.5844,CR_05580C_A
orf19.13265,orf19.13265,CR_05610C_A
orf19.5843,orf19.5843,CR_05610C_A
orf19.13974,orf19.13974,CR_05620C_A
orf19.6653,orf19.6653,CR_05620C_A
orf19.13973,orf19.13973,CR_05630W_A
orf19.6652,orf19.6652,CR_05630W_A
orf19.13971,orf19.13971,CR_05640C_A
orf19.6650,orf19.6650,CR_05640C_A
orf19.13970,orf19.13970,CR_05650W_A
orf19.6649,orf19.6649,CR_05650W_A
orf19.13969,orf19.13969,CR_05660W_A
orf19.6648,orf19.6648,CR_05660W_A
orf19.13966,orf19.13966,CR_05670C_A
orf19.6645,orf19.6645,CR_05670C_A
orf19.13965,orf19.13965,CR_05680C_A
orf19.6644,orf19.6644,CR_05680C_A
orf19.13964,orf19.13964,CR_05690W_A
orf19.6643,orf19.6643,CR_05690W_A
orf19.13963,orf19.13963,CR_05700C_A
orf19.6642,orf19.6642,CR_05700C_A
orf19.13962,orf19.13962,CR_05710C_A
orf19.6641,orf19.6641,CR_05710C_A
orf19.13961,orf19.13961,CR_05720W_A
orf19.6640,orf19.6640,CR_05720W_A
orf19.13960,orf19.13960,CR_05730C_A
orf19.6639,orf19.6639,CR_05730C_A
orf19.13959,orf19.13959,CR_05740C_A
orf19.6638,orf19.6638,CR_05740C_A
orf19.13958,orf19.13958,CR_05750W_A
orf19.6637,orf19.6637,CR_05750W_A
orf19.13957,orf19.13957,CR_05760C_A
orf19.6636,orf19.6636,CR_05760C_A
orf19.13956,orf19.13956,CR_05770W_A
orf19.6635,orf19.6635,CR_05770W_A
orf19.13955,orf19.13955,CR_05780W_A
orf19.6634,orf19.6634,CR_05780W_A
orf19.13953,orf19.13953,CR_05790C_A
orf19.6632,orf19.6632,CR_05790C_A
orf19.6630,orf19.6630,CR_05800C_A
orf19.13950,orf19.13950,CR_05830C_A
orf19.6629,orf19.6629,CR_05830C_A
orf19.13949,orf19.13949,CR_05840W_A
orf19.6628,orf19.6628,CR_05840W_A
orf19.13948,orf19.13948,CR_05860W_A
orf19.6627,orf19.6627,CR_05860W_A
orf19.13947,orf19.13947,CR_05880W_A
orf19.6626,orf19.6626,CR_05880W_A
orf19.13946,orf19.13946,CR_05890C_A
orf19.6625,orf19.6625,CR_05890C_A
orf19.13945,orf19.13945,CR_05900W_A
orf19.6624,orf19.6624,CR_05900W_A
orf19.13944,orf19.13944,CR_05910W_A
orf19.6623,orf19.6623,CR_05910W_A
orf19.13942,orf19.13942,CR_05920C_A
orf19.461,orf19.461,CR_05920C_A
orf19.6621,orf19.6621,CR_05920C_A
orf19.8092,orf19.8092,CR_05920C_A
orf19.460,orf19.460,CR_05940W_A
orf19.8091,orf19.8091,CR_05940W_A
orf19.459,orf19.459,CR_05950C_A
orf19.8090,orf19.8090,CR_05950C_A
orf19.458,orf19.458,CR_05970C_A
orf19.8089,orf19.8089,CR_05970C_A
orf19.457,orf19.457,CR_05980W_A
orf19.8088,orf19.8088,CR_05980W_A
orf19.454,orf19.454,CR_05990C_A
orf19.8085,orf19.8085,CR_05990C_A
orf19.451,orf19.451,CR_06000W_A
orf19.8081,orf19.8081,CR_06000W_A
orf19.11329,orf19.11329,CR_06010W_A
orf19.3848,orf19.3848,CR_06010W_A
orf19.11332,orf19.11332,CR_06020W_A
orf19.3851,orf19.3851,CR_06020W_A
orf19.11333,orf19.11333,CR_06030C_A
orf19.3852,orf19.3852,CR_06030C_A
orf19.11335,orf19.11335,CR_06040W_A
orf19.3854,orf19.3854,CR_06040W_A
orf19.11337,orf19.11337,CR_06050W_A
orf19.3856,orf19.3856,CR_06050W_A
orf19.11339,orf19.11339,CR_06060W_A
orf19.3858,orf19.3858,CR_06060W_A
orf19.11340,orf19.11340,CR_06070W_A
orf19.3859,orf19.3859,CR_06070W_A
orf19.11342,orf19.11342,CR_06080W_A
orf19.3861,orf19.3861,CR_06080W_A
orf19.11343,orf19.11343,CR_06090W_A
orf19.3862,orf19.3862,CR_06090W_A
orf19.11344,orf19.11344,CR_06100C_A
orf19.3863,orf19.3863,CR_06100C_A
orf19.11346,orf19.11346,CR_06110C_A
orf19.3865,orf19.3865,CR_06110C_A
orf19.11348,orf19.11348,CR_06120W_A
orf19.3867,orf19.3867,CR_06120W_A
orf19.3868,orf19.3868,CR_06130C_A
orf19.11350,orf19.11350,CR_06140W_A
orf19.3869,orf19.3869,CR_06140W_A
orf19.11351,orf19.11351,CR_06150C_A
orf19.3870,orf19.3870,CR_06150C_A
orf19.11352,orf19.11352,CR_06160C_A
orf19.3871,orf19.3871,CR_06160C_A
orf19.11353,orf19.11353,CR_06170W_A
orf19.3872,orf19.3872,CR_06170W_A
orf19.11354,orf19.11354,CR_06180W_A
orf19.3873,orf19.3873,CR_06180W_A
orf19.11355,orf19.11355,CR_06230W_A
orf19.3874,orf19.3874,CR_06230W_A
orf19.11357,orf19.11357,CR_06240C_A
orf19.3876,orf19.3876,CR_06240C_A
orf19.11358,orf19.11358,CR_06250W_A
orf19.3877,orf19.3877,CR_06250W_A
orf19.11359,orf19.11359,CR_06260W_A
orf19.3878,orf19.3878,CR_06260W_A
orf19.11360,orf19.11360,CR_06270W_A
orf19.3879,orf19.3879,CR_06270W_A
orf19.11362,orf19.11362,CR_06290C_A
orf19.3881,orf19.3881,CR_06290C_A
orf19.11365,orf19.11365,CR_06300C_A
orf19.3884,orf19.3884,CR_06300C_A
orf19.11366,orf19.11366,CR_06310W_A
orf19.3885,orf19.3885,CR_06310W_A
orf19.11367,orf19.11367,CR_06320C_A
orf19.3886,orf19.3886,CR_06320C_A
orf19.11368,orf19.11368,CR_06330C_A
orf19.3887,orf19.3887,CR_06330C_A
orf19.11369,orf19.11369,CR_06340C_A
orf19.3888,orf19.3888,CR_06340C_A
orf19.727,orf19.727,CR_06380C_A
orf19.8346,orf19.8346,CR_06380C_A
orf19.726,orf19.726,CR_06420W_A
orf19.8345,orf19.8345,CR_06420W_A
orf19.725,orf19.725,CR_06430W_A
orf19.8344,orf19.8344,CR_06430W_A
orf19.723,orf19.723,CR_06440C_A
orf19.8342,orf19.8342,CR_06440C_A
orf19.721,orf19.721,CR_06450W_A
orf19.8340,orf19.8340,CR_06450W_A
orf19.720,orf19.720,CR_06460W_A
orf19.8339,orf19.8339,CR_06460W_A
orf19.719,orf19.719,CR_06470W_A
orf19.8338,orf19.8338,CR_06470W_A
orf19.718,orf19.718,CR_06480C_A
orf19.8337,orf19.8337,CR_06480C_A
orf19.717,orf19.717,CR_06490C_A
orf19.8336,orf19.8336,CR_06490C_A
orf19.716,orf19.716,CR_06500C_A
orf19.8335,orf19.8335,CR_06500C_A
orf19.715,orf19.715,CR_06510W_A
orf19.8334,orf19.8334,CR_06510W_A
orf19.714,orf19.714,CR_06520C_A
orf19.8333,orf19.8333,CR_06520C_A
orf19.713,orf19.713,CR_06530W_A
orf19.8332,orf19.8332,CR_06530W_A
orf19.712,orf19.712,CR_06540W_A
orf19.8331,orf19.8331,CR_06540W_A
orf19.711,orf19.711,CR_06550C_A
orf19.916,orf19.916,CR_06560C_A
orf19.915,orf19.915,CR_06570C_A
orf19.693,orf19.693,CR_06580W_A
orf19.695,orf19.695,CR_06590C_A
orf19.8314,orf19.8314,CR_06590C_A
orf19.696,orf19.696,CR_06610W_A
orf19.8315,orf19.8315,CR_06610W_A
orf19.697,orf19.697,CR_06620W_A
orf19.8316,orf19.8316,CR_06620W_A
orf19.698,orf19.698,CR_06640C_A
orf19.8317,orf19.8317,CR_06640C_A
orf19.699,orf19.699,CR_06650C_A
orf19.8318,orf19.8318,CR_06650C_A
orf19.700,orf19.700,CR_06660W_A
orf19.8319,orf19.8319,CR_06660W_A
orf19.701,orf19.701,CR_06670W_A
orf19.8320,orf19.8320,CR_06670W_A
orf19.702,orf19.702,CR_06680C_A
orf19.8321,orf19.8321,CR_06680C_A
orf19.703,orf19.703,CR_06690C_A
orf19.8322,orf19.8322,CR_06690C_A
orf19.704,orf19.704,CR_06700C_A
orf19.8323,orf19.8323,CR_06700C_A
orf19.705,orf19.705,CR_06710C_A
orf19.8324,orf19.8324,CR_06710C_A
orf19.706,orf19.706,CR_06720W_A
orf19.8325,orf19.8325,CR_06720W_A
orf19.707,orf19.707,CR_06730W_A
orf19.8326,orf19.8326,CR_06730W_A
orf19.708,orf19.708,CR_06740W_A
orf19.8327,orf19.8327,CR_06740W_A
orf19.709,orf19.709,CR_06750C_A
orf19.8328,orf19.8328,CR_06750C_A
orf19.1860,orf19.1860,CR_06760C_A
orf19.710,orf19.710,CR_06760C_A
orf19.8329,orf19.8329,CR_06760C_A
orf19.9416,orf19.9416,CR_06760C_A
orf19.1857,orf19.1857,CR_06770C_A
orf19.9415,orf19.9415,CR_06770C_A
orf19.1856,orf19.1856,CR_06780W_A
orf19.9414,orf19.9414,CR_06780W_A
orf19.1855,orf19.1855,CR_06790C_A
orf19.9413,orf19.9413,CR_06790C_A
orf19.1854,orf19.1854,CR_06800C_A
orf19.9412,orf19.9412,CR_06800C_A
orf19.1853,orf19.1853,CR_06810W_A
orf19.9411,orf19.9411,CR_06810W_A
orf19.1852,orf19.1852,CR_06820W_A
orf19.9410,orf19.9410,CR_06820W_A
orf19.1850,orf19.1850,CR_06830C_A
orf19.9408,orf19.9408,CR_06830C_A
orf19.1849,orf19.1849,CR_06840W_A
orf19.9407,orf19.9407,CR_06840W_A
orf19.1847,orf19.1847,CR_06860C_A
orf19.9405,orf19.9405,CR_06860C_A
orf19.1844,orf19.1844,CR_06870C_A
orf19.1845,orf19.1845,CR_06870C_A
orf19.9403,orf19.9403,CR_06870C_A
orf19.1843,orf19.1843,CR_06900C_A
orf19.9402,orf19.9402,CR_06900C_A
orf19.1842,orf19.1842,CR_06910W_A
orf19.9401,orf19.9401,CR_06910W_A
orf19.1841,orf19.1841,CR_06920W_A
orf19.9399,orf19.9399,CR_06920W_A
orf19.178,orf19.178,CR_06930W_A
orf19.179,orf19.179,CR_06940W_A
orf19.2370,orf19.2370,CR_06940W_A
orf19.9906,orf19.9906,CR_06940W_A
orf19.2369,orf19.2369,CR_06960W_A
orf19.9905,orf19.9905,CR_06960W_A
orf19.2368,orf19.2368,CR_06970C_A
orf19.9904,orf19.9904,CR_06970C_A
orf19.2367,orf19.2367,CR_06980W_A
orf19.9903,orf19.9903,CR_06980W_A
orf19.2366,orf19.2366,CR_06990W_A
orf19.9902,orf19.9902,CR_06990W_A
orf19.2365,orf19.2365,CR_07000C_A
orf19.9901,orf19.9901,CR_07000C_A
orf19.2364,orf19.2364,CR_07010W_A
orf19.9900,orf19.9900,CR_07010W_A
orf19.2363,orf19.2363,CR_07020W_A
orf19.9899,orf19.9899,CR_07020W_A
orf19.2362,orf19.2362,CR_07030C_A
orf19.9898,orf19.9898,CR_07030C_A
orf19.2361,orf19.2361,CR_07040W_A
orf19.9897,orf19.9897,CR_07040W_A
orf19.2360,orf19.2360,CR_07050C_A
orf19.9896,orf19.9896,CR_07050C_A
orf19.2356,orf19.2356,CR_07060C_A
orf19.9892,orf19.9892,CR_07060C_A
orf19.1816,orf19.1816,CR_07070C_A
orf19.2355,orf19.2355,CR_07070C_A
orf19.9379,orf19.9379,CR_07070C_A
orf19.9891,orf19.9891,CR_07070C_A
orf19.1815,orf19.1815,CR_07080W_A
orf19.9378,orf19.9378,CR_07080W_A
orf19.1814,orf19.1814,CR_07090W_A
orf19.9377,orf19.9377,CR_07090W_A
orf19.1813,orf19.1813,CR_07100W_A
orf19.784,orf19.784,CR_07100W_A
orf19.785,orf19.785,CR_07100W_A
orf19.9376,orf19.9376,CR_07100W_A
orf19.7681,orf19.7681,CR_07110C_A
orf19.8,orf19.8,CR_07110C_A
orf19.7682,orf19.7682,CR_07120C_A
orf19.9,orf19.9,CR_07120C_A
orf19.10,orf19.10,CR_07130C_A
orf19.7683,orf19.7683,CR_07130C_A
orf19.11,orf19.11,CR_07140C_A
orf19.7684,orf19.7684,CR_07140C_A
orf19.13,orf19.13,CR_07150W_A
orf19.734,orf19.734,CR_07150W_A
orf19.7686,orf19.7686,CR_07150W_A
orf19.8353,orf19.8353,CR_07150W_A
orf19.733,orf19.733,CR_07160C_A
orf19.8352,orf19.8352,CR_07160C_A
orf19.732,orf19.732,CR_07170W_A
orf19.8351,orf19.8351,CR_07170W_A
orf19.731,orf19.731,CR_07180W_A
orf19.8350,orf19.8350,CR_07180W_A
orf19.730,orf19.730,CR_07190W_A
orf19.13571,orf19.13571,CR_07200W_A
orf19.6152,orf19.6152,CR_07200W_A
orf19.13570,orf19.13570,CR_07210W_A
orf19.6151,orf19.6151,CR_07210W_A
orf19.13567,orf19.13567,CR_07220C_A
orf19.6148,orf19.6148,CR_07220C_A
orf19.13566,orf19.13566,CR_07230W_A
orf19.6147,orf19.6147,CR_07230W_A
orf19.13565,orf19.13565,CR_07240C_A
orf19.6146,orf19.6146,CR_07240C_A
orf19.13562,orf19.13562,CR_07250C_A
orf19.6143,orf19.6143,CR_07250C_A
orf19.13561,orf19.13561,CR_07260C_A
orf19.6142,orf19.6142,CR_07260C_A
orf19.13560,orf19.13560,CR_07270C_A
orf19.6141,orf19.6141,CR_07270C_A
orf19.13559,orf19.13559,CR_07280W_A
orf19.6140,orf19.6140,CR_07280W_A
orf19.13558,orf19.13558,CR_07290W_A
orf19.6139,orf19.6139,CR_07290W_A
orf19.13557,orf19.13557,CR_07300W_A
orf19.6138,orf19.6138,CR_07300W_A
orf19.13556,orf19.13556,CR_07310W_A
orf19.6137,orf19.6137,CR_07310W_A
orf19.13555,orf19.13555,CR_07320C_A
orf19.6136,orf19.6136,CR_07320C_A
orf19.13554,orf19.13554,CR_07340C_A
orf19.6135,orf19.6135,CR_07340C_A
